,Unnamed: 0,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],gas_mass[kg],gas_volume[m3],reactor_volume[m3],N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],N_agg[#/g],N_pri[#/g],d_p[nm],d_m[nm],d_g[nm],d_v[nm],n_p,total_soot_mass[kg],volume_fraction,SSA[m2/g],total_carbon_mass[kg],carbon_yield,total_hydrogen_mass[kg],total_carbon_mass[kg].1,total_hydrogen_mass[kg].1,C_tot_inception[mol/kg-s],C_tot_PAH[mol/kg-s],C_tot_growth[mol/kg-s],C_tot_int[mol],C_tot_inception_int[mol],C_tot_PAH_int[mol],C_tot_growth_int[mol]
0,0,0.0,518737.5,2175.0,1.111675456309045,0.03875465,1.111675456309045,1.0,1.0,1.4901327247760852e-19,1.660539131934866e-24,4.800286584411558e-12,3.321078263869749e-23,1.2567588138810746e-17,0.0997594106953998,1.1116755070483072e-06,89.73789079289232,0.0010000000456421,1.9999399719905624,88.00959055791596,68.22448880458599,88.00959055791596,1.0,6.409502931828667e-14,3.560834962127038e-17,2.179744580432004e-07,0.0172267507328509,3.720668529557468e-12,0.0057828872662223,0.0172267507328509,0.0057828872662223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2.2222e-16,518737.5000000001,2174.999999998612,1.1116754563096714,0.0387546499999971,1.111675456309045,0.9999999999994366,0.9999999999994366,1.660539131934866e-24,1.660539131934866e-24,6.415647815256822e-22,3.321078263869749e-23,1.2567588138810746e-17,1.1116755070489338e-06,1.1116755070489338e-06,0.0010000000456421,0.0010000000456421,1.9999399719905624,1.9999399719905624,1.5503410635585768,1.9999399719905624,1.0,8.603602153926108e-24,4.779778974406087e-27,1623.8639384947749,0.0172267507327868,4.972723712052352e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,0.0,0.0,2.03550168942019e-68,2.5142162680348084e-84,0.0,0.0,2.5142162680348084e-84
2,2,2.222222222e-11,518737.5000000001,2174.999861152977,1.1116755189325194,0.0387546497091385,1.111675456309045,0.999999943667488,0.999999943667488,1.6605391319348712e-24,1.660539131934866e-24,6.415647816744383e-22,3.321078263869749e-23,1.2567588138810746e-17,1.1116755696717878e-06,1.1116755696717849e-06,0.0010000000456421,0.0010000000456421,1.9999399719905624,1.9999399719908015,1.550341063558762,1.9999399719908015,1.0,8.60360215591235e-24,4.779779244763832e-27,1623.863938119887,0.0172267507327868,4.972723713205349e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,0.0,0.0,7.496192037982754e-45,6.172808175487301e-56,0.0,0.0,6.172808175487301e-56
3,3,8.509248734543526e-09,518737.5,2174.9468572025844,1.1116994250229353,0.0387545386538062,1.111675456309045,0.9999784395733676,0.9999784395733676,1.660539132718393e-24,1.6605391335030487e-24,6.416152870962429e-22,3.321078263869749e-23,1.256761213698963e-17,1.111699476287848e-06,1.1116994768131602e-06,0.001000000046114,0.0010000000465865,1.9999400564121628,1.9999400287999245,1.5503411075968416,1.9999400231952136,1.000000000472531,8.604276521168334e-24,4.780256687244886e-27,1623.7397673971973,0.0172267507327866,4.973115177194376e-22,0.0057828872662222,0.0172267507327866,0.0057828872662222,0.0,0.0,8.872353233527103e-33,2.793945035750022e-41,0.0,0.0,2.793945035750022e-41
4,4,5.529079294486052e-08,518737.5000000002,2174.6554630452483,1.1118308565664643,0.038753927585895,1.111675456309045,0.9998602303070636,0.9998602303070636,1.6605391431145304e-24,1.6605391319375488e-24,6.419248388007906e-22,3.321078263875132e-23,1.2567588138831064e-17,1.111830914798278e-06,1.111830907314616e-06,0.0010000000523747,0.0010000000456437,1.9999399719905644,1.999940550922412,1.5503415123429558,1.999940550922412,1.0,8.608409758888601e-24,4.783118401039415e-27,1622.9570466848822,0.017226750732785,4.9755144907876985e-22,0.0057828872662214,0.017226750732785,0.0057828872662214,0.0,0.0,1.4933711935681371e-28,2.781728488242826e-36,0.0,0.0,2.781728488242826e-36
5,5,1.3887483012987214e-07,518737.50000000006,2174.1375326772595,1.1120645226199812,0.0387528404074056,1.111675456309045,0.999650140524203,0.999650140524203,1.6605391508072534e-24,1.660539131939395e-24,6.421725940728684e-22,3.3210782638847294e-23,1.2567588138850897e-17,1.1120645860158564e-06,1.1120645733800345e-06,0.0010000000570073,0.0010000000456448,1.9999399719909996,1.9999409492856228,1.550341821151646,1.9999409492856228,1.0,8.611717870008398e-24,4.785962119758625e-27,1622.3336028712222,0.0172267507327809,4.977434824558697e-22,0.0057828872662194,0.0172267507327809,0.0057828872662194,0.0,0.0,2.1779221501134736e-26,8.094476951787278e-34,0.0,0.0,8.094476951787278e-34
6,6,2.70987377615481e-07,518737.50000000006,2173.324839502284,1.1124313565103927,0.0387511331079033,1.111675456309045,0.9993204972181664,0.9993204972181664,1.660539264637003e-24,1.660539131966707e-24,6.458386460975598e-22,3.321078264329624e-23,1.2567588139445494e-17,1.1124314961842138e-06,1.112431407305487e-06,0.0010000001255572,0.0010000000456613,1.999939972019787,1.999946843915692,1.5503463906323205,1.999946843915692,1.0,8.66066822076283e-24,4.8147539835939344e-27,1613.1641258498228,0.0172267507327622,5.005850137178332e-22,0.0057828872662101,0.0172267507327622,0.0057828872662101,0.0,0.0,7.194445329196675e-25,4.2985781611225184e-32,0.0,0.0,4.2985781611225184e-32
7,7,4.856839686805996e-07,518737.50000000006,2172.017820262334,1.1130217309402142,0.0387483816091522,1.111675456309045,0.998790432752798,0.998790432752798,1.6605396935431327e-24,1.6605391320696185e-24,6.596521903180562e-22,3.321078277183094e-23,1.2567588152796489e-17,1.1130221581742284e-06,1.113021781831245e-06,0.0010000003838505,0.0010000000457233,1.9999399729527767,1.999969055472816,1.5503636088936563,1.999969055472816,1.0,8.845111275760472e-24,4.9199016606640114e-27,1579.5255547266136,0.0172267507327427,5.112917951482906e-22,0.0057828872662005,0.0172267507327427,0.0057828872662005,0.0,0.0,1.2491453534658033e-23,1.3575550269812676e-30,0.0,0.0,1.3575550269812676e-30
8,8,9.59747885157948e-07,518737.5000000001,2169.1812976096558,1.1143038765967923,0.038742356504255,1.111675456309045,0.9976411997275152,0.9976411997275152,1.6605400334569135e-24,1.660539132151178e-24,6.705996522655692e-22,3.321078855640792e-23,1.2567588728259685e-17,1.1143045324219264e-06,1.1143039276011774e-06,0.0010000005885514,0.0010000000457724,1.999940015612245,1.9999867003374847,1.5503772870833212,1.9999867003374847,1.0,8.991285449585937e-24,5.0069690229990716e-27,1553.846778920347,0.0172267507328451,5.19777096271543e-22,0.0057828872662505,0.0172267507328451,0.0057828872662505,0.0,0.0,2.6561703220026696e-22,5.989507133484587e-29,0.0,0.0,5.989507133484587e-29
9,9,2.006794554664213e-06,518737.5000000002,2163.056469163809,1.1170678937265857,0.0387287934665793,1.111675456309045,0.9951726860580056,0.9951726860580056,1.6605412009776742e-24,1.660543273001263e-24,7.749360035863591e-22,3.321105513202365e-23,1.2628296262717533e-17,1.1170693365860627e-06,1.117070730465368e-06,0.0010000012916488,0.0010000025394506,2.0001564762239754,2.0000887304252988,1.5504589719263364,2.0000771795661603,1.000001247800168,1.0384419549642793e-23,5.79710642469091e-27,1351.887502536935,0.0172267507327808,6.00647471825527e-22,0.0057828872662222,0.0172267507327808,0.0057828872662222,0.0,0.0,5.383113644182557e-21,2.7386749751892496e-27,0.0,0.0,2.7386749751892496e-27
10,10,3.9098012129621794e-06,518737.5,2151.832193171181,1.122067933216903,0.0387002786621156,1.111675456309045,0.990738103638642,0.990738103638642,1.735456475138078e-24,1.6605407117960226e-24,1.9247973067741812e-20,3.321758948877436e-23,1.2570777490862805e-17,1.1726915142650344e-06,1.1220690519823512e-06,0.0010451163245553,0.0010000009970567,1.999999382507748,2.664135619908162,2.065221603467566,2.664135086770496,1.0000008552178188,2.5704258600533143e-22,1.4413641319049682e-25,54.36696315771008,0.0172267507327885,1.4918969188939708e-20,0.0057828872662266,0.0172267507327885,0.0057828872662266,2.2431754405132794e-28,3.620594607588684e-33,6.192087507986758e-20,6.200575769222169e-26,1.777567157894774e-34,2.8690801219845393e-39,6.20057575144621e-26
11,11,6.227548982082626e-06,518737.5000000002,2137.022294481392,1.1284860225306008,0.0386537628316919,1.111675456309045,0.9851034342597716,0.9851034342597716,1.7712908064838083e-24,1.882010064634148e-24,5.563492217881943e-20,3.3395087823295384e-23,1.3919682286359332e-16,1.2037518235766489e-06,1.2789955432502673e-06,0.0010666962634391,0.0011333729596243,3.810482612119797,3.3535289046388344,2.617147302237467,3.2392434449379617,1.0625076682750534,7.428934792462767e-22,4.189596596944063e-25,208.29593460781464,0.0172267507327616,4.312223873618727e-20,0.0057828872662079,0.0172267507327616,0.0057828872662079,7.609303550084214e-20,1.3814519004683666e-28,1.889167666717124e-18,2.2410113022916253e-24,8.008624321596347e-26,1.4540419465361828e-34,2.1609250589302573e-24
12,12,8.909681486743213e-06,518737.5,2117.885625211101,1.136566704665103,0.0385819321055833,1.111675456309045,0.978099615047766,0.978099615047766,3.503738506096361e-23,3.5047086362249445e-23,1.809050612945224e-20,9.278252794112856e-20,2.762213386907229e-16,2.398156498124636e-05,2.398820509970224e-05,0.0211000066100939,0.0211058488703225,2.0086550708595463,2.006131569930482,1.5552183383865392,2.00562523613633,1.0002768867176803,3.4551968992321666e-22,1.9625340848467839e-25,888.7148596351865,0.0172267507327889,1.402182466734335e-20,0.005782887266221,0.0172267507327889,0.005782887266221,4.9303537809656884e-14,4.315561551377421e-25,1.4103213802072158e-17,5.1900825722315415e-20,5.1878837895621286e-20,4.546100306450664e-31,2.1987826239515962e-23
13,13,1.2042512708786657e-05,518737.5,2093.9908262171703,1.1465357663466282,0.0384812279651597,1.111675456309045,0.9695950958872712,0.9695950958872712,6.881114882792725e-19,6.88111497988054e-19,2.602914074989567e-16,2.081069690525849e-16,5.209308003309495e-12,0.4751134456169286,0.4751134523204536,414.3904268515329,414.3904326982977,2.000338759925421,2.0003386525840137,1.5506501222366615,2.000338619148418,1.0000000392544692,3.708695974778851e-18,2.1249969821366188e-21,1561.4814185405862,0.0172267507327861,2.0175004791183811e-16,0.0057828872662203,0.0172267507327861,0.0057828872662203,6.403584879788297e-10,9.505034306809311e-19,4.914002759938679e-13,9.157067729919994e-16,9.15004688435272e-16,1.3579165153222865e-24,7.020831988107795e-19
