,Unnamed: 0,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],gas_mass[kg],gas_volume[m3],reactor_volume[m3],N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],N_agg[#/g],N_pri[#/g],d_p[nm],d_m[nm],d_g[nm],d_v[nm],n_p,total_soot_mass[kg],volume_fraction,SSA[m2/g],total_carbon_mass[kg],carbon_yield,total_hydrogen_mass[kg],total_carbon_mass[kg].1,total_hydrogen_mass[kg].1,C_tot_inception[mol/kg-s],C_tot_PAH[mol/kg-s],C_tot_growth[mol/kg-s],C_tot_int[mol],C_tot_inception_int[mol],C_tot_PAH_int[mol],C_tot_growth_int[mol]
0,0,0.0,477000.00000000006,2000.0,1.1116754563090452,0.03875465,1.111675456309045,0.9999999999999998,0.9999999999999998,1.4901327247760852e-19,1.660539131934866e-24,4.800286584411558e-12,3.321078263869749e-23,1.2567588138810746e-17,0.0997594106953998,1.1116755070483076e-06,89.73789079289232,0.0010000000456421,1.9999399719905624,88.00959055791596,68.22448880458599,88.00959055791596,1.0,6.409502931828667e-14,3.5608349621270384e-17,2.179744580432004e-07,0.0172267507328509,3.720668529557468e-12,0.0057828872662223,0.0172267507328509,0.0057828872662223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2.2222e-16,477000.00000000006,1999.999999999759,1.1116754563091646,0.0387546499999995,1.111675456309045,0.9999999999998924,0.9999999999998924,1.660539131934866e-24,1.660539131934866e-24,6.415647815256822e-22,3.321078263869749e-23,1.2567588138810746e-17,1.111675507048427e-06,1.111675507048427e-06,0.0010000000456421,0.0010000000456421,1.9999399719905624,1.9999399719905624,1.5503410635585768,1.9999399719905624,1.0,8.603602153926108e-24,4.779778974403908e-27,1623.8639384947749,0.0172267507327868,4.972723712052352e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,0.0,0.0,4.262539507203338e-69,5.265014629000095e-85,0.0,0.0,5.265014629000095e-85
2,2,2.222222222e-11,477000.00000000006,1999.9999758810347,1.1116754682715448,0.0387546499496693,1.111675456309045,0.9999999892392156,0.9999999892392156,1.6605391319348665e-24,1.660539131934866e-24,6.415647815293012e-22,3.321078263869749e-23,1.2567588138810746e-17,1.111675519010808e-06,1.1116755190108078e-06,0.0010000000456421,0.0010000000456421,1.9999399719905624,1.999939971990568,1.550341063558581,1.999939971990568,1.0,8.60360215397443e-24,4.7797790258644085e-27,1623.8639384856544,0.0172267507327868,4.972723712080402e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,0.0,0.0,5.059104268550991e-47,4.1659658705806094e-58,0.0,0.0,4.1659658705806094e-58
3,3,1.7154544834206613e-08,477000.00000000006,1999.9813825018632,1.1116846903316326,0.038754611151371,1.111675456309045,0.9999916936675768,0.9999916936675768,1.6605391321873623e-24,1.6605391319349348e-24,6.415729132506724e-22,3.3210782638698865e-23,1.2567588138811267e-17,1.1116847412403557e-06,1.1116847410713624e-06,0.0010000000457942,0.0010000000456421,1.9999399719905624,1.999939985065468,1.5503410736941616,1.999939985065468,1.0,8.60371073143341e-24,4.779878998504688e-27,1623.8434455814768,0.0172267507327868,4.97278674048353e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,0.0,0.0,2.04462352122929e-33,1.2988756063804916e-41,0.0,0.0,1.2988756063804916e-41
4,4,9.235914021915453e-08,477000.0,1999.899801978945,1.1117251559681005,0.0387544409471747,1.111675456309045,0.9999552950126308,0.9999552950126308,1.6605391430579105e-24,1.6605391319379018e-24,6.419230034594252e-22,3.321078263875822e-23,1.2567588138833717e-17,1.1117252141564708e-06,1.1117252067116636e-06,0.0010000000523406,0.0010000000456439,1.999939971990563,1.999940547971387,1.5503415100553393,1.999940547971387,1.0,8.608385252797867e-24,4.7826500598648886e-27,1622.9616668702508,0.0172267507327908,4.975500265185248e-22,0.0057828872662235,0.0172267507327908,0.0057828872662235,0.0,0.0,1.1902856484344597e-29,3.61112244096905e-37,0.0,0.0,3.61112244096905e-37
5,5,2.343936159588804e-07,477000.00000000006,1999.745937675388,1.1118014860306609,0.0387541199760721,1.111675456309045,0.999886643683068,0.999886643683068,1.6605391461189856e-24,1.660539160326347e-24,6.424791401299285e-22,3.321078263870598e-23,1.2568007133729136e-17,1.1118015462725464e-06,1.111801555784979e-06,0.001000000054184,0.0010000000627399,1.9999414524983907,1.9999409817222449,1.5503418591016216,1.9999408990054544,1.000000008555873,8.61581097531959e-24,4.787104301467712e-27,1621.616944162986,0.0172267507327829,4.979810841588737e-22,0.0057828872662212,0.0172267507327829,0.0057828872662212,0.0,0.0,1.80368047228499e-27,1.1325565431119294e-34,0.0,0.0,1.1325565431119294e-34
6,6,4.600863774665701e-07,477000.00000000006,1999.502070658288,1.111922487270188,0.038753611181805,1.111675456309045,0.999777834368878,0.999777834368878,1.6605391427224483e-24,1.6605391535277077e-24,6.422601873617787e-22,3.3210782639246604e-23,1.2567907404351055e-17,1.1119225452442564e-06,1.111922552479624e-06,0.0010000000521385,0.0010000000586456,1.9999410999419172,1.99994074065187,1.5503416679011983,1.9999406770260064,1.000000006507079,8.612887444850275e-24,4.7860007542393806e-27,1622.154508350789,0.0172267507327855,4.9781137540095065e-22,0.0057828872662219,0.0172267507327855,0.0057828872662219,0.0,0.0,5.769401220948244e-26,5.906951327461596e-33,0.0,0.0,5.906951327461596e-33
7,7,8.896846693144104e-07,477000.0000000001,1999.039952610791,1.1121518365500738,0.0387526461973392,1.111675456309045,0.9995716589899212,0.9995716589899212,1.6605393273381564e-24,1.6605395230616392e-24,6.541611709490295e-22,3.3210782664553463e-23,1.2573322687598933e-17,1.112152018183116e-06,1.1121521492696022e-06,0.0010000001633167,0.0010000002811842,1.999960244055745,1.9999538379089812,1.5503520526036054,1.9999527429238584,1.0000001178674176,8.771793351542197e-24,4.875306822483339e-27,1593.454573756003,0.0172267507327837,5.070357444725096e-22,0.0057828872662214,0.0172267507327837,0.0057828872662214,0.0,0.0,1.3100765454436704e-24,2.727126944651334e-31,0.0,0.0,2.727126944651334e-31
8,8,2.172253564523784e-06,477000.00000000006,1997.6746305679103,1.1128295857001762,0.0387497784374839,1.111675456309045,0.9989628875741966,0.9989628875741966,1.6605437034964675e-24,1.660539133182397e-24,7.887937192403126e-22,3.321078584846268e-23,1.2567588459320946e-17,1.1128327001773592e-06,1.1128296373281628e-06,0.0010000027987009,0.0010000000463934,1.999939995041998,2.000176722022455,1.5505245907150815,2.000176722022339,1.0000000000000075,1.0569452094474243e-23,5.8780139916132156e-27,1321.8357498894427,0.0172267507327798,6.11388490224857e-22,0.0057828872662205,0.0172267507327798,0.0057828872662205,0.0,0.0,5.900297174453841e-23,3.3364495869365265e-29,0.0,0.0,3.3364495869365265e-29
9,9,5.753300571274921e-06,477000.00000000006,1993.9226990962563,1.1146866659692067,0.0387415444030383,1.111675456309045,0.9972986043952148,0.9972986043952148,1.660590899302122e-24,1.6605391460614128e-24,2.3087559196547857e-21,3.321116114136588e-23,1.2567625836724213e-17,1.1147214672444594e-06,1.1146867263287756e-06,0.0010000312206796,0.0010000000541493,1.999942761586028,2.0026233300580603,1.55242118609152,2.002623330057909,1.0000000000000098,3.086449533903479e-23,1.719338799778792e-26,452.6599587420515,0.01722675073401,1.7895005520263287e-21,0.0057828872665384,0.01722675073401,0.0057828872665384,1.816207848576229e-51,4.084658974250149e-45,2.4947035054719586e-21,4.0052597105520784e-27,2.7278628075858536e-57,6.134974753172421e-51,4.0052597105520784e-27
