time,Np,dp,dm ,dg,np
0.003103,1.6032E+17,2.00E-09,7.03837E-09,7.31E-09,16.38007571
0.0031061,1.60048E+17,2.00E-09,7.04376E-09,7.32E-09,16.40796859
0.0031091,1.59776E+17,2.00E-09,7.04915E-09,7.33E-09,16.43589036
0.0031121,1.59504E+17,2.00E-09,7.05455E-09,7.33E-09,16.46384102
0.0031152,1.59234E+17,2.00E-09,7.05994E-09,7.34E-09,16.49182058
0.0031182,1.58964E+17,2.00E-09,7.06533E-09,7.35E-09,16.51982905
0.0031212,1.58695E+17,2.00E-09,7.07072E-09,7.35E-09,16.54786643
0.0031242,1.58426E+17,2.00E-09,7.07612E-09,7.36E-09,16.57593274
0.0031273,1.58158E+17,2.00E-09,7.08151E-09,7.37E-09,16.60402797
0.0031303,1.5789E+17,2.00E-09,7.08691E-09,7.38E-09,16.63215214
0.0031333,1.57624E+17,2.00E-09,7.0923E-09,7.38E-09,16.66030525
0.0031364,1.57357E+17,2.00E-09,7.0977E-09,7.39E-09,16.6884873
0.0031394,1.57092E+17,2.00E-09,7.1031E-09,7.40E-09,16.71669832
0.0031424,1.56827E+17,2.00E-09,7.10849E-09,7.40E-09,16.74493829
0.0031455,1.56563E+17,2.00E-09,7.11389E-09,7.41E-09,16.77320723
0.0031485,1.56299E+17,2.00E-09,7.11929E-09,7.42E-09,16.80150515
0.0031515,1.56036E+17,2.00E-09,7.12469E-09,7.43E-09,16.82983205
0.0031545,1.55773E+17,2.00E-09,7.13009E-09,7.43E-09,16.85818794
0.0031576,1.55512E+17,2.00E-09,7.13549E-09,7.44E-09,16.88657282
0.0031606,1.5525E+17,2.00E-09,7.14089E-09,7.45E-09,16.9149867
0.0031636,1.5499E+17,2.00E-09,7.14629E-09,7.46E-09,16.9434296
0.0031667,1.5473E+17,2.00E-09,7.15169E-09,7.46E-09,16.9719015
0.0031697,1.5447E+17,2.00E-09,7.15709E-09,7.47E-09,17.00040243
0.0031727,1.54211E+17,2.00E-09,7.1625E-09,7.48E-09,17.02893239
0.0031758,1.53953E+17,2.00E-09,7.1679E-09,7.48E-09,17.05749138
0.0031788,1.53696E+17,2.00E-09,7.1733E-09,7.49E-09,17.08607941
0.0031818,1.53439E+17,2.00E-09,7.17871E-09,7.50E-09,17.11469649
0.0031848,1.53182E+17,2.00E-09,7.18411E-09,7.51E-09,17.14334262
0.0031879,1.52927E+17,2.00E-09,7.18952E-09,7.51E-09,17.17201782
0.0031909,1.52671E+17,2.00E-09,7.19492E-09,7.52E-09,17.20072208
0.0031939,1.52417E+17,2.00E-09,7.20033E-09,7.53E-09,17.22945541
0.003197,1.52163E+17,2.00E-09,7.20573E-09,7.54E-09,17.25821783
0.0032,1.51909E+17,2.00E-09,7.21114E-09,7.54E-09,17.28700933
0.003203,1.51656E+17,2.00E-09,7.21655E-09,7.55E-09,17.31582992
0.0032061,1.51404E+17,2.00E-09,7.22196E-09,7.56E-09,17.34467961
0.0032091,1.51152E+17,2.00E-09,7.22736E-09,7.56E-09,17.37355841
0.0032121,1.50901E+17,2.00E-09,7.23277E-09,7.57E-09,17.40246632
0.0032152,1.50651E+17,2.00E-09,7.23818E-09,7.58E-09,17.43140334
0.0032182,1.50401E+17,2.00E-09,7.24359E-09,7.59E-09,17.4603695
0.0032212,1.50152E+17,2.00E-09,7.249E-09,7.59E-09,17.48936478
0.0032242,1.49903E+17,2.00E-09,7.25441E-09,7.60E-09,17.5183892
0.0032273,1.49655E+17,2.00E-09,7.25983E-09,7.61E-09,17.54744276
0.0032303,1.49407E+17,2.00E-09,7.26524E-09,7.62E-09,17.57652547
0.0032333,1.4916E+17,2.00E-09,7.27065E-09,7.62E-09,17.60563734
0.0032364,1.48914E+17,2.00E-09,7.27606E-09,7.63E-09,17.63477837
0.0032394,1.48668E+17,2.00E-09,7.28148E-09,7.64E-09,17.66394857
0.0032424,1.48422E+17,2.00E-09,7.28689E-09,7.64E-09,17.69314794
0.0032455,1.48177E+17,2.00E-09,7.29231E-09,7.65E-09,17.72237649
0.0032485,1.47933E+17,2.00E-09,7.29772E-09,7.66E-09,17.75163423
0.0032515,1.4769E+17,2.00E-09,7.30314E-09,7.67E-09,17.78092116
0.0032545,1.47446E+17,2.00E-09,7.30855E-09,7.67E-09,17.8102373
0.0032576,1.47204E+17,2.00E-09,7.31397E-09,7.68E-09,17.83958263
0.0032606,1.46962E+17,2.00E-09,7.31939E-09,7.69E-09,17.86895718
0.0032636,1.46721E+17,2.00E-09,7.3248E-09,7.70E-09,17.89836095
0.0032667,1.4648E+17,2.00E-09,7.33022E-09,7.70E-09,17.92779394
0.0032697,1.46239E+17,2.00E-09,7.33564E-09,7.71E-09,17.95725616
0.0032727,1.46E+17,2.00E-09,7.34106E-09,7.72E-09,17.98674761
0.0032758,1.4576E+17,2.00E-09,7.34648E-09,7.72E-09,18.01626831
0.0032788,1.45522E+17,2.00E-09,7.3519E-09,7.73E-09,18.04581826
0.0032818,1.45283E+17,2.00E-09,7.35732E-09,7.74E-09,18.07539745
0.0032848,1.45046E+17,2.00E-09,7.36274E-09,7.75E-09,18.10500591
0.0032879,1.44809E+17,2.00E-09,7.36816E-09,7.75E-09,18.13464364
0.0032909,1.44572E+17,2.00E-09,7.37358E-09,7.76E-09,18.16431063
0.0032939,1.44336E+17,2.00E-09,7.379E-09,7.77E-09,18.19400691
0.003297,1.44101E+17,2.00E-09,7.38443E-09,7.78E-09,18.22373246
0.0033,1.43866E+17,2.00E-09,7.38985E-09,7.78E-09,18.25348731
0.003303,1.43632E+17,2.00E-09,7.39527E-09,7.79E-09,18.28327145
0.0033061,1.43398E+17,2.00E-09,7.4007E-09,7.80E-09,18.3130849
0.0033091,1.43165E+17,2.00E-09,7.40612E-09,7.81E-09,18.34292765
0.0033121,1.42932E+17,2.00E-09,7.41155E-09,7.81E-09,18.37279971
0.0033152,1.427E+17,2.00E-09,7.41697E-09,7.82E-09,18.40270109
0.0033182,1.42468E+17,2.00E-09,7.4224E-09,7.83E-09,18.4326318
0.0033212,1.42237E+17,2.00E-09,7.42783E-09,7.83E-09,18.46259184
0.0033242,1.42006E+17,2.00E-09,7.43325E-09,7.84E-09,18.49258121
0.0033273,1.41776E+17,2.00E-09,7.43868E-09,7.85E-09,18.52259993
0.0033303,1.41546E+17,2.00E-09,7.44411E-09,7.86E-09,18.55264799
0.0033333,1.41317E+17,2.00E-09,7.44954E-09,7.86E-09,18.58272541
0.0033364,1.41089E+17,2.00E-09,7.45496E-09,7.87E-09,18.61283219
0.0033394,1.4086E+17,2.00E-09,7.46039E-09,7.88E-09,18.64296833
0.0033424,1.40633E+17,2.00E-09,7.46582E-09,7.89E-09,18.67313384
0.0033455,1.40406E+17,2.00E-09,7.47125E-09,7.89E-09,18.70332873
0.0033485,1.40179E+17,2.00E-09,7.47668E-09,7.90E-09,18.733553
0.0033515,1.39953E+17,2.00E-09,7.48212E-09,7.91E-09,18.76380666
0.0033545,1.39728E+17,2.00E-09,7.48755E-09,7.92E-09,18.79408972
0.0033576,1.39503E+17,2.00E-09,7.49298E-09,7.92E-09,18.82440217
0.0033606,1.39278E+17,2.00E-09,7.49841E-09,7.93E-09,18.85474403
0.0033636,1.39054E+17,2.00E-09,7.50384E-09,7.94E-09,18.8851153
0.0033667,1.38831E+17,2.00E-09,7.50928E-09,7.95E-09,18.91551598
0.0033697,1.38608E+17,2.00E-09,7.51471E-09,7.95E-09,18.94594608
0.0033727,1.38385E+17,2.00E-09,7.52015E-09,7.96E-09,18.97640562
0.0033758,1.38163E+17,2.00E-09,7.52558E-09,7.97E-09,19.00689458
0.0033788,1.37942E+17,2.00E-09,7.53102E-09,7.97E-09,19.03741299
0.0033818,1.37721E+17,2.00E-09,7.53645E-09,7.98E-09,19.06796083
0.0033848,1.375E+17,2.00E-09,7.54189E-09,7.99E-09,19.09853813
0.0033879,1.3728E+17,2.00E-09,7.54732E-09,8.00E-09,19.12914488
0.0033909,1.37061E+17,2.00E-09,7.55276E-09,8.00E-09,19.15978109
0.0033939,1.36842E+17,2.00E-09,7.5582E-09,8.01E-09,19.19044677
0.003397,1.36623E+17,2.00E-09,7.56364E-09,8.02E-09,19.22114192
0.0034,1.36405E+17,2.00E-09,7.56907E-09,8.03E-09,19.25186654
0.003403,1.36188E+17,2.00E-09,7.57451E-09,8.03E-09,19.28262065
0.0034061,1.35971E+17,2.00E-09,7.57995E-09,8.04E-09,19.31340424
0.0034091,1.35754E+17,2.00E-09,7.58539E-09,8.05E-09,19.34421733
0.0034121,1.35538E+17,2.00E-09,7.59083E-09,8.06E-09,19.37505991
0.0034152,1.35322E+17,2.00E-09,7.59627E-09,8.06E-09,19.405932
0.0034182,1.35107E+17,2.00E-09,7.60171E-09,8.07E-09,19.43683359
0.0034212,1.34893E+17,2.00E-09,7.60715E-09,8.08E-09,19.4677647
0.0034242,1.34678E+17,2.00E-09,7.6126E-09,8.09E-09,19.49872533
0.0034273,1.34465E+17,2.00E-09,7.61804E-09,8.09E-09,19.52971549
0.0034303,1.34251E+17,2.00E-09,7.62348E-09,8.10E-09,19.56073517
0.0034333,1.34039E+17,2.00E-09,7.62892E-09,8.11E-09,19.59178439
0.0034364,1.33826E+17,2.00E-09,7.63437E-09,8.12E-09,19.62286315
0.0034394,1.33615E+17,2.00E-09,7.63981E-09,8.12E-09,19.65397146
0.0034424,1.33403E+17,2.00E-09,7.64526E-09,8.13E-09,19.68510932
0.0034455,1.33192E+17,2.00E-09,7.6507E-09,8.14E-09,19.71627673
0.0034485,1.32982E+17,2.00E-09,7.65615E-09,8.15E-09,19.7474737
0.0034515,1.32772E+17,2.00E-09,7.66159E-09,8.15E-09,19.77870024
0.0034545,1.32562E+17,2.00E-09,7.66704E-09,8.16E-09,19.80995636
0.0034576,1.32353E+17,2.00E-09,7.67248E-09,8.17E-09,19.84124204
0.0034606,1.32145E+17,2.00E-09,7.67793E-09,8.18E-09,19.87255732
0.0034636,1.31937E+17,2.00E-09,7.68338E-09,8.18E-09,19.90390217
0.0034667,1.31729E+17,2.00E-09,7.68883E-09,8.19E-09,19.93527662
0.0034697,1.31522E+17,2.00E-09,7.69427E-09,8.20E-09,19.96668067
0.0034727,1.31315E+17,2.00E-09,7.69972E-09,8.21E-09,19.99811432
0.0034758,1.31109E+17,2.00E-09,7.70517E-09,8.21E-09,20.02957758
0.0034788,1.30903E+17,2.00E-09,7.71062E-09,8.22E-09,20.06107045
0.0034818,1.30698E+17,2.00E-09,7.71607E-09,8.23E-09,20.09259293
0.0034848,1.30493E+17,2.00E-09,7.72152E-09,8.24E-09,20.12414504
0.0034879,1.30288E+17,2.00E-09,7.72697E-09,8.24E-09,20.15572678
0.0034909,1.30084E+17,2.00E-09,7.73242E-09,8.25E-09,20.18733815
0.0034939,1.29881E+17,2.00E-09,7.73787E-09,8.26E-09,20.21897915
0.003497,1.29678E+17,2.00E-09,7.74333E-09,8.27E-09,20.2506498
0.0035,1.29475E+17,2.00E-09,7.74878E-09,8.27E-09,20.2823501
0.003503,1.29273E+17,2.00E-09,7.75423E-09,8.28E-09,20.31408005
0.0035061,1.29071E+17,2.00E-09,7.75968E-09,8.29E-09,20.34583965
0.0035091,1.2887E+17,2.00E-09,7.76514E-09,8.29E-09,20.37762892
0.0035121,1.28669E+17,2.00E-09,7.77059E-09,8.30E-09,20.40944785
0.0035152,1.28468E+17,2.00E-09,7.77605E-09,8.31E-09,20.44129646
0.0035182,1.28268E+17,2.00E-09,7.7815E-09,8.32E-09,20.47317474
0.0035212,1.28069E+17,2.00E-09,7.78696E-09,8.32E-09,20.5050827
0.0035242,1.27869E+17,2.00E-09,7.79241E-09,8.33E-09,20.53702035
0.0035273,1.27671E+17,2.00E-09,7.79787E-09,8.34E-09,20.56898769
0.0035303,1.27472E+17,2.00E-09,7.80332E-09,8.35E-09,20.60098473
0.0035333,1.27275E+17,2.00E-09,7.80878E-09,8.35E-09,20.63301147
0.0035364,1.27077E+17,2.00E-09,7.81424E-09,8.36E-09,20.66506791
0.0035394,1.2688E+17,2.00E-09,7.81969E-09,8.37E-09,20.69715406
0.0035424,1.26684E+17,2.00E-09,7.82515E-09,8.38E-09,20.72926993
0.0035455,1.26487E+17,2.00E-09,7.83061E-09,8.38E-09,20.76141552
0.0035485,1.26292E+17,2.00E-09,7.83607E-09,8.39E-09,20.79359083
0.0035515,1.26096E+17,2.00E-09,7.84153E-09,8.40E-09,20.82579587
0.0035545,1.25901E+17,2.00E-09,7.84699E-09,8.41E-09,20.85803064
0.0035576,1.25707E+17,2.00E-09,7.85245E-09,8.41E-09,20.89029515
0.0035606,1.25513E+17,2.00E-09,7.85791E-09,8.42E-09,20.92258941
0.0035636,1.25319E+17,2.00E-09,7.86337E-09,8.43E-09,20.95491341
0.0035667,1.25126E+17,2.00E-09,7.86883E-09,8.44E-09,20.98726717
0.0035697,1.24933E+17,2.00E-09,7.87429E-09,8.45E-09,21.01965068
0.0035727,1.24741E+17,2.00E-09,7.87975E-09,8.45E-09,21.05206395
0.0035758,1.24549E+17,2.00E-09,7.88522E-09,8.46E-09,21.08450699
0.0035788,1.24358E+17,2.00E-09,7.89068E-09,8.47E-09,21.1169798
0.0035818,1.24166E+17,2.00E-09,7.89614E-09,8.48E-09,21.14948238
0.0035848,1.23976E+17,2.00E-09,7.9016E-09,8.48E-09,21.18201474
0.0035879,1.23785E+17,2.00E-09,7.90707E-09,8.49E-09,21.21457689
0.0035909,1.23596E+17,2.00E-09,7.91253E-09,8.50E-09,21.24716883
0.0035939,1.23406E+17,2.00E-09,7.918E-09,8.51E-09,21.27979056
0.003597,1.23217E+17,2.00E-09,7.92346E-09,8.51E-09,21.31244208
0.0036,1.23028E+17,2.00E-09,7.92893E-09,8.52E-09,21.34512341
0.003603,1.2284E+17,2.00E-09,7.93439E-09,8.53E-09,21.37783454
0.0036061,1.22652E+17,2.00E-09,7.93986E-09,8.54E-09,21.41057549
0.0036091,1.22465E+17,2.00E-09,7.94532E-09,8.54E-09,21.44334625
0.0036121,1.22278E+17,2.00E-09,7.95079E-09,8.55E-09,21.47614683
0.0036152,1.22091E+17,2.00E-09,7.95626E-09,8.56E-09,21.50897723
0.0036182,1.21905E+17,2.00E-09,7.96173E-09,8.57E-09,21.54183747
0.0036212,1.21719E+17,2.00E-09,7.96719E-09,8.57E-09,21.57472753
0.0036242,1.21534E+17,2.00E-09,7.97266E-09,8.58E-09,21.60764743
0.0036273,1.21349E+17,2.00E-09,7.97813E-09,8.59E-09,21.64059718
0.0036303,1.21164E+17,2.00E-09,7.9836E-09,8.60E-09,21.67357677
0.0036333,1.2098E+17,2.00E-09,7.98907E-09,8.60E-09,21.7065862
0.0036364,1.20796E+17,2.00E-09,7.99454E-09,8.61E-09,21.7396255
0.0036394,1.20612E+17,2.00E-09,8.00001E-09,8.62E-09,21.77269465
0.0036424,1.20429E+17,2.00E-09,8.00548E-09,8.63E-09,21.80579366
0.0036455,1.20247E+17,2.00E-09,8.01095E-09,8.63E-09,21.83892254
0.0036485,1.20064E+17,2.00E-09,8.01642E-09,8.64E-09,21.8720813
0.0036515,1.19882E+17,2.00E-09,8.02189E-09,8.65E-09,21.90526992
0.0036545,1.19701E+17,2.00E-09,8.02737E-09,8.66E-09,21.93848843
0.0036576,1.1952E+17,2.00E-09,8.03284E-09,8.66E-09,21.97173682
0.0036606,1.19339E+17,2.00E-09,8.03831E-09,8.67E-09,22.0050151
0.0036636,1.19159E+17,2.00E-09,8.04378E-09,8.68E-09,22.03832327
0.0036667,1.18979E+17,2.00E-09,8.04926E-09,8.69E-09,22.07166134
0.0036697,1.18799E+17,2.00E-09,8.05473E-09,8.69E-09,22.10502931
0.0036727,1.1862E+17,2.00E-09,8.0602E-09,8.70E-09,22.13842718
0.0036758,1.18441E+17,2.00E-09,8.06568E-09,8.71E-09,22.17185496
0.0036788,1.18263E+17,2.00E-09,8.07115E-09,8.72E-09,22.20531265
0.0036818,1.18084E+17,2.00E-09,8.07663E-09,8.73E-09,22.23880026
0.0036848,1.17907E+17,2.00E-09,8.0821E-09,8.73E-09,22.27231779
0.0036879,1.17729E+17,2.00E-09,8.08758E-09,8.74E-09,22.30586524
0.0036909,1.17552E+17,2.00E-09,8.09306E-09,8.75E-09,22.33944263
0.0036939,1.17376E+17,2.00E-09,8.09853E-09,8.76E-09,22.37304994
0.003697,1.172E+17,2.00E-09,8.10401E-09,8.76E-09,22.4066872
0.0037,1.17024E+17,2.00E-09,8.10949E-09,8.77E-09,22.44035439
0.003703,1.16848E+17,2.00E-09,8.11496E-09,8.78E-09,22.47405153
0.0037061,1.16673E+17,2.00E-09,8.12044E-09,8.79E-09,22.50777861
0.0037091,1.16499E+17,2.00E-09,8.12592E-09,8.79E-09,22.54153565
0.0037121,1.16324E+17,2.00E-09,8.1314E-09,8.80E-09,22.57532265
0.0037152,1.1615E+17,2.00E-09,8.13688E-09,8.81E-09,22.6091396
0.0037182,1.15977E+17,2.00E-09,8.14236E-09,8.82E-09,22.64298652
0.0037212,1.15803E+17,2.00E-09,8.14784E-09,8.82E-09,22.67686341
0.0037242,1.1563E+17,2.00E-09,8.15332E-09,8.83E-09,22.71077027
0.0037273,1.15458E+17,2.00E-09,8.1588E-09,8.84E-09,22.74470711
0.0037303,1.15286E+17,2.00E-09,8.16428E-09,8.85E-09,22.77867392
0.0037333,1.15114E+17,2.00E-09,8.16976E-09,8.85E-09,22.81267072
0.0037364,1.14943E+17,2.00E-09,8.17524E-09,8.86E-09,22.84669751
0.0037394,1.14771E+17,2.00E-09,8.18072E-09,8.87E-09,22.88075428
0.0037424,1.14601E+17,2.00E-09,8.1862E-09,8.88E-09,22.91484105
0.0037455,1.1443E+17,2.00E-09,8.19169E-09,8.89E-09,22.94895782
0.0037485,1.1426E+17,2.00E-09,8.19717E-09,8.89E-09,22.98310459
0.0037515,1.14091E+17,2.00E-09,8.20265E-09,8.90E-09,23.01728137
0.0037545,1.13921E+17,2.00E-09,8.20814E-09,8.91E-09,23.05148816
0.0037576,1.13752E+17,2.00E-09,8.21362E-09,8.92E-09,23.08572496
0.0037606,1.13584E+17,2.00E-09,8.2191E-09,8.92E-09,23.11999178
0.0037636,1.13416E+17,2.00E-09,8.22459E-09,8.93E-09,23.15428862
0.0037667,1.13248E+17,2.00E-09,8.23007E-09,8.94E-09,23.18861548
0.0037697,1.1308E+17,2.00E-09,8.23556E-09,8.95E-09,23.22297237
0.0037727,1.12913E+17,2.00E-09,8.24104E-09,8.95E-09,23.2573593
0.0037758,1.12746E+17,2.00E-09,8.24653E-09,8.96E-09,23.29177625
0.0037788,1.1258E+17,2.00E-09,8.25201E-09,8.97E-09,23.32622325
0.0037818,1.12413E+17,2.00E-09,8.2575E-09,8.98E-09,23.36070029
0.0037848,1.12248E+17,2.00E-09,8.26299E-09,8.98E-09,23.39520737
0.0037879,1.12082E+17,2.00E-09,8.26847E-09,8.99E-09,23.42974451
0.0037909,1.11917E+17,2.00E-09,8.27396E-09,9.00E-09,23.4643117
0.0037939,1.11752E+17,2.00E-09,8.27945E-09,9.01E-09,23.49890894
0.003797,1.11588E+17,2.00E-09,8.28494E-09,9.02E-09,23.53353625
0.0038,1.11424E+17,2.00E-09,8.29043E-09,9.02E-09,23.56819361
0.003803,1.1126E+17,2.00E-09,8.29591E-09,9.03E-09,23.60288105
0.0038061,1.11097E+17,2.00E-09,8.3014E-09,9.04E-09,23.63759856
0.0038091,1.10934E+17,2.00E-09,8.30689E-09,9.05E-09,23.67234614
0.0038121,1.10771E+17,2.00E-09,8.31238E-09,9.05E-09,23.70712379
0.0038152,1.10608E+17,2.00E-09,8.31787E-09,9.06E-09,23.74193153
0.0038182,1.10446E+17,2.00E-09,8.32336E-09,9.07E-09,23.77676935
0.0038212,1.10285E+17,2.00E-09,8.32885E-09,9.08E-09,23.81163727
0.0038242,1.10123E+17,2.00E-09,8.33434E-09,9.08E-09,23.84653527
0.0038273,1.09962E+17,2.00E-09,8.33983E-09,9.09E-09,23.88146336
0.0038303,1.09801E+17,2.00E-09,8.34533E-09,9.10E-09,23.91642156
0.0038333,1.09641E+17,2.00E-09,8.35082E-09,9.11E-09,23.95140985
0.0038364,1.09481E+17,2.00E-09,8.35631E-09,9.12E-09,23.98642825
0.0038394,1.09321E+17,2.00E-09,8.3618E-09,9.12E-09,24.02147676
0.0038424,1.09162E+17,2.00E-09,8.36729E-09,9.13E-09,24.05655538
0.0038455,1.09003E+17,2.00E-09,8.37279E-09,9.14E-09,24.09166411
0.0038485,1.08844E+17,2.00E-09,8.37828E-09,9.15E-09,24.12680296
0.0038515,1.08686E+17,2.00E-09,8.38377E-09,9.15E-09,24.16197193
0.0038545,1.08527E+17,2.00E-09,8.38927E-09,9.16E-09,24.19717103
0.0038576,1.0837E+17,2.00E-09,8.39476E-09,9.17E-09,24.23240025
0.0038606,1.08212E+17,2.00E-09,8.40026E-09,9.18E-09,24.2676596
0.0038636,1.08055E+17,2.00E-09,8.40575E-09,9.19E-09,24.30294909
0.0038667,1.07898E+17,2.00E-09,8.41125E-09,9.19E-09,24.33826871
0.0038697,1.07742E+17,2.00E-09,8.41674E-09,9.20E-09,24.37361848
0.0038727,1.07586E+17,2.00E-09,8.42224E-09,9.21E-09,24.40899838
0.0038758,1.0743E+17,2.00E-09,8.42773E-09,9.22E-09,24.44440844
0.0038788,1.07274E+17,2.00E-09,8.43323E-09,9.22E-09,24.47984864
0.0038818,1.07119E+17,2.00E-09,8.43873E-09,9.23E-09,24.515319
0.0038848,1.06964E+17,2.00E-09,8.44422E-09,9.24E-09,24.55081951
0.0038879,1.0681E+17,2.00E-09,8.44972E-09,9.25E-09,24.58635018
0.0038909,1.06655E+17,2.00E-09,8.45522E-09,9.25E-09,24.62191101
0.0038939,1.06501E+17,2.00E-09,8.46072E-09,9.26E-09,24.65750201
0.003897,1.06348E+17,2.00E-09,8.46621E-09,9.27E-09,24.69312317
0.0039,1.06194E+17,2.00E-09,8.47171E-09,9.28E-09,24.72877451
0.003903,1.06041E+17,2.00E-09,8.47721E-09,9.29E-09,24.76445602
0.0039061,1.05889E+17,2.00E-09,8.48271E-09,9.29E-09,24.80016771
0.0039091,1.05736E+17,2.00E-09,8.48821E-09,9.30E-09,24.83590957
0.0039121,1.05584E+17,2.00E-09,8.49371E-09,9.31E-09,24.87168162
0.0039152,1.05432E+17,2.00E-09,8.49921E-09,9.32E-09,24.90748386
0.0039182,1.05281E+17,2.00E-09,8.50471E-09,9.32E-09,24.94331628
0.0039212,1.0513E+17,2.00E-09,8.51021E-09,9.33E-09,24.9791789
0.0039242,1.04979E+17,2.00E-09,8.51571E-09,9.34E-09,25.01507171
0.0039273,1.04828E+17,2.00E-09,8.52121E-09,9.35E-09,25.05099472
0.0039303,1.04678E+17,2.00E-09,8.52671E-09,9.36E-09,25.08694793
0.0039333,1.04528E+17,2.00E-09,8.53221E-09,9.36E-09,25.12293135
0.0039364,1.04379E+17,2.00E-09,8.53771E-09,9.37E-09,25.15894497
0.0039394,1.04229E+17,2.00E-09,8.54322E-09,9.38E-09,25.19498879
0.0039424,1.0408E+17,2.00E-09,8.54872E-09,9.39E-09,25.23106283
0.0039455,1.03932E+17,2.00E-09,8.55422E-09,9.39E-09,25.26716709
0.0039485,1.03783E+17,2.00E-09,8.55972E-09,9.40E-09,25.30330156
0.0039515,1.03635E+17,2.00E-09,8.56523E-09,9.41E-09,25.33946626
0.0039545,1.03487E+17,2.00E-09,8.57073E-09,9.42E-09,25.37566117
0.0039576,1.0334E+17,2.00E-09,8.57623E-09,9.43E-09,25.41188631
0.0039606,1.03192E+17,2.00E-09,8.58174E-09,9.43E-09,25.44814168
0.0039636,1.03046E+17,2.00E-09,8.58724E-09,9.44E-09,25.48442729
0.0039667,1.02899E+17,2.00E-09,8.59275E-09,9.45E-09,25.52074312
0.0039697,1.02753E+17,2.00E-09,8.59825E-09,9.46E-09,25.5570892
0.0039727,1.02607E+17,2.00E-09,8.60376E-09,9.46E-09,25.59346551
0.0039758,1.02461E+17,2.00E-09,8.60926E-09,9.47E-09,25.62987206
0.0039788,1.02315E+17,2.00E-09,8.61477E-09,9.48E-09,25.66630886
0.0039818,1.0217E+17,2.00E-09,8.62027E-09,9.49E-09,25.70277591
0.0039848,1.02025E+17,2.00E-09,8.62578E-09,9.50E-09,25.7392732
0.0039879,1.01881E+17,2.00E-09,8.63129E-09,9.50E-09,25.77580075
0.0039909,1.01736E+17,2.00E-09,8.63679E-09,9.51E-09,25.81235856
0.0039939,1.01592E+17,2.00E-09,8.6423E-09,9.52E-09,25.84894662
0.003997,1.01449E+17,2.00E-09,8.64781E-09,9.53E-09,25.88556494
0.004,1.01305E+17,2.00E-09,8.65331E-09,9.53E-09,25.92221353
0.004003,1.01162E+17,2.00E-09,8.65882E-09,9.54E-09,25.95889238
0.0040061,1.01019E+17,2.00E-09,8.66433E-09,9.55E-09,25.9956015
0.0040091,1.00877E+17,2.00E-09,8.66984E-09,9.56E-09,26.03234089
0.0040121,1.00734E+17,2.00E-09,8.67535E-09,9.57E-09,26.06911056
0.0040152,1.00592E+17,2.00E-09,8.68085E-09,9.57E-09,26.1059105
0.0040182,1.00451E+17,2.00E-09,8.68636E-09,9.58E-09,26.14274071
0.0040212,1.00309E+17,2.00E-09,8.69187E-09,9.59E-09,26.17960121
0.0040242,1.00168E+17,2.00E-09,8.69738E-09,9.60E-09,26.21649199
0.0040273,1.00027E+17,2.00E-09,8.70289E-09,9.61E-09,26.25341306
0.0040303,9.98867E+16,2.00E-09,8.7084E-09,9.61E-09,26.29036441
0.0040333,9.97463E+16,2.00E-09,8.71391E-09,9.62E-09,26.32734606
0.0040364,9.96063E+16,2.00E-09,8.71942E-09,9.63E-09,26.364358
0.0040394,9.94666E+16,2.00E-09,8.72493E-09,9.64E-09,26.40140023
0.0040424,9.93271E+16,2.00E-09,8.73044E-09,9.64E-09,26.43847276
0.0040455,9.91879E+16,2.00E-09,8.73596E-09,9.65E-09,26.47557559
0.0040485,9.9049E+16,2.00E-09,8.74147E-09,9.66E-09,26.51270872
0.0040515,9.89103E+16,2.00E-09,8.74698E-09,9.67E-09,26.54987216
0.0040545,9.8772E+16,2.00E-09,8.75249E-09,9.68E-09,26.5870659
0.0040576,9.86339E+16,2.00E-09,8.758E-09,9.68E-09,26.62428995
0.0040606,9.8496E+16,2.00E-09,8.76352E-09,9.69E-09,26.66154432
0.0040636,9.83585E+16,2.00E-09,8.76903E-09,9.70E-09,26.69882899
0.0040667,9.82212E+16,2.00E-09,8.77454E-09,9.71E-09,26.73614399
0.0040697,9.80842E+16,2.00E-09,8.78005E-09,9.71E-09,26.7734893
0.0040727,9.79475E+16,2.00E-09,8.78557E-09,9.72E-09,26.81086493
0.0040758,9.7811E+16,2.00E-09,8.79108E-09,9.73E-09,26.84827089
0.0040788,9.76748E+16,2.00E-09,8.7966E-09,9.74E-09,26.88570716
0.0040818,9.75389E+16,2.00E-09,8.80211E-09,9.75E-09,26.92317377
0.0040848,9.74032E+16,2.00E-09,8.80762E-09,9.75E-09,26.96067071
0.0040879,9.72678E+16,2.00E-09,8.81314E-09,9.76E-09,26.99819797
0.0040909,9.71327E+16,2.00E-09,8.81865E-09,9.77E-09,27.03575557
0.0040939,9.69979E+16,2.00E-09,8.82417E-09,9.78E-09,27.07334351
0.004097,9.68633E+16,2.00E-09,8.82969E-09,9.79E-09,27.11096178
0.0041,9.6729E+16,2.00E-09,8.8352E-09,9.79E-09,27.1486104
0.004103,9.65949E+16,2.00E-09,8.84072E-09,9.80E-09,27.18628935
0.0041061,9.64611E+16,2.00E-09,8.84623E-09,9.81E-09,27.22399865
0.0041091,9.63276E+16,2.00E-09,8.85175E-09,9.82E-09,27.2617383
