time,Np,dp,dm ,dg,np
0.0056758,5.1648E+16,2.00E-09,1.17177E-08,1.41E-08,50.84531747
0.0056788,5.15937E+16,2.00E-09,1.17233E-08,1.41E-08,50.89875623
0.0056818,5.15396E+16,2.00E-09,1.17288E-08,1.41E-08,50.95222474
0.0056848,5.14855E+16,2.00E-09,1.17343E-08,1.41E-08,51.00572298
0.0056879,5.14316E+16,2.00E-09,1.17399E-08,1.42E-08,51.05925095
0.0056909,5.13777E+16,2.00E-09,1.17454E-08,1.42E-08,51.11280865
0.0056939,5.13239E+16,2.00E-09,1.1751E-08,1.42E-08,51.16639608
0.005697,5.12701E+16,2.00E-09,1.17565E-08,1.42E-08,51.22001322
0.0057,5.12165E+16,2.00E-09,1.1762E-08,1.42E-08,51.27366009
0.005703,5.11629E+16,2.00E-09,1.17676E-08,1.42E-08,51.32733666
0.0057061,5.11094E+16,2.00E-09,1.17731E-08,1.42E-08,51.38104294
0.0057091,5.1056E+16,2.00E-09,1.17787E-08,1.42E-08,51.43477893
0.0057121,5.10027E+16,2.00E-09,1.17842E-08,1.42E-08,51.48854461
0.0057152,5.09495E+16,2.00E-09,1.17897E-08,1.42E-08,51.54233999
0.0057182,5.08964E+16,2.00E-09,1.17953E-08,1.42E-08,51.59616506
0.0057212,5.08433E+16,2.00E-09,1.18008E-08,1.42E-08,51.65001982
0.0057242,5.07903E+16,2.00E-09,1.18063E-08,1.43E-08,51.70390426
0.0057273,5.07374E+16,2.00E-09,1.18119E-08,1.43E-08,51.75781838
0.0057303,5.06846E+16,2.00E-09,1.18174E-08,1.43E-08,51.81176218
0.0057333,5.06318E+16,2.00E-09,1.1823E-08,1.43E-08,51.86573565
0.0057364,5.05792E+16,2.00E-09,1.18285E-08,1.43E-08,51.91973878
0.0057394,5.05266E+16,2.00E-09,1.1834E-08,1.43E-08,51.97377157
0.0057424,5.04741E+16,2.00E-09,1.18396E-08,1.43E-08,52.02783403
0.0057455,5.04216E+16,2.00E-09,1.18451E-08,1.43E-08,52.08192613
0.0057485,5.03693E+16,2.00E-09,1.18506E-08,1.43E-08,52.13604789
0.0057515,5.0317E+16,2.00E-09,1.18562E-08,1.43E-08,52.19019929
0.0057545,5.02649E+16,2.00E-09,1.18617E-08,1.43E-08,52.24438034
0.0057576,5.02128E+16,2.00E-09,1.18673E-08,1.44E-08,52.29859102
0.0057606,5.01607E+16,2.00E-09,1.18728E-08,1.44E-08,52.35283133
0.0057636,5.01088E+16,2.00E-09,1.18783E-08,1.44E-08,52.40710127
0.0057667,5.00569E+16,2.00E-09,1.18839E-08,1.44E-08,52.46140084
0.0057697,5.00051E+16,2.00E-09,1.18894E-08,1.44E-08,52.51573002
0.0057727,4.99534E+16,2.00E-09,1.18949E-08,1.44E-08,52.57008882
0.0057758,4.99018E+16,2.00E-09,1.19005E-08,1.44E-08,52.62447724
0.0057788,4.98503E+16,2.00E-09,1.1906E-08,1.44E-08,52.67889526
0.0057818,4.97988E+16,2.00E-09,1.19116E-08,1.44E-08,52.73334288
0.0057848,4.97474E+16,2.00E-09,1.19171E-08,1.44E-08,52.7878201
0.0057879,4.96961E+16,2.00E-09,1.19226E-08,1.44E-08,52.84232691
0.0057909,4.96448E+16,2.00E-09,1.19282E-08,1.45E-08,52.89686332
0.0057939,4.95937E+16,2.00E-09,1.19337E-08,1.45E-08,52.9514293
0.005797,4.95426E+16,2.00E-09,1.19392E-08,1.45E-08,53.00602487
0.0058,4.94916E+16,2.00E-09,1.19448E-08,1.45E-08,53.06065002
0.005803,4.94407E+16,2.00E-09,1.19503E-08,1.45E-08,53.11530474
0.0058061,4.93898E+16,2.00E-09,1.19558E-08,1.45E-08,53.16998903
0.0058091,4.93391E+16,2.00E-09,1.19614E-08,1.45E-08,53.22470288
0.0058121,4.92884E+16,2.00E-09,1.19669E-08,1.45E-08,53.27944629
0.0058152,4.92377E+16,2.00E-09,1.19724E-08,1.45E-08,53.33421925
0.0058182,4.91872E+16,2.00E-09,1.1978E-08,1.45E-08,53.38902176
0.0058212,4.91367E+16,2.00E-09,1.19835E-08,1.45E-08,53.44385382
0.0058242,4.90863E+16,2.00E-09,1.1989E-08,1.45E-08,53.49871542
0.0058273,4.9036E+16,2.00E-09,1.19946E-08,1.46E-08,53.55360656
0.0058303,4.89858E+16,2.00E-09,1.20001E-08,1.46E-08,53.60852723
0.0058333,4.89356E+16,2.00E-09,1.20056E-08,1.46E-08,53.66347743
0.0058364,4.88856E+16,2.00E-09,1.20112E-08,1.46E-08,53.71845715
0.0058394,4.88355E+16,2.00E-09,1.20167E-08,1.46E-08,53.77346639
0.0058424,4.87856E+16,2.00E-09,1.20222E-08,1.46E-08,53.82850514
0.0058455,4.87358E+16,2.00E-09,1.20278E-08,1.46E-08,53.88357341
0.0058485,4.8686E+16,2.00E-09,1.20333E-08,1.46E-08,53.93867117
0.0058515,4.86363E+16,2.00E-09,1.20388E-08,1.46E-08,53.99379844
0.0058545,4.85866E+16,2.00E-09,1.20444E-08,1.46E-08,54.04895521
0.0058576,4.85371E+16,2.00E-09,1.20499E-08,1.46E-08,54.10414147
0.0058606,4.84876E+16,2.00E-09,1.20554E-08,1.47E-08,54.15935722
0.0058636,4.84382E+16,2.00E-09,1.2061E-08,1.47E-08,54.21460244
0.0058667,4.83888E+16,2.00E-09,1.20665E-08,1.47E-08,54.26987715
0.0058697,4.83396E+16,2.00E-09,1.2072E-08,1.47E-08,54.32518133
0.0058727,4.82904E+16,2.00E-09,1.20776E-08,1.47E-08,54.38051498
0.0058758,4.82413E+16,2.00E-09,1.20831E-08,1.47E-08,54.43587809
0.0058788,4.81922E+16,2.00E-09,1.20886E-08,1.47E-08,54.49127066
0.0058818,4.81433E+16,2.00E-09,1.20942E-08,1.47E-08,54.54669269
0.0058848,4.80944E+16,2.00E-09,1.20997E-08,1.47E-08,54.60214417
0.0058879,4.80456E+16,2.00E-09,1.21052E-08,1.47E-08,54.65762509
0.0058909,4.79968E+16,2.00E-09,1.21108E-08,1.47E-08,54.71313546
0.0058939,4.79481E+16,2.00E-09,1.21163E-08,1.47E-08,54.76867526
0.005897,4.78995E+16,2.00E-09,1.21218E-08,1.48E-08,54.8242445
0.0059,4.7851E+16,2.00E-09,1.21273E-08,1.48E-08,54.87984316
0.005903,4.78026E+16,2.00E-09,1.21329E-08,1.48E-08,54.93547124
0.0059061,4.77542E+16,2.00E-09,1.21384E-08,1.48E-08,54.99112874
0.0059091,4.77059E+16,2.00E-09,1.21439E-08,1.48E-08,55.04681566
0.0059121,4.76576E+16,2.00E-09,1.21495E-08,1.48E-08,55.10253198
0.0059152,4.76095E+16,2.00E-09,1.2155E-08,1.48E-08,55.15827771
0.0059182,4.75614E+16,2.00E-09,1.21605E-08,1.48E-08,55.21405284
0.0059212,4.75134E+16,2.00E-09,1.21661E-08,1.48E-08,55.26985736
0.0059242,4.74654E+16,2.00E-09,1.21716E-08,1.48E-08,55.32569127
0.0059273,4.74175E+16,2.00E-09,1.21771E-08,1.48E-08,55.38155456
0.0059303,4.73697E+16,2.00E-09,1.21826E-08,1.49E-08,55.43744724
0.0059333,4.7322E+16,2.00E-09,1.21882E-08,1.49E-08,55.49336929
0.0059364,4.72743E+16,2.00E-09,1.21937E-08,1.49E-08,55.54932071
0.0059394,4.72267E+16,2.00E-09,1.21992E-08,1.49E-08,55.6053015
0.0059424,4.71792E+16,2.00E-09,1.22048E-08,1.49E-08,55.66131165
0.0059455,4.71318E+16,2.00E-09,1.22103E-08,1.49E-08,55.71735115
0.0059485,4.70844E+16,2.00E-09,1.22158E-08,1.49E-08,55.77342001
0.0059515,4.70371E+16,2.00E-09,1.22213E-08,1.49E-08,55.82951821
0.0059545,4.69898E+16,2.00E-09,1.22269E-08,1.49E-08,55.88564575
0.0059576,4.69427E+16,2.00E-09,1.22324E-08,1.49E-08,55.94180263
0.0059606,4.68956E+16,2.00E-09,1.22379E-08,1.49E-08,55.99798885
0.0059636,4.68485E+16,2.00E-09,1.22434E-08,1.50E-08,56.05420439
0.0059667,4.68016E+16,2.00E-09,1.2249E-08,1.50E-08,56.11044925
0.0059697,4.67547E+16,2.00E-09,1.22545E-08,1.50E-08,56.16672343
0.0059727,4.67078E+16,2.00E-09,1.226E-08,1.50E-08,56.22302693
0.0059758,4.66611E+16,2.00E-09,1.22656E-08,1.50E-08,56.27935973
0.0059788,4.66144E+16,2.00E-09,1.22711E-08,1.50E-08,56.33572183
0.0059818,4.65678E+16,2.00E-09,1.22766E-08,1.50E-08,56.39211323
0.0059848,4.65213E+16,2.00E-09,1.22821E-08,1.50E-08,56.44853393
0.0059879,4.64748E+16,2.00E-09,1.22877E-08,1.50E-08,56.50498391
0.0059909,4.64284E+16,2.00E-09,1.22932E-08,1.50E-08,56.56146318
0.0059939,4.6382E+16,2.00E-09,1.22987E-08,1.50E-08,56.61797172
0.005997,4.63358E+16,2.00E-09,1.23042E-08,1.50E-08,56.67450954
0.006,4.62896E+16,2.00E-09,1.23098E-08,1.51E-08,56.73107663
0.006003,4.62434E+16,2.00E-09,1.23153E-08,1.51E-08,56.78767298
0.0060061,4.61974E+16,2.00E-09,1.23208E-08,1.51E-08,56.84429859
0.0060091,4.61514E+16,2.00E-09,1.23263E-08,1.51E-08,56.90095345
0.0060121,4.61054E+16,2.00E-09,1.23319E-08,1.51E-08,56.95763756
0.0060152,4.60596E+16,2.00E-09,1.23374E-08,1.51E-08,57.01435092
0.0060182,4.60138E+16,2.00E-09,1.23429E-08,1.51E-08,57.07109351
0.0060212,4.59681E+16,2.00E-09,1.23484E-08,1.51E-08,57.12786534
0.0060242,4.59224E+16,2.00E-09,1.23539E-08,1.51E-08,57.1846664
0.0060273,4.58768E+16,2.00E-09,1.23595E-08,1.51E-08,57.24149668
0.0060303,4.58313E+16,2.00E-09,1.2365E-08,1.51E-08,57.29835617
0.0060333,4.57858E+16,2.00E-09,1.23705E-08,1.52E-08,57.35524489
0.0060364,4.57404E+16,2.00E-09,1.2376E-08,1.52E-08,57.41216281
0.0060394,4.56951E+16,2.00E-09,1.23816E-08,1.52E-08,57.46910993
0.0060424,4.56498E+16,2.00E-09,1.23871E-08,1.52E-08,57.52608625
0.0060455,4.56046E+16,2.00E-09,1.23926E-08,1.52E-08,57.58309177
0.0060485,4.55595E+16,2.00E-09,1.23981E-08,1.52E-08,57.64012647
0.0060515,4.55145E+16,2.00E-09,1.24037E-08,1.52E-08,57.69719036
0.0060545,4.54695E+16,2.00E-09,1.24092E-08,1.52E-08,57.75428342
0.0060576,4.54245E+16,2.00E-09,1.24147E-08,1.52E-08,57.81140566
0.0060606,4.53797E+16,2.00E-09,1.24202E-08,1.52E-08,57.86855706
0.0060636,4.53349E+16,2.00E-09,1.24257E-08,1.52E-08,57.92573763
0.0060667,4.52902E+16,2.00E-09,1.24313E-08,1.53E-08,57.98294736
0.0060697,4.52455E+16,2.00E-09,1.24368E-08,1.53E-08,58.04018624
0.0060727,4.52009E+16,2.00E-09,1.24423E-08,1.53E-08,58.09745426
0.0060758,4.51564E+16,2.00E-09,1.24478E-08,1.53E-08,58.15475143
0.0060788,4.51119E+16,2.00E-09,1.24533E-08,1.53E-08,58.21207773
0.0060818,4.50675E+16,2.00E-09,1.24589E-08,1.53E-08,58.26943317
0.0060848,4.50231E+16,2.00E-09,1.24644E-08,1.53E-08,58.32681773
0.0060879,4.49789E+16,2.00E-09,1.24699E-08,1.53E-08,58.38423141
0.0060909,4.49347E+16,2.00E-09,1.24754E-08,1.53E-08,58.44167421
0.0060939,4.48905E+16,2.00E-09,1.24809E-08,1.53E-08,58.49914613
0.006097,4.48464E+16,2.00E-09,1.24865E-08,1.53E-08,58.55664714
0.0061,4.48024E+16,2.00E-09,1.2492E-08,1.54E-08,58.61417726
0.006103,4.47585E+16,2.00E-09,1.24975E-08,1.54E-08,58.67173647
0.0061061,4.47146E+16,2.00E-09,1.2503E-08,1.54E-08,58.72932478
0.0061091,4.46707E+16,2.00E-09,1.25085E-08,1.54E-08,58.78694216
0.0061121,4.4627E+16,2.00E-09,1.25141E-08,1.54E-08,58.84458863
0.0061152,4.45833E+16,2.00E-09,1.25196E-08,1.54E-08,58.90226417
0.0061182,4.45397E+16,2.00E-09,1.25251E-08,1.54E-08,58.95996878
0.0061212,4.44961E+16,2.00E-09,1.25306E-08,1.54E-08,59.01770246
0.0061242,4.44526E+16,2.00E-09,1.25361E-08,1.54E-08,59.07546519
0.0061273,4.44091E+16,2.00E-09,1.25416E-08,1.54E-08,59.13325698
0.0061303,4.43658E+16,2.00E-09,1.25472E-08,1.54E-08,59.19107781
0.0061333,4.43224E+16,2.00E-09,1.25527E-08,1.54E-08,59.24892769
0.0061364,4.42792E+16,2.00E-09,1.25582E-08,1.55E-08,59.30680661
0.0061394,4.4236E+16,2.00E-09,1.25637E-08,1.55E-08,59.36471455
0.0061424,4.41929E+16,2.00E-09,1.25692E-08,1.55E-08,59.42265153
0.0061455,4.41498E+16,2.00E-09,1.25747E-08,1.55E-08,59.48061752
0.0061485,4.41068E+16,2.00E-09,1.25803E-08,1.55E-08,59.53861253
0.0061515,4.40638E+16,2.00E-09,1.25858E-08,1.55E-08,59.59663655
0.0061545,4.4021E+16,2.00E-09,1.25913E-08,1.55E-08,59.65468958
0.0061576,4.39781E+16,2.00E-09,1.25968E-08,1.55E-08,59.71277161
0.0061606,4.39354E+16,2.00E-09,1.26023E-08,1.55E-08,59.77088263
0.0061636,4.38927E+16,2.00E-09,1.26078E-08,1.55E-08,59.82902264
0.0061667,4.38501E+16,2.00E-09,1.26133E-08,1.55E-08,59.88719163
0.0061697,4.38075E+16,2.00E-09,1.26189E-08,1.56E-08,59.9453896
0.0061727,4.3765E+16,2.00E-09,1.26244E-08,1.56E-08,60.00361655
0.0061758,4.37225E+16,2.00E-09,1.26299E-08,1.56E-08,60.06187246
0.0061788,4.36801E+16,2.00E-09,1.26354E-08,1.56E-08,60.12015734
0.0061818,4.36378E+16,2.00E-09,1.26409E-08,1.56E-08,60.17847117
0.0061848,4.35955E+16,2.00E-09,1.26464E-08,1.56E-08,60.23681395
0.0061879,4.35533E+16,2.00E-09,1.26519E-08,1.56E-08,60.29518568
0.0061909,4.35112E+16,2.00E-09,1.26575E-08,1.56E-08,60.35358635
0.0061939,4.34691E+16,2.00E-09,1.2663E-08,1.56E-08,60.41201595
0.006197,4.34271E+16,2.00E-09,1.26685E-08,1.56E-08,60.47047449
0.0062,4.33851E+16,2.00E-09,1.2674E-08,1.56E-08,60.52896194
0.006203,4.33432E+16,2.00E-09,1.26795E-08,1.57E-08,60.58747832
0.0062061,4.33014E+16,2.00E-09,1.2685E-08,1.57E-08,60.64602361
0.0062091,4.32596E+16,2.00E-09,1.26905E-08,1.57E-08,60.7045978
0.0062121,4.32179E+16,2.00E-09,1.2696E-08,1.57E-08,60.7632009
0.0062152,4.31762E+16,2.00E-09,1.27016E-08,1.57E-08,60.82183289
0.0062182,4.31346E+16,2.00E-09,1.27071E-08,1.57E-08,60.88049378
0.0062212,4.30931E+16,2.00E-09,1.27126E-08,1.57E-08,60.93918355
0.0062242,4.30516E+16,2.00E-09,1.27181E-08,1.57E-08,60.9979022
0.0062273,4.30102E+16,2.00E-09,1.27236E-08,1.57E-08,61.05664972
0.0062303,4.29688E+16,2.00E-09,1.27291E-08,1.57E-08,61.11542612
0.0062333,4.29275E+16,2.00E-09,1.27346E-08,1.57E-08,61.17423137
0.0062364,4.28863E+16,2.00E-09,1.27401E-08,1.58E-08,61.23306549
0.0062394,4.28451E+16,2.00E-09,1.27456E-08,1.58E-08,61.29192845
0.0062424,4.28039E+16,2.00E-09,1.27511E-08,1.58E-08,61.35082027
0.0062455,4.27629E+16,2.00E-09,1.27567E-08,1.58E-08,61.40974092
0.0062485,4.27219E+16,2.00E-09,1.27622E-08,1.58E-08,61.46869041
0.0062515,4.26809E+16,2.00E-09,1.27677E-08,1.58E-08,61.52766872
0.0062545,4.264E+16,2.00E-09,1.27732E-08,1.58E-08,61.58667587
0.0062576,4.25992E+16,2.00E-09,1.27787E-08,1.58E-08,61.64571183
0.0062606,4.25584E+16,2.00E-09,1.27842E-08,1.58E-08,61.7047766
0.0062636,4.25177E+16,2.00E-09,1.27897E-08,1.58E-08,61.76387018
0.0062667,4.2477E+16,2.00E-09,1.27952E-08,1.58E-08,61.82299256
0.0062697,4.24364E+16,2.00E-09,1.28007E-08,1.59E-08,61.88214374
0.0062727,4.23959E+16,2.00E-09,1.28062E-08,1.59E-08,61.9413237
0.0062758,4.23554E+16,2.00E-09,1.28117E-08,1.59E-08,62.00053246
0.0062788,4.2315E+16,2.00E-09,1.28172E-08,1.59E-08,62.05976999
0.0062818,4.22746E+16,2.00E-09,1.28227E-08,1.59E-08,62.11903629
0.0062848,4.22343E+16,2.00E-09,1.28283E-08,1.59E-08,62.17833136
0.0062879,4.2194E+16,2.00E-09,1.28338E-08,1.59E-08,62.23765519
0.0062909,4.21538E+16,2.00E-09,1.28393E-08,1.59E-08,62.29700778
0.0062939,4.21137E+16,2.00E-09,1.28448E-08,1.59E-08,62.35638912
0.006297,4.20736E+16,2.00E-09,1.28503E-08,1.59E-08,62.4157992
0.0063,4.20336E+16,2.00E-09,1.28558E-08,1.59E-08,62.47523803
0.006303,4.19936E+16,2.00E-09,1.28613E-08,1.59E-08,62.53470558
0.0063061,4.19537E+16,2.00E-09,1.28668E-08,1.60E-08,62.59420186
0.0063091,4.19138E+16,2.00E-09,1.28723E-08,1.60E-08,62.65372687
0.0063121,4.1874E+16,2.00E-09,1.28778E-08,1.60E-08,62.71328059
0.0063152,4.18343E+16,2.00E-09,1.28833E-08,1.60E-08,62.77286302
0.0063182,4.17946E+16,2.00E-09,1.28888E-08,1.60E-08,62.83247415
0.0063212,4.17549E+16,2.00E-09,1.28943E-08,1.60E-08,62.89211399
0.0063242,4.17154E+16,2.00E-09,1.28998E-08,1.60E-08,62.95178251
0.0063273,4.16758E+16,2.00E-09,1.29053E-08,1.60E-08,63.01147972
0.0063303,4.16364E+16,2.00E-09,1.29108E-08,1.60E-08,63.07120562
0.0063333,4.1597E+16,2.00E-09,1.29163E-08,1.60E-08,63.13096019
0.0063364,4.15576E+16,2.00E-09,1.29218E-08,1.60E-08,63.19074343
0.0063394,4.15183E+16,2.00E-09,1.29273E-08,1.61E-08,63.25055533
0.0063424,4.14791E+16,2.00E-09,1.29328E-08,1.61E-08,63.31039589
0.0063455,4.14399E+16,2.00E-09,1.29383E-08,1.61E-08,63.3702651
0.0063485,4.14008E+16,2.00E-09,1.29438E-08,1.61E-08,63.43016296
0.0063515,4.13617E+16,2.00E-09,1.29493E-08,1.61E-08,63.49008946
0.0063545,4.13227E+16,2.00E-09,1.29548E-08,1.61E-08,63.55004459
0.0063576,4.12837E+16,2.00E-09,1.29603E-08,1.61E-08,63.61002835
0.0063606,4.12448E+16,2.00E-09,1.29658E-08,1.61E-08,63.67004073
0.0063636,4.12059E+16,2.00E-09,1.29713E-08,1.61E-08,63.73008173
0.0063667,4.11671E+16,2.00E-09,1.29768E-08,1.61E-08,63.79015135
0.0063697,4.11284E+16,2.00E-09,1.29823E-08,1.61E-08,63.85024956
0.0063727,4.10897E+16,2.00E-09,1.29878E-08,1.62E-08,63.91037638
0.0063758,4.1051E+16,2.00E-09,1.29933E-08,1.62E-08,63.97053179
0.0063788,4.10125E+16,2.00E-09,1.29988E-08,1.62E-08,64.03071578
0.0063818,4.09739E+16,2.00E-09,1.30043E-08,1.62E-08,64.09092836
0.0063848,4.09354E+16,2.00E-09,1.30098E-08,1.62E-08,64.15116952
0.0063879,4.0897E+16,2.00E-09,1.30153E-08,1.62E-08,64.21143924
0.0063909,4.08587E+16,2.00E-09,1.30208E-08,1.62E-08,64.27173752
0.0063939,4.08203E+16,2.00E-09,1.30263E-08,1.62E-08,64.33206437
0.006397,4.07821E+16,2.00E-09,1.30318E-08,1.62E-08,64.39241976
0.0064,4.07439E+16,2.00E-09,1.30373E-08,1.62E-08,64.4528037
0.006403,4.07057E+16,2.00E-09,1.30428E-08,1.62E-08,64.51321619
0.0064061,4.06676E+16,2.00E-09,1.30483E-08,1.63E-08,64.5736572
0.0064091,4.06296E+16,2.00E-09,1.30538E-08,1.63E-08,64.63412674
0.0064121,4.05916E+16,2.00E-09,1.30593E-08,1.63E-08,64.69462481
0.0064152,4.05536E+16,2.00E-09,1.30648E-08,1.63E-08,64.75515139
0.0064182,4.05157E+16,2.00E-09,1.30703E-08,1.63E-08,64.81570647
0.0064212,4.04779E+16,2.00E-09,1.30758E-08,1.63E-08,64.87629007
0.0064242,4.04401E+16,2.00E-09,1.30813E-08,1.63E-08,64.93690216
0.0064273,4.04024E+16,2.00E-09,1.30868E-08,1.63E-08,64.99754274
0.0064303,4.03647E+16,2.00E-09,1.30923E-08,1.63E-08,65.05821181
0.0064333,4.03271E+16,2.00E-09,1.30978E-08,1.63E-08,65.11890936
0.0064364,4.02895E+16,2.00E-09,1.31033E-08,1.63E-08,65.17963538
0.0064394,4.0252E+16,2.00E-09,1.31088E-08,1.64E-08,65.24038986
0.0064424,4.02145E+16,2.00E-09,1.31143E-08,1.64E-08,65.30117281
0.0064455,4.01771E+16,2.00E-09,1.31198E-08,1.64E-08,65.36198422
0.0064485,4.01398E+16,2.00E-09,1.31253E-08,1.64E-08,65.42282407
0.0064515,4.01025E+16,2.00E-09,1.31308E-08,1.64E-08,65.48369237
0.0064545,4.00652E+16,2.00E-09,1.31363E-08,1.64E-08,65.5445891
0.0064576,4.0028E+16,2.00E-09,1.31417E-08,1.64E-08,65.60551427
0.0064606,3.99908E+16,2.00E-09,1.31472E-08,1.64E-08,65.66646786
0.0064636,3.99537E+16,2.00E-09,1.31527E-08,1.64E-08,65.72744987
0.0064667,3.99167E+16,2.00E-09,1.31582E-08,1.64E-08,65.78846029
0.0064697,3.98797E+16,2.00E-09,1.31637E-08,1.64E-08,65.84949912
0.0064727,3.98427E+16,2.00E-09,1.31692E-08,1.65E-08,65.91056634
0.0064758,3.98058E+16,2.00E-09,1.31747E-08,1.65E-08,65.97166197
0.0064788,3.9769E+16,2.00E-09,1.31802E-08,1.65E-08,66.03278597
0.0064818,3.97322E+16,2.00E-09,1.31857E-08,1.65E-08,66.09393837
0.0064848,3.96954E+16,2.00E-09,1.31912E-08,1.65E-08,66.15511913
0.0064879,3.96587E+16,2.00E-09,1.31967E-08,1.65E-08,66.21632827
0.0064909,3.96221E+16,2.00E-09,1.32022E-08,1.65E-08,66.27756577
0.0064939,3.95855E+16,2.00E-09,1.32076E-08,1.65E-08,66.33883163
0.006497,3.9549E+16,2.00E-09,1.32131E-08,1.65E-08,66.40012584
0.0065,3.95125E+16,2.00E-09,1.32186E-08,1.65E-08,66.46144839
0.006503,3.9476E+16,2.00E-09,1.32241E-08,1.65E-08,66.52279928
0.0065061,3.94396E+16,2.00E-09,1.32296E-08,1.66E-08,66.58417851
0.0065091,3.94033E+16,2.00E-09,1.32351E-08,1.66E-08,66.64558606
0.0065121,3.9367E+16,2.00E-09,1.32406E-08,1.66E-08,66.70702193
0.0065152,3.93308E+16,2.00E-09,1.32461E-08,1.66E-08,66.76848611
0.0065182,3.92946E+16,2.00E-09,1.32516E-08,1.66E-08,66.8299786
0.0065212,3.92585E+16,2.00E-09,1.32571E-08,1.66E-08,66.8914994
0.0065242,3.92224E+16,2.00E-09,1.32625E-08,1.66E-08,66.95304848
0.0065273,3.91863E+16,2.00E-09,1.3268E-08,1.66E-08,67.01462586
0.0065303,3.91503E+16,2.00E-09,1.32735E-08,1.66E-08,67.07623152
0.0065333,3.91144E+16,2.00E-09,1.3279E-08,1.66E-08,67.13786545
0.0065364,3.90785E+16,2.00E-09,1.32845E-08,1.66E-08,67.19952766
0.0065394,3.90427E+16,2.00E-09,1.329E-08,1.67E-08,67.26121812
0.0065424,3.90069E+16,2.00E-09,1.32955E-08,1.67E-08,67.32293685
0.0065455,3.89711E+16,2.00E-09,1.33009E-08,1.67E-08,67.38468383
0.0065485,3.89354E+16,2.00E-09,1.33064E-08,1.67E-08,67.44645905
0.0065515,3.88998E+16,2.00E-09,1.33119E-08,1.67E-08,67.50826251
0.0065545,3.88642E+16,2.00E-09,1.33174E-08,1.67E-08,67.5700942
0.0065576,3.88286E+16,2.00E-09,1.33229E-08,1.67E-08,67.63195412
0.0065606,3.87931E+16,2.00E-09,1.33284E-08,1.67E-08,67.69384225
0.0065636,3.87577E+16,2.00E-09,1.33339E-08,1.67E-08,67.7557586
0.0065667,3.87223E+16,2.00E-09,1.33393E-08,1.67E-08,67.81770316
0.0065697,3.86869E+16,2.00E-09,1.33448E-08,1.67E-08,67.87967592
0.0065727,3.86516E+16,2.00E-09,1.33503E-08,1.68E-08,67.94167687
0.0065758,3.86164E+16,2.00E-09,1.33558E-08,1.68E-08,68.00370601
0.0065788,3.85812E+16,2.00E-09,1.33613E-08,1.68E-08,68.06576333
0.0065818,3.8546E+16,2.00E-09,1.33668E-08,1.68E-08,68.12784882
0.0065848,3.85109E+16,2.00E-09,1.33722E-08,1.68E-08,68.18996249
0.0065879,3.84758E+16,2.00E-09,1.33777E-08,1.68E-08,68.25210431
0.0065909,3.84408E+16,2.00E-09,1.33832E-08,1.68E-08,68.31427429
0.0065939,3.84059E+16,2.00E-09,1.33887E-08,1.68E-08,68.37647242
0.006597,3.83709E+16,2.00E-09,1.33942E-08,1.68E-08,68.4386987
0.0066,3.83361E+16,2.00E-09,1.33997E-08,1.68E-08,68.50095311
0.006603,3.83012E+16,2.00E-09,1.34051E-08,1.68E-08,68.56323565
0.0066061,3.82665E+16,2.00E-09,1.34106E-08,1.69E-08,68.62554631
0.0066091,3.82317E+16,2.00E-09,1.34161E-08,1.69E-08,68.68788509
0.0066121,3.8197E+16,2.00E-09,1.34216E-08,1.69E-08,68.75025198
0.0066152,3.81624E+16,2.00E-09,1.34271E-08,1.69E-08,68.81264698
0.0066182,3.81278E+16,2.00E-09,1.34325E-08,1.69E-08,68.87507007
0.0066212,3.80933E+16,2.00E-09,1.3438E-08,1.69E-08,68.93752126
0.0066242,3.80588E+16,2.00E-09,1.34435E-08,1.69E-08,69.00000053
0.0066273,3.80243E+16,2.00E-09,1.3449E-08,1.69E-08,69.06250788
0.0066303,3.79899E+16,2.00E-09,1.34544E-08,1.69E-08,69.1250433
0.0066333,3.79556E+16,2.00E-09,1.34599E-08,1.69E-08,69.18760679
0.0066364,3.79213E+16,2.00E-09,1.34654E-08,1.69E-08,69.25019833
0.0066394,3.7887E+16,2.00E-09,1.34709E-08,1.70E-08,69.31281793
0.0066424,3.78528E+16,2.00E-09,1.34764E-08,1.70E-08,69.37546557
0.0066455,3.78186E+16,2.00E-09,1.34818E-08,1.70E-08,69.43814126
0.0066485,3.77845E+16,2.00E-09,1.34873E-08,1.70E-08,69.50084497
0.0066515,3.77505E+16,2.00E-09,1.34928E-08,1.70E-08,69.56357672
0.0066545,3.77164E+16,2.00E-09,1.34983E-08,1.70E-08,69.62633648
0.0066576,3.76824E+16,2.00E-09,1.35037E-08,1.70E-08,69.68912426
0.0066606,3.76485E+16,2.00E-09,1.35092E-08,1.70E-08,69.75194004
0.0066636,3.76146E+16,2.00E-09,1.35147E-08,1.70E-08,69.81478382
0.0066667,3.75808E+16,2.00E-09,1.35202E-08,1.70E-08,69.8776556
0.0066697,3.7547E+16,2.00E-09,1.35256E-08,1.70E-08,69.94055537
0.0066727,3.75132E+16,2.00E-09,1.35311E-08,1.71E-08,70.00348311
0.0066758,3.74795E+16,2.00E-09,1.35366E-08,1.71E-08,70.06643883
0.0066788,3.74459E+16,2.00E-09,1.35421E-08,1.71E-08,70.12942252
0.0066818,3.74122E+16,2.00E-09,1.35475E-08,1.71E-08,70.19243416
