t [s],P [atm],sigmaP [atm],T FFCM-2 [K],sigmaT [K],X_C2H2 [-],sigmaX_C2H2 [-],X_C2H4 [-],sigmaX_C2H4 [-],X_CH4 [-],sigmaX_CH4 [-],fv_rel_633nm,sigma_fv_rel_633 [-],fv_rel_1064nm [-],sigma_fv_rel_1064 [-]
0.0002284,4.65,0.038,1890,26.07,0.01415,0.001583,0.00122,0.000338,0.01556,0.001179,1.1e-09,3.89e-10,9e-10,5.77e-10
0.0002285,4.65,0.037,1890,26.08,0.01415,0.001583,0.00122,0.000338,0.01556,0.001178,1.1e-09,3.91e-10,9e-10,5.79e-10
0.0002286,4.65,0.037,1890,26.08,0.01415,0.001584,0.00122,0.000338,0.01555,0.001178,1e-09,3.92e-10,8e-10,5.78e-10
0.0002287,4.65,0.036,1890,26.09,0.01416,0.001584,0.00122,0.000338,0.01554,0.001177,1e-09,3.9e-10,8e-10,5.79e-10
0.0002288,4.65,0.036,1890,26.09,0.01416,0.001584,0.00122,0.000339,0.01554,0.001176,1e-09,3.89e-10,8e-10,5.79e-10
0.0002289,4.65,0.036,1890,26.09,0.01416,0.001584,0.00122,0.000339,0.01553,0.001176,1e-09,3.87e-10,8e-10,5.78e-10
0.000229,4.65,0.035,1890,26.1,0.01416,0.001584,0.00122,0.000339,0.01552,0.001175,1e-09,3.85e-10,8e-10,5.75e-10
0.0002291,4.65,0.035,1890,26.1,0.01417,0.001584,0.00122,0.00034,0.01551,0.001174,1e-09,3.86e-10,8e-10,5.73e-10
0.0002292,4.65,0.035,1890,26.11,0.01417,0.001585,0.00122,0.00034,0.0155,0.001174,1e-09,3.87e-10,8e-10,5.71e-10
0.0002293,4.65,0.034,1890,26.11,0.01417,0.001585,0.00122,0.00034,0.0155,0.001173,1e-09,3.88e-10,8e-10,5.71e-10
0.0002294,4.65,0.034,1890,26.11,0.01417,0.001585,0.00122,0.00034,0.01549,0.001173,1e-09,3.89e-10,8e-10,5.75e-10
0.0002295,4.65,0.034,1890,26.12,0.01418,0.001585,0.00122,0.00034,0.01549,0.001172,1.1e-09,3.9e-10,8e-10,5.76e-10
0.0002296,4.65,0.034,1890,26.12,0.01418,0.001585,0.00122,0.00034,0.01548,0.001172,1.1e-09,3.92e-10,8e-10,5.76e-10
0.0002297,4.65,0.033,1890,26.13,0.01418,0.001585,0.00122,0.00034,0.01548,0.001171,1.1e-09,3.92e-10,8e-10,5.75e-10
0.0002298,4.65,0.033,1890,26.13,0.01418,0.001585,0.00122,0.00034,0.01547,0.001171,1.1e-09,3.91e-10,8e-10,5.76e-10
0.0002299,4.65,0.033,1890,26.13,0.01418,0.001585,0.00122,0.00034,0.01546,0.00117,1.1e-09,3.91e-10,8e-10,5.76e-10
0.00023,4.65,0.033,1890,26.14,0.01418,0.001585,0.00122,0.00034,0.01546,0.00117,1.1e-09,3.91e-10,8e-10,5.76e-10
0.0002301,4.65,0.032,1890,26.14,0.01418,0.001585,0.00122,0.00034,0.01545,0.001169,1.1e-09,3.91e-10,8e-10,5.76e-10
0.0002302,4.65,0.032,1890,26.15,0.01419,0.001585,0.00122,0.00034,0.01544,0.001169,1.1e-09,3.92e-10,8e-10,5.74e-10
0.0002303,4.65,0.032,1890,26.15,0.01419,0.001585,0.00122,0.000339,0.01544,0.001168,1.1e-09,3.92e-10,8e-10,5.73e-10
0.0002304,4.65,0.032,1890,26.15,0.01419,0.001585,0.00122,0.000339,0.01543,0.001168,1.1e-09,3.92e-10,8e-10,5.71e-10
0.0002305,4.65,0.032,1890,26.16,0.01419,0.001585,0.00122,0.000339,0.01542,0.001168,1.1e-09,3.92e-10,8e-10,5.69e-10
0.0002306,4.65,0.031,1890,26.16,0.01419,0.001585,0.00122,0.000339,0.01542,0.001167,1.1e-09,3.92e-10,8e-10,5.68e-10
0.0002307,4.65,0.031,1890,26.17,0.01419,0.001585,0.00122,0.000339,0.01542,0.001167,1.1e-09,3.91e-10,8e-10,5.68e-10
0.0002308,4.65,0.031,1890,26.17,0.01418,0.001585,0.00122,0.000339,0.01541,0.001167,1.1e-09,3.9e-10,8e-10,5.68e-10
0.0002309,4.65,0.031,1890,26.17,0.01418,0.001585,0.00122,0.000339,0.01541,0.001166,1.1e-09,3.88e-10,8e-10,5.68e-10
0.000231,4.65,0.031,1890,26.18,0.01418,0.001584,0.00122,0.000339,0.01541,0.001166,1.1e-09,3.85e-10,8e-10,5.67e-10
0.0002311,4.65,0.031,1890,26.18,0.01418,0.001584,0.00122,0.00034,0.01541,0.001166,1.1e-09,3.83e-10,8e-10,5.66e-10
0.0002312,4.65,0.031,1890,26.19,0.01418,0.001584,0.00122,0.00034,0.0154,0.001166,1.1e-09,3.81e-10,8e-10,5.64e-10
0.0002313,4.65,0.031,1890,26.19,0.01418,0.001584,0.00122,0.00034,0.0154,0.001165,1.1e-09,3.79e-10,8e-10,5.64e-10
0.0002314,4.65,0.031,1890,26.19,0.01418,0.001584,0.00122,0.00034,0.01539,0.001165,1.1e-09,3.76e-10,8e-10,5.64e-10
0.0002315,4.65,0.031,1890,26.2,0.01418,0.001584,0.00122,0.00034,0.01538,0.001164,1.1e-09,3.72e-10,8e-10,5.66e-10
0.0002316,4.65,0.031,1890,26.2,0.01418,0.001584,0.00122,0.00034,0.01538,0.001163,1.1e-09,3.69e-10,8e-10,5.66e-10
0.0002317,4.65,0.031,1890,26.21,0.01419,0.001584,0.00122,0.00034,0.01537,0.001163,1.1e-09,3.65e-10,8e-10,5.63e-10
0.0002318,4.65,0.031,1890,26.21,0.01419,0.001584,0.00122,0.000339,0.01537,0.001162,1.1e-09,3.63e-10,8e-10,5.62e-10
0.0002319,4.65,0.031,1890,26.21,0.01419,0.001585,0.00122,0.000339,0.01536,0.001162,1.1e-09,3.62e-10,8e-10,5.62e-10
0.000232,4.65,0.031,1890,26.22,0.01419,0.001585,0.00122,0.00034,0.01536,0.001162,1.1e-09,3.59e-10,8e-10,5.62e-10
0.0002321,4.65,0.031,1890,26.22,0.0142,0.001585,0.00122,0.00034,0.01536,0.001161,1.1e-09,3.56e-10,8e-10,5.62e-10
0.0002322,4.65,0.032,1890,26.23,0.0142,0.001586,0.00121,0.00034,0.01536,0.001161,1.1e-09,3.49e-10,8e-10,5.62e-10
0.0002323,4.65,0.032,1890,26.23,0.0142,0.001586,0.00121,0.00034,0.01536,0.001161,1.1e-09,3.43e-10,9e-10,5.62e-10
0.0002324,4.65,0.032,1890,26.23,0.01421,0.001587,0.00121,0.00034,0.01536,0.001161,1.2e-09,3.37e-10,9e-10,5.59e-10
0.0002325,4.65,0.032,1890,26.24,0.01421,0.001587,0.00121,0.00034,0.01535,0.001161,1.2e-09,3.35e-10,9e-10,5.56e-10
0.0002326,4.65,0.032,1890,26.24,0.01421,0.001588,0.00121,0.00034,0.01535,0.00116,1.2e-09,3.36e-10,9e-10,5.56e-10
0.0002327,4.65,0.032,1890,26.24,0.01421,0.001588,0.00121,0.00034,0.01535,0.00116,1.2e-09,3.37e-10,9e-10,5.58e-10
0.0002328,4.65,0.032,1890,26.25,0.01422,0.001589,0.00121,0.00034,0.01534,0.001159,1.2e-09,3.4e-10,9e-10,5.59e-10
0.0002329,4.65,0.032,1890,26.25,0.01422,0.001589,0.0012,0.00034,0.01534,0.001159,1.2e-09,3.43e-10,9e-10,5.6e-10
0.000233,4.65,0.032,1890,26.26,0.01422,0.00159,0.0012,0.00034,0.01533,0.001159,1.2e-09,3.44e-10,9e-10,5.59e-10
0.0002331,4.65,0.033,1890,26.26,0.01422,0.00159,0.0012,0.00034,0.01533,0.001158,1.2e-09,3.45e-10,9e-10,5.6e-10
0.0002332,4.65,0.033,1890,26.26,0.01423,0.001591,0.0012,0.000341,0.01532,0.001158,1.2e-09,3.45e-10,9e-10,5.59e-10
0.0002333,4.65,0.033,1890,26.27,0.01423,0.001591,0.0012,0.000341,0.01532,0.001158,1.2e-09,3.44e-10,9e-10,5.57e-10
0.0002334,4.65,0.033,1890,26.27,0.01423,0.001592,0.0012,0.000341,0.01532,0.001158,1.3e-09,3.42e-10,9e-10,5.56e-10
0.0002335,4.65,0.033,1890,26.28,0.01423,0.001592,0.0012,0.00034,0.01532,0.001158,1.3e-09,3.41e-10,9e-10,5.56e-10
0.0002336,4.65,0.033,1890,26.28,0.01423,0.001593,0.0012,0.00034,0.01532,0.001158,1.3e-09,3.42e-10,9e-10,5.57e-10
0.0002337,4.66,0.034,1890,26.28,0.01423,0.001593,0.0012,0.00034,0.01532,0.001158,1.3e-09,3.42e-10,9e-10,5.58e-10
0.0002338,4.66,0.034,1890,26.29,0.01423,0.001593,0.0012,0.00034,0.01532,0.001159,1.3e-09,3.42e-10,9e-10,5.57e-10
0.0002339,4.66,0.034,1890,26.29,0.01423,0.001593,0.0012,0.00034,0.01532,0.001159,1.3e-09,3.4e-10,9e-10,5.57e-10
0.000234,4.66,0.034,1890,26.3,0.01423,0.001594,0.00121,0.00034,0.01532,0.001159,1.3e-09,3.38e-10,9e-10,5.57e-10
0.0002341,4.66,0.034,1890,26.3,0.01423,0.001594,0.00121,0.00034,0.01532,0.001159,1.3e-09,3.35e-10,9e-10,5.58e-10
0.0002342,4.66,0.035,1890,26.3,0.01423,0.001594,0.00121,0.00034,0.01532,0.001159,1.3e-09,3.33e-10,9e-10,5.57e-10
0.0002343,4.66,0.035,1890,26.31,0.01423,0.001594,0.00121,0.00034,0.01532,0.001159,1.3e-09,3.33e-10,9e-10,5.57e-10
0.0002344,4.66,0.035,1890,26.31,0.01423,0.001595,0.00121,0.000341,0.01532,0.001159,1.3e-09,3.32e-10,9e-10,5.57e-10
0.0002345,4.66,0.035,1890,26.32,0.01423,0.001595,0.00121,0.000341,0.01532,0.001159,1.3e-09,3.32e-10,9e-10,5.56e-10
0.0002346,4.66,0.036,1890,26.32,0.01423,0.001595,0.00121,0.000341,0.01532,0.001159,1.3e-09,3.32e-10,9e-10,5.55e-10
0.0002347,4.66,0.036,1890,26.32,0.01423,0.001595,0.00121,0.000341,0.01532,0.001159,1.3e-09,3.32e-10,9e-10,5.55e-10
0.0002348,4.66,0.036,1890,26.33,0.01423,0.001596,0.00121,0.000341,0.01533,0.001158,1.3e-09,3.31e-10,9e-10,5.56e-10
0.0002349,4.66,0.037,1890,26.33,0.01423,0.001596,0.00121,0.000341,0.01533,0.001158,1.3e-09,3.3e-10,9e-10,5.6e-10
0.000235,4.66,0.037,1890,26.34,0.01423,0.001596,0.00121,0.000341,0.01533,0.001158,1.3e-09,3.29e-10,9e-10,5.62e-10
0.0002351,4.66,0.037,1890,26.34,0.01423,0.001596,0.00121,0.00034,0.01533,0.001159,1.3e-09,3.29e-10,9e-10,5.63e-10
0.0002352,4.66,0.037,1890,26.34,0.01423,0.001596,0.00121,0.00034,0.01533,0.001158,1.3e-09,3.3e-10,9e-10,5.64e-10
0.0002353,4.66,0.038,1890,26.35,0.01423,0.001596,0.00121,0.00034,0.01533,0.001158,1.3e-09,3.31e-10,9e-10,5.64e-10
0.0002354,4.66,0.038,1890,26.35,0.01423,0.001596,0.00121,0.000341,0.01533,0.001158,1.3e-09,3.33e-10,9e-10,5.63e-10
0.0002355,4.66,0.038,1890,26.36,0.01423,0.001596,0.00121,0.000341,0.01533,0.001158,1.3e-09,3.35e-10,9e-10,5.63e-10
0.0002356,4.66,0.038,1890,26.36,0.01423,0.001596,0.00121,0.000341,0.01533,0.001157,1.3e-09,3.38e-10,9e-10,5.62e-10
0.0002357,4.66,0.039,1890,26.36,0.01424,0.001596,0.0012,0.000341,0.01532,0.001156,1.3e-09,3.41e-10,9e-10,5.62e-10
0.0002358,4.66,0.039,1890,26.37,0.01424,0.001597,0.0012,0.000341,0.01532,0.001156,1.3e-09,3.43e-10,9e-10,5.62e-10
0.0002359,4.66,0.039,1890,26.37,0.01424,0.001597,0.0012,0.000341,0.01532,0.001155,1.3e-09,3.44e-10,9e-10,5.62e-10
0.000236,4.66,0.039,1890,26.38,0.01424,0.001597,0.0012,0.000341,0.01531,0.001154,1.3e-09,3.44e-10,1e-09,5.63e-10
0.0002361,4.66,0.04,1890,26.38,0.01425,0.001597,0.00119,0.000341,0.01531,0.001153,1.3e-09,3.45e-10,1e-09,5.64e-10
0.0002362,4.66,0.04,1890,26.38,0.01425,0.001598,0.00119,0.000341,0.0153,0.001153,1.3e-09,3.46e-10,1e-09,5.67e-10
0.0002363,4.66,0.04,1890,26.39,0.01425,0.001598,0.00119,0.00034,0.01529,0.001152,1.3e-09,3.49e-10,1e-09,5.69e-10
0.0002364,4.66,0.04,1890,26.39,0.01425,0.001598,0.00118,0.00034,0.01528,0.001151,1.3e-09,3.5e-10,1e-09,5.72e-10
0.0002365,4.66,0.04,1890,26.4,0.01425,0.001598,0.00118,0.00034,0.01528,0.00115,1.3e-09,3.47e-10,1e-09,5.72e-10
0.0002366,4.66,0.041,1890,26.4,0.01425,0.001598,0.00118,0.00034,0.01527,0.00115,1.2e-09,3.43e-10,1e-09,5.71e-10
0.0002367,4.66,0.041,1890,26.4,0.01425,0.001598,0.00118,0.00034,0.01527,0.001149,1.2e-09,3.37e-10,1e-09,5.69e-10
0.0002368,4.66,0.041,1890,26.41,0.01425,0.001598,0.00118,0.00034,0.01526,0.001149,1.2e-09,3.33e-10,1e-09,5.69e-10
0.0002369,4.66,0.041,1890,26.41,0.01425,0.001599,0.00118,0.00034,0.01526,0.001148,1.2e-09,3.3e-10,1e-09,5.69e-10
0.000237,4.67,0.042,1890,26.42,0.01425,0.001599,0.00118,0.00034,0.01525,0.001148,1.2e-09,3.29e-10,1e-09,5.68e-10
0.0002371,4.67,0.042,1890,26.42,0.01426,0.001599,0.00118,0.00034,0.01525,0.001147,1.2e-09,3.28e-10,1e-09,5.68e-10
0.0002372,4.67,0.042,1890,26.42,0.01426,0.001599,0.00117,0.000341,0.01525,0.001148,1.2e-09,3.28e-10,1e-09,5.68e-10
0.0002373,4.67,0.042,1890,26.43,0.01426,0.001599,0.00117,0.00034,0.01524,0.001148,1.2e-09,3.27e-10,1e-09,5.68e-10
0.0002374,4.67,0.042,1890,26.43,0.01426,0.0016,0.00117,0.00034,0.01524,0.001148,1.2e-09,3.26e-10,9e-10,5.68e-10
0.0002375,4.67,0.042,1890,26.44,0.01426,0.0016,0.00117,0.00034,0.01524,0.001148,1.2e-09,3.26e-10,9e-10,5.7e-10
0.0002376,4.67,0.042,1890,26.44,0.01426,0.0016,0.00117,0.00034,0.01524,0.001148,1.2e-09,3.24e-10,9e-10,5.76e-10
0.0002377,4.67,0.043,1890,26.44,0.01426,0.0016,0.00117,0.00034,0.01524,0.001149,1.2e-09,3.24e-10,9e-10,5.8e-10
0.0002378,4.67,0.043,1890,26.45,0.01427,0.0016,0.00117,0.00034,0.01524,0.001149,1.2e-09,3.24e-10,9e-10,5.81e-10
0.0002379,4.67,0.043,1890,26.45,0.01427,0.001601,0.00117,0.00034,0.01524,0.001149,1.2e-09,3.25e-10,9e-10,5.83e-10
0.000238,4.67,0.043,1890,26.46,0.01427,0.001601,0.00117,0.00034,0.01525,0.001149,1.2e-09,3.25e-10,9e-10,5.82e-10
0.0002381,4.67,0.043,1890,26.46,0.01427,0.001601,0.00117,0.00034,0.01525,0.001149,1.2e-09,3.25e-10,9e-10,5.82e-10
0.0002382,4.67,0.043,1890,26.46,0.01428,0.001602,0.00117,0.00034,0.01524,0.001148,1.2e-09,3.26e-10,9e-10,5.81e-10
0.0002383,4.67,0.043,1890,26.47,0.01428,0.001602,0.00117,0.000339,0.01524,0.001148,1.2e-09,3.26e-10,9e-10,5.83e-10
0.0002384,4.67,0.043,1890,26.47,0.01428,0.001603,0.00117,0.000339,0.01524,0.001148,1.2e-09,3.25e-10,9e-10,5.86e-10
0.0002385,4.67,0.043,1890,26.48,0.01429,0.001604,0.00117,0.000339,0.01524,0.001148,1.2e-09,3.24e-10,9e-10,5.89e-10
0.0002386,4.67,0.043,1890,26.48,0.01429,0.001604,0.00117,0.000339,0.01524,0.001148,1.2e-09,3.22e-10,9e-10,5.93e-10
0.0002387,4.67,0.043,1890,26.48,0.0143,0.001605,0.00117,0.000339,0.01524,0.001149,1.2e-09,3.18e-10,9e-10,5.95e-10
0.0002388,4.67,0.043,1890,26.49,0.0143,0.001605,0.00117,0.00034,0.01524,0.001149,1.2e-09,3.15e-10,9e-10,5.94e-10
0.0002389,4.67,0.043,1890,26.49,0.0143,0.001606,0.00117,0.00034,0.01524,0.001149,1.2e-09,3.11e-10,9e-10,5.93e-10
0.000239,4.67,0.043,1890,26.49,0.0143,0.001606,0.00117,0.00034,0.01524,0.001149,1.2e-09,3.08e-10,9e-10,5.93e-10
0.0002391,4.67,0.043,1890,26.5,0.01431,0.001607,0.00117,0.00034,0.01524,0.001149,1.3e-09,3.07e-10,9e-10,5.93e-10
0.0002392,4.68,0.043,1890,26.5,0.01431,0.001607,0.00117,0.00034,0.01523,0.001149,1.3e-09,3.04e-10,9e-10,5.93e-10
0.0002393,4.68,0.043,1890,26.51,0.01431,0.001607,0.00117,0.00034,0.01523,0.001149,1.3e-09,3.02e-10,9e-10,5.93e-10
0.0002394,4.68,0.044,1890,26.51,0.01431,0.001608,0.00117,0.00034,0.01523,0.001149,1.3e-09,3e-10,9e-10,5.91e-10
0.0002395,4.68,0.043,1890,26.51,0.01432,0.001608,0.00117,0.00034,0.01522,0.001149,1.3e-09,2.99e-10,9e-10,5.9e-10
0.0002396,4.68,0.044,1890,26.52,0.01432,0.001608,0.00116,0.000339,0.01522,0.001149,1.3e-09,2.98e-10,9e-10,5.88e-10
0.0002397,4.68,0.044,1890,26.52,0.01432,0.001609,0.00116,0.000339,0.01521,0.001148,1.3e-09,2.97e-10,9e-10,5.88e-10
0.0002398,4.68,0.044,1890,26.53,0.01432,0.001609,0.00116,0.000339,0.01521,0.001148,1.3e-09,2.97e-10,9e-10,5.88e-10
0.0002399,4.68,0.044,1890,26.53,0.01433,0.001609,0.00117,0.000339,0.0152,0.001148,1.3e-09,2.97e-10,1e-09,5.88e-10
0.00024,4.68,0.044,1890,26.53,0.01433,0.001609,0.00117,0.000338,0.0152,0.001148,1.3e-09,2.96e-10,1e-09,5.87e-10
0.0002401,4.68,0.044,1890,26.54,0.01433,0.001609,0.00117,0.000339,0.01519,0.001148,1.3e-09,2.96e-10,1e-09,5.88e-10
0.0002402,4.68,0.044,1890,26.54,0.01433,0.001609,0.00117,0.000339,0.01519,0.001148,1.3e-09,2.96e-10,1e-09,5.88e-10
0.0002403,4.68,0.044,1890,26.55,0.01433,0.001609,0.00117,0.000339,0.01518,0.001148,1.3e-09,2.96e-10,1e-09,5.88e-10
0.0002404,4.68,0.044,1890,26.55,0.01432,0.001609,0.00117,0.000339,0.01518,0.001147,1.3e-09,2.96e-10,1e-09,5.88e-10
0.0002405,4.68,0.044,1890,26.55,0.01432,0.001609,0.00117,0.000339,0.01518,0.001147,1.3e-09,2.96e-10,1e-09,5.88e-10
0.0002406,4.68,0.044,1890,26.56,0.01432,0.001609,0.00116,0.000339,0.01517,0.001147,1.3e-09,2.96e-10,1e-09,5.89e-10
0.0002407,4.68,0.044,1890,26.56,0.01432,0.001609,0.00116,0.000339,0.01517,0.001147,1.3e-09,2.96e-10,1e-09,5.91e-10
0.0002408,4.68,0.044,1890,26.57,0.01432,0.001609,0.00116,0.000339,0.01517,0.001148,1.3e-09,2.97e-10,1e-09,5.92e-10
0.0002409,4.68,0.044,1890,26.57,0.01431,0.001608,0.00116,0.000339,0.01517,0.001148,1.3e-09,2.97e-10,1e-09,5.89e-10
0.000241,4.68,0.044,1890,26.57,0.01431,0.001608,0.00116,0.000338,0.01517,0.001148,1.3e-09,2.98e-10,1e-09,5.89e-10
0.0002411,4.68,0.044,1890,26.58,0.01431,0.001608,0.00116,0.000338,0.01517,0.001148,1.3e-09,2.98e-10,1e-09,5.88e-10
0.0002412,4.68,0.044,1890,26.58,0.01431,0.001608,0.00116,0.000338,0.01517,0.001148,1.3e-09,2.98e-10,9e-10,5.88e-10
0.0002413,4.68,0.044,1890,26.59,0.01431,0.001608,0.00117,0.000338,0.01516,0.001147,1.3e-09,2.97e-10,9e-10,5.86e-10
0.0002414,4.69,0.044,1890,26.59,0.0143,0.001608,0.00117,0.000338,0.01516,0.001147,1.3e-09,2.97e-10,9e-10,5.85e-10
0.0002415,4.69,0.044,1890,26.59,0.0143,0.001607,0.00117,0.000338,0.01515,0.001147,1.3e-09,2.98e-10,9e-10,5.84e-10
0.0002416,4.69,0.044,1890,26.6,0.0143,0.001607,0.00117,0.000338,0.01515,0.001147,1.3e-09,2.98e-10,9e-10,5.84e-10
0.0002417,4.69,0.044,1890,26.6,0.01429,0.001606,0.00117,0.000338,0.01514,0.001146,1.3e-09,2.98e-10,9e-10,5.84e-10
0.0002418,4.69,0.044,1890,26.61,0.01429,0.001606,0.00117,0.000338,0.01514,0.001146,1.3e-09,2.98e-10,8e-10,5.84e-10
0.0002419,4.69,0.044,1890,26.61,0.01429,0.001606,0.00117,0.000338,0.01513,0.001146,1.3e-09,2.98e-10,8e-10,5.84e-10
0.000242,4.69,0.045,1890,26.61,0.01429,0.001606,0.00117,0.000337,0.01513,0.001145,1.3e-09,2.98e-10,8e-10,5.86e-10
0.0002421,4.69,0.045,1890,26.62,0.01429,0.001606,0.00117,0.000337,0.01512,0.001145,1.3e-09,2.98e-10,8e-10,5.87e-10
0.0002422,4.69,0.045,1890,26.62,0.01429,0.001606,0.00117,0.000337,0.01512,0.001144,1.3e-09,3e-10,8e-10,5.87e-10
0.0002423,4.69,0.045,1890,26.63,0.01429,0.001606,0.00117,0.000337,0.01512,0.001144,1.3e-09,3.02e-10,8e-10,5.88e-10
0.0002424,4.69,0.045,1890,26.63,0.01429,0.001606,0.00117,0.000337,0.01511,0.001144,1.3e-09,3.02e-10,8e-10,5.88e-10
0.0002425,4.69,0.045,1890,26.63,0.01429,0.001606,0.00116,0.000337,0.01511,0.001144,1.3e-09,3.03e-10,8e-10,5.88e-10
0.0002426,4.69,0.045,1890,26.64,0.01429,0.001606,0.00116,0.000337,0.01511,0.001143,1.3e-09,3.03e-10,8e-10,5.88e-10
0.0002427,4.69,0.045,1890,26.64,0.01429,0.001607,0.00116,0.000337,0.0151,0.001142,1.3e-09,3.03e-10,8e-10,5.89e-10
0.0002428,4.69,0.045,1890,26.65,0.01429,0.001607,0.00116,0.000337,0.01509,0.001141,1.4e-09,3.03e-10,8e-10,5.9e-10
0.0002429,4.69,0.045,1890,26.65,0.01429,0.001607,0.00116,0.000337,0.01509,0.00114,1.4e-09,3.02e-10,9e-10,5.91e-10
0.000243,4.69,0.045,1890,26.65,0.0143,0.001608,0.00116,0.000337,0.01508,0.00114,1.4e-09,3.02e-10,9e-10,5.93e-10
0.0002431,4.69,0.045,1890,26.66,0.0143,0.001608,0.00116,0.000336,0.01507,0.001139,1.4e-09,3.02e-10,9e-10,5.94e-10
0.0002432,4.69,0.045,1890,26.66,0.0143,0.001609,0.00116,0.000336,0.01507,0.001139,1.4e-09,3.02e-10,9e-10,5.94e-10
0.0002433,4.69,0.045,1890,26.67,0.01431,0.001609,0.00116,0.000336,0.01506,0.001138,1.4e-09,3.02e-10,9e-10,5.94e-10
0.0002434,4.7,0.045,1890,26.67,0.01431,0.00161,0.00116,0.000336,0.01506,0.001138,1.4e-09,3.02e-10,9e-10,5.93e-10
0.0002435,4.7,0.045,1890,26.67,0.01432,0.00161,0.00116,0.000335,0.01506,0.001137,1.4e-09,3.02e-10,9e-10,5.92e-10
0.0002436,4.7,0.045,1890,26.68,0.01432,0.001611,0.00116,0.000335,0.01505,0.001137,1.4e-09,3.04e-10,9e-10,5.92e-10
0.0002437,4.7,0.045,1890,26.68,0.01433,0.001611,0.00116,0.000335,0.01505,0.001137,1.4e-09,3.04e-10,9e-10,5.92e-10
0.0002438,4.7,0.045,1890,26.69,0.01433,0.001612,0.00116,0.000335,0.01505,0.001137,1.4e-09,3.05e-10,9e-10,5.94e-10
0.0002439,4.7,0.046,1890,26.69,0.01434,0.001612,0.00116,0.000335,0.01505,0.001136,1.4e-09,3.05e-10,9e-10,5.95e-10
0.000244,4.7,0.046,1890,26.69,0.01434,0.001613,0.00116,0.000335,0.01504,0.001136,1.4e-09,3.05e-10,9e-10,5.95e-10
0.0002441,4.7,0.046,1890,26.7,0.01434,0.001613,0.00116,0.000335,0.01504,0.001136,1.4e-09,3.05e-10,9e-10,5.97e-10
0.0002442,4.7,0.046,1890,26.7,0.01434,0.001613,0.00116,0.000335,0.01503,0.001136,1.4e-09,3.04e-10,9e-10,6e-10
0.0002443,4.7,0.046,1890,26.71,0.01435,0.001614,0.00116,0.000335,0.01503,0.001135,1.4e-09,3.05e-10,9e-10,5.97e-10
0.0002444,4.7,0.046,1890,26.71,0.01435,0.001614,0.00116,0.000335,0.01502,0.001135,1.4e-09,3.05e-10,9e-10,5.92e-10
0.0002445,4.7,0.046,1890,26.71,0.01435,0.001615,0.00116,0.000335,0.01502,0.001135,1.4e-09,3.05e-10,9e-10,5.9e-10
0.0002446,4.7,0.046,1890,26.72,0.01435,0.001615,0.00116,0.000335,0.01501,0.001134,1.4e-09,3.05e-10,9e-10,5.91e-10
0.0002447,4.7,0.046,1890,26.72,0.01435,0.001615,0.00116,0.000335,0.01501,0.001134,1.4e-09,3.05e-10,8e-10,5.92e-10
0.0002448,4.7,0.046,1890,26.73,0.01436,0.001616,0.00116,0.000334,0.015,0.001134,1.4e-09,3.05e-10,8e-10,5.92e-10
0.0002449,4.7,0.046,1890,26.73,0.01436,0.001616,0.00116,0.000334,0.01499,0.001134,1.4e-09,3.07e-10,8e-10,5.92e-10
0.000245,4.7,0.046,1890,26.73,0.01436,0.001616,0.00116,0.000334,0.01499,0.001133,1.4e-09,3.07e-10,8e-10,5.92e-10
0.0002451,4.7,0.046,1890,26.74,0.01436,0.001616,0.00116,0.000333,0.01498,0.001133,1.3e-09,3.07e-10,7e-10,5.91e-10
0.0002452,4.7,0.046,1890,26.74,0.01436,0.001617,0.00116,0.000333,0.01498,0.001133,1.3e-09,3.08e-10,7e-10,5.91e-10
0.0002453,4.7,0.046,1890,26.74,0.01436,0.001617,0.00116,0.000332,0.01497,0.001133,1.3e-09,3.08e-10,7e-10,5.89e-10
0.0002454,4.71,0.046,1890,26.75,0.01436,0.001617,0.00116,0.000332,0.01496,0.001133,1.3e-09,3.09e-10,7e-10,5.89e-10
0.0002455,4.71,0.046,1890,26.75,0.01436,0.001617,0.00116,0.000332,0.01496,0.001133,1.3e-09,3.09e-10,7e-10,5.89e-10
0.0002456,4.71,0.046,1890,26.76,0.01436,0.001617,0.00116,0.000331,0.01495,0.001133,1.3e-09,3.1e-10,7e-10,5.91e-10
0.0002457,4.71,0.046,1890,26.76,0.01436,0.001617,0.00116,0.000331,0.01495,0.001133,1.3e-09,3.1e-10,7e-10,5.9e-10
0.0002458,4.71,0.045,1890,26.76,0.01436,0.001617,0.00116,0.000331,0.01494,0.001133,1.3e-09,3.13e-10,7e-10,5.91e-10
0.0002459,4.71,0.045,1890,26.77,0.01436,0.001616,0.00116,0.000331,0.01494,0.001132,1.3e-09,3.17e-10,7e-10,5.91e-10
0.000246,4.71,0.045,1890,26.77,0.01436,0.001616,0.00116,0.000331,0.01494,0.001132,1.3e-09,3.21e-10,7e-10,5.92e-10
0.0002461,4.71,0.045,1890,26.78,0.01436,0.001616,0.00116,0.000331,0.01493,0.001132,1.2e-09,3.24e-10,7e-10,5.92e-10
0.0002462,4.71,0.045,1890,26.78,0.01437,0.001616,0.00116,0.000331,0.01493,0.001132,1.2e-09,3.26e-10,7e-10,5.92e-10
0.0002463,4.71,0.045,1890,26.78,0.01437,0.001616,0.00116,0.000331,0.01493,0.001131,1.2e-09,3.29e-10,7e-10,5.92e-10
