t [s],P [atm],sigmaP [atm],T FFCM-2 [K],sigmaT [K],X_C2H2 [-],sigmaX_C2H2 [-],X_C2H4 [-],sigmaX_C2H4 [-],X_CH4 [-],sigmaX_CH4 [-],fv_rel_633nm,sigma_fv_rel_633 [-],fv_rel_1064nm [-],sigma_fv_rel_1064 [-]
6.09999999999999e-06,4.9,0.157,2170,19.81,NaN,NaN,NaN,NaN,0.04538,0.003571,NaN,NaN,NaN,NaN
6.19999999999983e-06,4.9,0.157,2170,19.81,0.00021,0.001138,NaN,NaN,0.04532,0.003565,NaN,NaN,NaN,NaN
6.29999999999988e-06,4.9,0.157,2170,19.82,0.00019,0.001138,NaN,NaN,0.04525,0.00356,NaN,NaN,NaN,NaN
6.39999999999994e-06,4.9,0.157,2170,19.82,0.00018,0.001138,NaN,NaN,0.04518,0.003555,NaN,NaN,NaN,NaN
6.5e-06,4.9,0.157,2170,19.83,0.00017,0.001138,NaN,NaN,0.04511,0.00355,NaN,NaN,NaN,NaN
6.59999999999984e-06,4.9,0.157,2170,19.83,0.00017,0.001138,NaN,NaN,0.04504,0.003544,NaN,NaN,NaN,NaN
6.69999999999989e-06,4.9,0.157,2170,19.84,0.00017,0.001138,NaN,NaN,0.04498,0.003539,NaN,NaN,NaN,NaN
6.79999999999995e-06,4.9,0.157,2170,19.84,0.00017,0.001138,NaN,NaN,0.04491,0.003534,NaN,NaN,NaN,NaN
6.90000000000001e-06,4.9,0.157,2170,19.84,0.00017,0.001138,NaN,NaN,0.04484,0.003529,NaN,NaN,NaN,NaN
6.99999999999984e-06,4.9,0.157,2170,19.85,0.00018,0.001138,NaN,NaN,0.04476,0.003524,NaN,NaN,NaN,NaN
7.0999999999999e-06,4.9,0.157,2169,19.85,0.00019,0.001138,NaN,NaN,0.04468,0.003517,NaN,NaN,NaN,NaN
7.19999999999996e-06,4.9,0.157,2169,19.84,0.0002,0.001138,NaN,NaN,0.04459,0.00351,NaN,NaN,NaN,NaN
7.30000000000001e-06,4.9,0.157,2168,19.84,0.00021,0.001138,NaN,NaN,0.0445,0.003503,NaN,NaN,NaN,NaN
7.39999999999985e-06,4.9,0.157,2167,19.84,0.00022,0.001138,NaN,NaN,0.0444,0.003495,NaN,NaN,NaN,NaN
7.49999999999991e-06,4.9,0.157,2166,19.84,0.00023,0.001138,NaN,NaN,0.04431,0.003488,NaN,NaN,NaN,NaN
7.59999999999997e-06,4.9,0.157,2166,19.84,0.00025,0.001138,NaN,NaN,0.04422,0.003481,NaN,NaN,NaN,NaN
7.70000000000002e-06,4.9,0.157,2165,19.84,0.00026,0.001138,NaN,NaN,0.04412,0.003474,NaN,NaN,NaN,NaN
7.79999999999986e-06,4.9,0.157,2164,19.83,0.00028,0.001138,NaN,NaN,0.04403,0.003467,NaN,NaN,NaN,NaN
7.89999999999992e-06,4.9,0.157,2164,19.83,0.00029,0.001138,NaN,NaN,0.04394,0.00346,NaN,NaN,NaN,NaN
7.99999999999998e-06,4.9,0.157,2163,19.83,0.00031,0.001138,NaN,NaN,0.04385,0.003453,NaN,NaN,NaN,NaN
8.10000000000003e-06,4.9,0.157,2162,19.83,0.00033,0.001138,NaN,NaN,0.04376,0.003446,NaN,NaN,NaN,NaN
8.19999999999987e-06,4.9,0.157,2162,19.83,0.00035,0.001138,NaN,NaN,0.04367,0.003439,NaN,NaN,NaN,NaN
8.29999999999993e-06,4.9,0.157,2161,19.82,0.00036,0.001138,NaN,NaN,0.04358,0.003432,NaN,NaN,NaN,NaN
8.39999999999999e-06,4.9,0.157,2160,19.82,0.00038,0.001138,NaN,NaN,0.04349,0.003425,NaN,NaN,NaN,NaN
8.49999999999983e-06,4.9,0.157,2159,19.82,0.00041,0.001138,NaN,NaN,0.04339,0.003418,NaN,NaN,NaN,NaN
8.59999999999988e-06,4.9,0.157,2158,19.82,0.00043,0.001138,NaN,NaN,0.0433,0.00341,NaN,NaN,NaN,NaN
8.69999999999994e-06,4.9,0.157,2158,19.81,0.00045,0.001138,NaN,NaN,0.0432,0.003403,NaN,NaN,NaN,NaN
8.8e-06,4.9,0.157,2157,19.81,0.00048,0.001138,0.00296,0.000392,0.0431,0.003396,3e-10,2.83e-10,1.7e-09,6.31e-10
8.89999999999984e-06,4.9,0.157,2156,19.8,0.0005,0.001138,0.00294,0.000392,0.04301,0.003388,2e-10,2.83e-10,1.6e-09,6.31e-10
8.99999999999989e-06,4.9,0.157,2155,19.8,0.00053,0.001138,0.00293,0.000392,0.04291,0.003381,2e-10,2.83e-10,1.6e-09,6.31e-10
9.09999999999995e-06,4.9,0.157,2154,19.8,0.00056,0.001138,0.00293,0.000392,0.04282,0.003373,2e-10,2.83e-10,1.6e-09,6.31e-10
9.20000000000001e-06,4.9,0.157,2153,19.79,0.00059,0.001138,0.00292,0.000392,0.04272,0.003366,2e-10,2.83e-10,1.6e-09,6.31e-10
9.29999999999985e-06,4.9,0.157,2152,19.79,0.00062,0.001138,0.00292,0.000392,0.04263,0.003359,2e-10,2.83e-10,1.6e-09,6.31e-10
9.3999999999999e-06,4.9,0.157,2151,19.79,0.00065,0.001138,0.00292,0.000392,0.04254,0.003352,2e-10,2.83e-10,1.6e-09,6.31e-10
9.49999999999996e-06,4.9,0.157,2151,19.78,0.00069,0.001138,0.00293,0.000392,0.04244,0.003345,2e-10,2.83e-10,1.6e-09,6.31e-10
9.60000000000002e-06,4.9,0.157,2150,19.78,0.00072,0.001138,0.00293,0.000392,0.04235,0.003338,2e-10,2.83e-10,1.6e-09,6.31e-10
9.69999999999986e-06,4.9,0.157,2149,19.78,0.00075,0.001138,0.00294,0.000392,0.04225,0.00333,2e-10,2.83e-10,1.6e-09,6.31e-10
9.79999999999991e-06,4.9,0.157,2148,19.77,0.00078,0.001138,0.00295,0.000392,0.04216,0.003323,1e-10,2.83e-10,1.6e-09,6.31e-10
9.89999999999997e-06,4.9,0.157,2147,19.77,0.00081,0.001138,0.00296,0.000392,0.04207,0.003316,1e-10,2.83e-10,1.6e-09,6.31e-10
1e-05,4.9,0.157,2146,19.77,0.00084,0.001138,0.00297,0.000392,0.04198,0.003309,1e-10,2.83e-10,1.6e-09,6.31e-10
1.00999999999999e-05,4.9,0.157,2145,19.76,0.00086,0.001138,0.00299,0.000392,0.04189,0.003302,1e-10,2.83e-10,1.6e-09,6.31e-10
1.01999999999999e-05,4.9,0.157,2144,19.76,0.00089,0.001138,0.003,0.000392,0.0418,0.003295,2e-10,2.83e-10,1.6e-09,6.31e-10
1.03e-05,4.9,0.157,2144,19.76,0.00091,0.001138,0.00301,0.000392,0.04171,0.003289,2e-10,2.83e-10,1.6e-09,6.31e-10
1.04e-05,4.9,0.157,2143,19.75,0.00094,0.001138,0.00303,0.000392,0.04162,0.003282,2e-10,2.83e-10,1.6e-09,6.31e-10
1.04999999999999e-05,4.9,0.157,2142,19.75,0.00096,0.001138,0.00304,0.000392,0.04154,0.003275,2e-10,2.83e-10,1.6e-09,6.31e-10
1.05999999999999e-05,4.9,0.157,2141,19.74,0.00098,0.001138,0.00306,0.000392,0.04145,0.003269,2e-10,2.83e-10,1.6e-09,6.31e-10
1.07e-05,4.9,0.157,2140,19.74,0.001,0.001138,0.00308,0.000392,0.04137,0.003262,2e-10,2.83e-10,1.6e-09,6.31e-10
1.07999999999998e-05,4.9,0.157,2140,19.74,0.00101,0.001138,0.0031,0.000392,0.0413,0.003257,2e-10,2.83e-10,1.6e-09,6.31e-10
1.08999999999999e-05,4.9,0.157,2139,19.74,0.00103,0.001138,0.00311,0.000392,0.04123,0.003252,2e-10,2.83e-10,1.6e-09,6.31e-10
1.09999999999999e-05,4.9,0.157,2139,19.74,0.00105,0.001138,0.00313,0.000392,0.04116,0.003246,2e-10,2.83e-10,1.6e-09,6.31e-10
1.11e-05,4.9,0.157,2138,19.74,0.00106,0.001138,0.00315,0.000392,0.04109,0.003241,2e-10,2.83e-10,1.6e-09,6.31e-10
1.11999999999998e-05,4.9,0.157,2138,19.75,0.00107,0.001138,0.00316,0.000392,0.04102,0.003236,2e-10,2.83e-10,1.6e-09,6.31e-10
1.12999999999999e-05,4.9,0.157,2138,19.75,0.00109,0.001138,0.00317,0.000392,0.04095,0.00323,2e-10,2.83e-10,1.6e-09,6.31e-10
1.14e-05,4.9,0.157,2137,19.75,0.0011,0.001138,0.00318,0.000392,0.04088,0.003225,2e-10,2.83e-10,1.6e-09,6.31e-10
1.15e-05,4.9,0.157,2137,19.75,0.00112,0.001138,0.00319,0.000392,0.04081,0.00322,2e-10,2.83e-10,1.6e-09,6.31e-10
1.15999999999998e-05,4.9,0.157,2137,19.75,0.00113,0.001138,0.0032,0.000392,0.04075,0.003215,2e-10,2.83e-10,1.6e-09,6.31e-10
1.16999999999999e-05,4.9,0.157,2136,19.75,0.00115,0.001138,0.00321,0.000392,0.04068,0.00321,2e-10,2.83e-10,1.6e-09,6.31e-10
1.18e-05,4.9,0.157,2136,19.75,0.00117,0.001138,0.00321,0.000392,0.04062,0.003205,2e-10,2.83e-10,1.6e-09,6.31e-10
1.19e-05,4.9,0.157,2135,19.75,0.00119,0.001138,0.00322,0.000392,0.04055,0.003201,2e-10,2.83e-10,1.6e-09,6.31e-10
1.19999999999999e-05,4.9,0.157,2135,19.75,0.00121,0.001138,0.00323,0.000392,0.04049,0.003196,2e-10,2.83e-10,1.6e-09,6.31e-10
1.20999999999999e-05,4.9,0.157,2135,19.75,0.00123,0.001138,0.00323,0.000392,0.04042,0.003191,2e-10,2.83e-10,1.6e-09,6.31e-10
1.22e-05,4.9,0.157,2134,19.75,0.00125,0.001138,0.00324,0.000392,0.04036,0.003186,2e-10,2.83e-10,1.6e-09,6.31e-10
1.23e-05,4.9,0.157,2134,19.76,0.00127,0.001138,0.00324,0.000392,0.04029,0.003181,2e-10,2.83e-10,1.6e-09,6.31e-10
1.23999999999999e-05,4.9,0.157,2133,19.76,0.00129,0.001138,0.00325,0.000392,0.04023,0.003176,2e-10,2.83e-10,1.6e-09,6.31e-10
1.24999999999999e-05,4.9,0.157,2133,19.76,0.00132,0.001138,0.00326,0.000392,0.04016,0.003171,2e-10,2.83e-10,1.6e-09,6.31e-10
1.26e-05,4.9,0.157,2133,19.76,0.00135,0.001138,0.00327,0.000392,0.0401,0.003166,2e-10,2.83e-10,1.5e-09,6.31e-10
1.27e-05,4.9,0.157,2132,19.76,0.00137,0.001138,0.00327,0.000392,0.04003,0.003161,2e-10,2.83e-10,1.5e-09,6.31e-10
1.27999999999999e-05,4.9,0.157,2132,19.76,0.0014,0.001138,0.00328,0.000392,0.03996,0.003156,2e-10,2.83e-10,1.5e-09,6.31e-10
1.28999999999999e-05,4.9,0.157,2132,19.76,0.00143,0.001138,0.00328,0.000392,0.0399,0.003151,2e-10,2.83e-10,1.5e-09,6.31e-10
1.3e-05,4.9,0.157,2131,19.76,0.00146,0.001138,0.00329,0.000392,0.03983,0.003146,2e-10,2.83e-10,1.5e-09,6.31e-10
1.30999999999998e-05,4.9,0.157,2131,19.76,0.00148,0.001138,0.00329,0.000392,0.03976,0.003141,2e-10,2.83e-10,1.5e-09,6.31e-10
1.31999999999999e-05,4.9,0.157,2130,19.76,0.00151,0.001138,0.0033,0.000392,0.03969,0.003135,2e-10,2.83e-10,1.5e-09,6.31e-10
1.32999999999999e-05,4.9,0.157,2130,19.76,0.00154,0.001138,0.0033,0.000392,0.03962,0.00313,2e-10,2.83e-10,1.5e-09,6.31e-10
1.34e-05,4.9,0.157,2130,19.77,0.00157,0.001138,0.00331,0.000392,0.03954,0.003126,2e-10,2.83e-10,1.5e-09,6.31e-10
1.34999999999998e-05,4.9,0.157,2129,19.76,0.00159,0.001138,0.00331,0.000392,0.03946,0.003119,2e-10,2.83e-10,1.5e-09,6.31e-10
1.35999999999999e-05,4.9,0.157,2127,19.75,0.00162,0.001138,0.00332,0.000392,0.03938,0.003112,2e-10,2.83e-10,1.5e-09,6.31e-10
1.37e-05,4.9,0.157,2126,19.74,0.00165,0.001138,0.00333,0.000392,0.03929,0.003104,2e-10,2.83e-10,1.5e-09,6.31e-10
1.38e-05,4.9,0.157,2124,19.73,0.00168,0.001138,0.00333,0.000392,0.03919,0.003097,2e-10,2.83e-10,1.4e-09,6.31e-10
1.38999999999998e-05,4.9,0.157,2123,19.73,0.00171,0.001138,0.00334,0.000392,0.0391,0.00309,2e-10,2.83e-10,1.4e-09,6.31e-10
1.39999999999999e-05,4.9,0.157,2121,19.72,0.00174,0.001138,0.00335,0.000392,0.03901,0.003083,2e-10,2.83e-10,1.4e-09,6.31e-10
1.41e-05,4.9,0.157,2120,19.71,0.00176,0.001138,0.00336,0.000392,0.03892,0.003075,2e-10,2.83e-10,1.4e-09,6.31e-10
1.42e-05,4.9,0.157,2120,19.71,0.00179,0.001138,0.00337,0.000392,0.03885,0.00307,2e-10,2.83e-10,1.4e-09,6.31e-10
1.42999999999999e-05,4.9,0.157,2119,19.71,0.00182,0.001138,0.00338,0.000392,0.03877,0.003065,3e-10,2.83e-10,1.4e-09,6.31e-10
1.43999999999999e-05,4.9,0.157,2119,19.71,0.00185,0.001138,0.00339,0.000392,0.0387,0.00306,3e-10,2.83e-10,1.4e-09,6.31e-10
1.45e-05,4.9,0.157,2119,19.71,0.00187,0.001138,0.00339,0.000392,0.03864,0.003055,3e-10,2.83e-10,1.3e-09,6.31e-10
1.46e-05,4.9,0.157,2118,19.71,0.0019,0.001138,0.0034,0.000392,0.03857,0.003049,3e-10,2.83e-10,1.3e-09,6.31e-10
1.46999999999999e-05,4.9,0.157,2118,19.71,0.00193,0.001138,0.00341,0.000392,0.0385,0.003044,3e-10,2.83e-10,1.3e-09,6.31e-10
1.47999999999999e-05,4.9,0.157,2118,19.72,0.00195,0.001138,0.00341,0.000392,0.03843,0.003039,3e-10,2.83e-10,1.3e-09,6.31e-10
1.49e-05,4.9,0.157,2117,19.72,0.00197,0.001138,0.00342,0.000392,0.03837,0.003034,3e-10,2.83e-10,1.3e-09,6.31e-10
1.5e-05,4.9,0.157,2117,19.72,0.002,0.001138,0.00343,0.000392,0.0383,0.003029,3e-10,2.83e-10,1.3e-09,6.31e-10
1.50999999999999e-05,4.9,0.157,2116,19.72,0.00202,0.001138,0.00343,0.000392,0.03823,0.003024,3e-10,2.83e-10,1.3e-09,6.31e-10
1.51999999999999e-05,4.9,0.157,2116,19.72,0.00204,0.001138,0.00344,0.000392,0.03817,0.003019,4e-10,2.83e-10,1.3e-09,6.31e-10
1.53e-05,4.9,0.157,2116,19.72,0.00206,0.001138,0.00344,0.000392,0.0381,0.003014,4e-10,2.83e-10,1.3e-09,6.31e-10
1.53999999999998e-05,4.9,0.157,2115,19.72,0.00208,0.001138,0.00345,0.000392,0.03804,0.003009,4e-10,2.83e-10,1.3e-09,6.31e-10
1.54999999999999e-05,4.9,0.157,2115,19.72,0.0021,0.001138,0.00345,0.000392,0.03797,0.003004,4e-10,2.83e-10,1.3e-09,6.31e-10
1.55999999999999e-05,4.9,0.157,2115,19.72,0.00211,0.001138,0.00346,0.000392,0.03791,0.002999,4e-10,2.83e-10,1.3e-09,6.31e-10
1.57e-05,4.9,0.157,2114,19.73,0.00213,0.001138,0.00346,0.000392,0.03784,0.002994,4e-10,2.83e-10,1.3e-09,6.31e-10
1.57999999999998e-05,4.9,0.037,2114,19.73,0.00215,0.001138,0.00347,0.000392,0.03778,0.002748,4e-10,2.83e-10,1.3e-09,6.31e-10
1.58999999999999e-05,4.9,0.038,2114,19.73,0.00216,0.001138,0.00347,0.000392,0.03771,0.002744,4e-10,2.83e-10,1.3e-09,6.31e-10
1.6e-05,4.91,0.038,2113,19.73,0.00218,0.001138,0.00348,0.000392,0.03765,0.00274,4e-10,2.83e-10,1.3e-09,6.31e-10
1.61e-05,4.91,0.039,2113,19.73,0.0022,0.001138,0.00348,0.000392,0.03758,0.002736,4e-10,2.83e-10,1.3e-09,6.31e-10
1.61999999999999e-05,4.91,0.039,2113,19.73,0.00222,0.001138,0.00348,0.000392,0.03751,0.002731,4e-10,2.83e-10,1.3e-09,6.31e-10
1.62999999999999e-05,4.91,0.04,2112,19.73,0.00224,0.001138,0.00349,0.000392,0.03744,0.002727,4e-10,2.83e-10,1.3e-09,6.31e-10
1.64e-05,4.91,0.04,2112,19.73,0.00226,0.001138,0.00349,0.000392,0.03738,0.002723,4e-10,2.83e-10,1.3e-09,6.31e-10
1.65e-05,4.91,0.041,2111,19.73,0.00228,0.001138,0.0035,0.000392,0.03731,0.002719,4e-10,2.83e-10,1.3e-09,6.31e-10
1.65999999999999e-05,4.91,0.042,2111,19.74,0.0023,0.001138,0.0035,0.000392,0.03724,0.002715,4e-10,2.83e-10,1.3e-09,6.31e-10
1.66999999999999e-05,4.91,0.042,2111,19.74,0.00232,0.001138,0.00351,0.000392,0.03718,0.002711,4e-10,2.83e-10,1.3e-09,6.31e-10
1.68e-05,4.91,0.043,2110,19.74,0.00235,0.001138,0.00351,0.000392,0.03711,0.002707,4e-10,2.83e-10,1.3e-09,6.31e-10
1.69e-05,4.91,0.044,2110,19.74,0.00237,0.001138,0.00352,0.000392,0.03704,0.002703,4e-10,2.83e-10,1.3e-09,6.31e-10
1.69999999999999e-05,4.91,0.045,2109,19.74,0.0024,0.001138,0.00353,0.000392,0.03698,0.002699,4e-10,2.83e-10,1.3e-09,6.31e-10
1.70999999999999e-05,4.91,0.046,2109,19.74,0.00242,0.001138,0.00353,0.000392,0.03691,0.002695,4e-10,2.83e-10,1.3e-09,6.31e-10
1.72e-05,4.91,0.046,2108,19.73,0.00245,0.001138,0.00354,0.000392,0.03684,0.002691,4e-10,2.83e-10,1.3e-09,6.31e-10
1.73e-05,4.91,0.047,2107,19.73,0.00248,0.001138,0.00354,0.000392,0.03678,0.002687,4e-10,2.83e-10,1.3e-09,6.31e-10
1.73999999999999e-05,4.91,0.048,2107,19.73,0.00251,0.001138,0.00355,0.000392,0.03671,0.002684,4e-10,2.83e-10,1.3e-09,6.31e-10
1.74999999999999e-05,4.91,0.049,2106,19.73,0.00254,0.001138,0.00355,0.000392,0.03665,0.00268,4e-10,2.83e-10,1.3e-09,6.31e-10
1.76e-05,4.91,0.05,2105,19.73,0.00257,0.001138,0.00355,0.000392,0.03658,0.002676,4e-10,2.83e-10,1.2e-09,6.31e-10
1.76999999999998e-05,4.91,0.051,2105,19.73,0.0026,0.001138,0.00355,0.000392,0.03652,0.002673,4e-10,2.83e-10,1.2e-09,6.31e-10
1.77999999999999e-05,4.91,0.052,2104,19.72,0.00263,0.001138,0.00356,0.000392,0.03646,0.00267,4e-10,2.83e-10,1.2e-09,6.31e-10
1.78999999999999e-05,4.91,0.053,2104,19.72,0.00266,0.001138,0.00356,0.000392,0.0364,0.002667,4e-10,2.83e-10,1.2e-09,6.31e-10
1.8e-05,4.9,0.054,2103,19.72,0.00269,0.001138,0.00356,0.000392,0.03635,0.002663,4e-10,2.83e-10,1.2e-09,6.31e-10
1.80999999999998e-05,4.9,0.054,2102,19.72,0.00271,0.001138,0.00356,0.000392,0.03629,0.00266,4e-10,2.83e-10,1.1e-09,6.31e-10
1.81999999999999e-05,4.9,0.055,2102,19.72,0.00274,0.001138,0.00356,0.000392,0.03624,0.002657,4e-10,2.83e-10,1.1e-09,6.31e-10
1.83e-05,4.9,0.055,2101,19.72,0.00276,0.001138,0.00356,0.000392,0.03619,0.002654,4e-10,2.83e-10,1.1e-09,6.31e-10
1.84e-05,4.9,0.056,2100,19.71,0.00278,0.001138,0.00356,0.000392,0.03614,0.002651,4e-10,2.83e-10,1.1e-09,6.31e-10
1.84999999999999e-05,4.9,0.056,2100,19.71,0.00281,0.001138,0.00356,0.000392,0.03608,0.002648,4e-10,2.83e-10,1.1e-09,6.31e-10
1.85999999999999e-05,4.9,0.057,2099,19.71,0.00283,0.001138,0.00357,0.000392,0.03603,0.002645,4e-10,2.83e-10,1.1e-09,6.31e-10
1.87e-05,4.9,0.057,2098,19.71,0.00285,0.001138,0.00357,0.000392,0.03599,0.002642,4e-10,2.83e-10,1.1e-09,6.31e-10
1.88e-05,4.9,0.057,2098,19.71,0.00287,0.001138,0.00357,0.000392,0.03594,0.002639,4e-10,2.83e-10,1.1e-09,6.31e-10
1.88999999999999e-05,4.9,0.057,2097,19.71,0.00289,0.001138,0.00357,0.000392,0.03589,0.002635,4e-10,2.83e-10,1.1e-09,6.31e-10
1.89999999999999e-05,4.9,0.058,2096,19.7,0.00291,0.001138,0.00357,0.000392,0.03584,0.002632,4e-10,2.83e-10,1.1e-09,6.31e-10
1.91e-05,4.9,0.058,2096,19.7,0.00293,0.001138,0.00357,0.000392,0.03579,0.002629,4e-10,2.83e-10,1.1e-09,6.31e-10
1.92e-05,4.9,0.058,2095,19.7,0.00295,0.001138,0.00357,0.000392,0.03574,0.002625,4e-10,2.83e-10,1.1e-09,6.31e-10
1.92999999999999e-05,4.9,0.058,2095,19.7,0.00297,0.001138,0.00357,0.000392,0.03569,0.002622,3e-10,2.83e-10,1.1e-09,6.31e-10
1.93999999999999e-05,4.9,0.058,2094,19.7,0.00299,0.001138,0.00357,0.000392,0.03564,0.002618,3e-10,2.83e-10,1.1e-09,6.31e-10
1.95e-05,4.9,0.058,2093,19.7,0.00301,0.001138,0.00357,0.000392,0.03559,0.002615,3e-10,2.83e-10,1.1e-09,6.31e-10
1.95999999999998e-05,4.9,0.058,2093,19.69,0.00303,0.001138,0.00357,0.000392,0.03554,0.002611,3e-10,2.83e-10,1.1e-09,6.31e-10
1.96999999999999e-05,4.9,0.058,2092,19.69,0.00305,0.001138,0.00357,0.000392,0.03548,0.002607,3e-10,2.83e-10,1.1e-09,6.31e-10
1.97999999999999e-05,4.9,0.058,2091,19.69,0.00307,0.001138,0.00357,0.000392,0.03543,0.002603,3e-10,2.83e-10,1.1e-09,6.31e-10
1.99e-05,4.9,0.058,2091,19.69,0.0031,0.001138,0.00357,0.000392,0.03537,0.002599,3e-10,2.83e-10,1.2e-09,6.31e-10
1.99999999999998e-05,4.9,0.058,2090,19.69,0.00312,0.001138,0.00357,0.000392,0.03532,0.002595,3e-10,2.83e-10,1.2e-09,6.31e-10
2.00999999999999e-05,4.9,0.058,2090,19.69,0.00314,0.001138,0.00357,0.000392,0.03527,0.002592,3e-10,2.83e-10,1.2e-09,6.31e-10
2.01999999999999e-05,4.89,0.058,2090,19.7,0.00317,0.001138,0.00357,0.000392,0.03522,0.002589,3e-10,2.83e-10,1.2e-09,6.31e-10
2.03e-05,4.89,0.058,2090,19.7,0.00319,0.001138,0.00357,0.000392,0.03517,0.002586,3e-10,2.83e-10,1.2e-09,6.31e-10
2.03999999999998e-05,4.89,0.058,2089,19.7,0.00322,0.001138,0.00357,0.000392,0.03512,0.002582,3e-10,2.83e-10,1.2e-09,6.31e-10
2.04999999999999e-05,4.89,0.058,2088,19.69,0.00324,0.001138,0.00357,0.000392,0.03506,0.002577,3e-10,2.83e-10,1.2e-09,6.31e-10
2.06e-05,4.89,0.058,2087,19.69,0.00326,0.001138,0.00357,0.000392,0.035,0.002573,4e-10,2.83e-10,1.2e-09,6.31e-10
2.07e-05,4.89,0.058,2086,19.68,0.00329,0.001138,0.00357,0.000392,0.03494,0.002568,4e-10,2.83e-10,1.2e-09,6.31e-10
2.07999999999999e-05,4.89,0.058,2085,19.68,0.00331,0.001138,0.00357,0.000392,0.03488,0.002564,4e-10,2.83e-10,1.2e-09,6.31e-10
2.08999999999999e-05,4.89,0.058,2084,19.67,0.00334,0.001138,0.00357,0.000392,0.03482,0.002559,4e-10,2.83e-10,1.1e-09,6.31e-10
2.1e-05,4.89,0.058,2083,19.67,0.00336,0.001138,0.00357,0.000392,0.03476,0.002555,4e-10,2.83e-10,1.1e-09,6.31e-10
2.11e-05,4.89,0.058,2082,19.66,0.00338,0.001138,0.00356,0.000392,0.0347,0.002551,5e-10,2.83e-10,1.1e-09,6.31e-10
2.11999999999999e-05,4.89,0.058,2081,19.66,0.00341,0.001138,0.00356,0.000392,0.03464,0.002547,5e-10,2.83e-10,1.1e-09,6.31e-10
2.12999999999999e-05,4.89,0.057,2080,19.65,0.00343,0.001138,0.00356,0.000392,0.03459,0.002543,5e-10,2.83e-10,1.1e-09,6.31e-10
2.14e-05,4.89,0.057,2080,19.65,0.00345,0.001138,0.00356,0.000392,0.03453,0.002538,6e-10,2.83e-10,1e-09,6.31e-10
2.15e-05,4.89,0.057,2079,19.65,0.00347,0.001138,0.00356,0.000392,0.03448,0.002534,6e-10,2.83e-10,1e-09,6.31e-10
2.15999999999999e-05,4.89,0.057,2078,19.64,0.0035,0.001138,0.00356,0.000392,0.03442,0.00253,6e-10,2.83e-10,1e-09,6.31e-10
2.16999999999999e-05,4.89,0.057,2077,19.64,0.00352,0.001138,0.00356,0.000392,0.03437,0.002526,6e-10,2.83e-10,1e-09,6.31e-10
2.18e-05,4.89,0.057,2076,19.63,0.00354,0.001138,0.00356,0.000392,0.03432,0.002523,6e-10,2.83e-10,9e-10,6.31e-10
2.18999999999998e-05,4.89,0.057,2075,19.63,0.00356,0.001138,0.00356,0.000392,0.03427,0.002519,6e-10,2.83e-10,9e-10,6.31e-10
2.19999999999999e-05,4.88,0.057,2074,19.62,0.00358,0.001138,0.00356,0.000392,0.03422,0.002516,6e-10,2.83e-10,9e-10,6.31e-10
2.20999999999999e-05,4.88,0.057,2073,19.62,0.0036,0.001138,0.00357,0.000392,0.03418,0.002512,6e-10,2.83e-10,8e-10,6.31e-10
2.22e-05,4.88,0.057,2072,19.61,0.00362,0.001138,0.00356,0.000392,0.03413,0.002508,6e-10,2.83e-10,8e-10,6.31e-10
2.22999999999998e-05,4.88,0.056,2071,19.61,0.00364,0.001138,0.00356,0.000392,0.03408,0.002505,6e-10,2.83e-10,8e-10,6.31e-10
2.23999999999999e-05,4.88,0.056,2070,19.6,0.00366,0.001138,0.00356,0.000392,0.03404,0.002501,6e-10,2.83e-10,8e-10,6.31e-10
2.25e-05,4.88,0.056,2070,19.6,0.00368,0.001138,0.00356,0.000392,0.03399,0.002498,6e-10,2.83e-10,8e-10,6.31e-10
2.26e-05,4.88,0.056,2069,19.6,0.0037,0.001138,0.00356,0.000392,0.03395,0.002495,6e-10,2.83e-10,8e-10,6.31e-10
2.26999999999998e-05,4.88,0.056,2069,19.6,0.00372,0.001138,0.00356,0.000392,0.0339,0.002492,6e-10,2.83e-10,8e-10,6.31e-10
2.27999999999999e-05,4.88,0.056,2068,19.6,0.00374,0.001138,0.00355,0.000392,0.03386,0.002489,6e-10,2.83e-10,8e-10,6.31e-10
2.29e-05,4.88,0.056,2068,19.6,0.00377,0.001138,0.00355,0.000392,0.03381,0.002485,6e-10,2.83e-10,8e-10,6.31e-10
2.3e-05,4.88,0.056,2067,19.6,0.00379,0.001138,0.00355,0.000392,0.03377,0.002482,6e-10,2.83e-10,8e-10,6.31e-10
2.30999999999999e-05,4.88,0.056,2067,19.6,0.00382,0.001138,0.00355,0.000392,0.03372,0.002478,6e-10,2.83e-10,8e-10,6.31e-10
2.31999999999999e-05,4.88,0.056,2066,19.6,0.00384,0.001138,0.00355,0.000392,0.03368,0.002475,6e-10,2.83e-10,8e-10,6.31e-10
2.33e-05,4.88,0.056,2066,19.6,0.00386,0.001138,0.00354,0.000392,0.03364,0.002472,5e-10,2.83e-10,8e-10,6.31e-10
2.34e-05,4.88,0.056,2065,19.6,0.00389,0.001138,0.00354,0.000392,0.03359,0.002469,5e-10,2.83e-10,8e-10,6.31e-10
2.34999999999999e-05,4.88,0.055,2065,19.6,0.00391,0.001138,0.00354,0.000392,0.03355,0.002466,5e-10,2.83e-10,9e-10,6.31e-10
2.35999999999999e-05,4.88,0.055,2064,19.6,0.00393,0.001138,0.00354,0.000392,0.03351,0.002463,5e-10,2.83e-10,9e-10,6.31e-10
