,t[s],P[kPa],T[K],density[kg/m3],mean_MW[kg/mol],gas_mass[kg],H_gas[J],W_work[J],N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],N_agg[#/g],N_pri[#/g],d_p[nm],d_m[nm],d_g[nm],d_v[nm],n_p,soot_mass[ug/g],volume_fraction,SSA[m2/g],total_carbon_mass_per_kggas[kg/kg],carbon_yield,total_hydrogen_mass_kggas[kg/kg],total_carbon_mass[kg],total_hydrogen_mass[kg],inception_mass[mol/kg-s],coagulation_mass[mol/kg-s],PAH_adsorption_mass[mol/kg-s],surface_growth_mass[mol/kg-s],H_soot[J]
30,0.00011506508809084291,470147.99999999994,1880.9867761910853,1.0593306282081012,0.03523845538147637,0.9018311641946484,1122488.6310722108,0.0,7.674397993401253e-07,7.720152543518024e-07,0.00031575813447708254,0.0002285014898084653,6.136716588992852,489583476967.15283,492502360214.08594,462163052714998.2,464918456145436.7,2.0465974631281414,2.0503502616951974,1.5893355077462945,2.048699774688213,1.0059619725424862,4.022900454931172,2.3675453700782745e-09,1525.445796569641,0.0319788928948552,0.0001185965450024402,0.01073506753409754,0.028839562209023232,0.009681218451983357,0.022665649180785126,-0.0003157875411599015,0.05766654554654989,0.8537494667597211,9.822626624441703
31,0.00014400530937143,470148.0,1870.6875337800525,1.0634565719332167,0.03518200643148417,0.9018270339868539,1122477.614338919,0.0,1.5963948342560451e-06,1.622531723673963e-06,0.0006762787825755431,0.0004761477977991038,13.055937584684523,1022376782773.0719,1039115592208.7961,961371446428256.6,977111449243129.9,2.0587190398618453,2.0693095982273,1.604139752656524,2.064975038104192,1.0163724467513064,8.602741437696343,5.0825788436446585e-09,1517.6484937086132,0.03197903935251025,0.0002540055767834447,0.010735116698802002,0.0288395622090232,0.009681218451983355,0.03660308966628276,-0.001379520502946157,0.15848406862266146,1.6990256742863363,20.839359827854818
32,0.00016992459027431953,470147.99999999994,1863.4571717211802,1.0663732784905275,0.03514214462015982,0.9018213933787549,1122462.6637288851,0.0,2.6692318539397306e-06,2.7593663646193227e-06,0.0011694550823482745,0.0008047168042290245,22.448337108040377,1714140665710.263,1772023696707.2673,1607449005227009.2,1661729276652170.0,2.0698318302575816,2.0920494501078752,1.6221692109900223,2.0834163503310066,1.0337679585782538,14.857479532747979,8.802010644134653e-09,1510.9115283356828,0.03197923937130524,0.0004392391427436552,0.010735183843567735,0.028839562209023232,0.009681218451983352,0.05147167350654554,-0.003902048423351249,0.32376550639389495,2.784267065191306,35.789969825833246
33,0.00016999258445537697,470147.99999999994,1863.4400555971338,1.0663801990407265,0.035142049897895974,0.9018213758358979,1122462.6173451354,0.0,2.6724674562495972e-06,2.7628676117228983e-06,0.0011709899669739472,0.0008057262148345416,22.477468952514926,1716229658905.2224,1774283659761.2883,1609397530495291.5,1663837776955502.2,2.069861341630478,2.092118216377316,1.6200660418571042,2.0834708901485053,1.033826475702033,14.876932517877298,8.81359236640525e-09,1510.894058671317,0.031979239993387684,0.00043981563466486453,0.010735184052396023,0.028839562209023253,0.009681218451983373,0.05151341760366603,-0.003911653669713409,0.32360495361138,2.78756004570716,35.83635357463863
34,0.0001802491861474725,470147.99999999994,1860.9520674025991,1.0673868163106923,0.03512825798483673,0.901818552053484,1122455.1584131736,0.0,3.1853301179635005e-06,3.3240520195754994e-06,0.0014181220870679804,0.0009673846876633434,27.161124951399003,2047515450438.278,2136685246455.0063,1918250646485681.0,2001790928840801.2,2.0743374190776356,2.1031188406671006,1.6289208084491267,2.09212321143841,1.0435502432949364,18.008188152938164,1.0678723677826996e-08,1508.2652802562745,0.03197934012707344,0.0005326367290471778,0.010735217666501502,0.028839562209023246,0.009681218451983366,0.05796400222618217,-0.0055889657972821236,0.41404942424549834,3.3124364568706537,43.2952855423544
35,0.0002078522144062247,470147.9999999999,1855.0533656033435,1.0697771251796016,0.03509532811585653,0.9018090708625878,1122430.1961218396,0.0,4.7950704524976615e-06,5.1785229020852716e-06,0.002248721780411807,0.0015004997214912784,42.817680728658175,3089151480494.2207,3336184910780.0464,2887658941086063.0,3118579405238212.0,2.086631158488479,2.139732643463651,1.6591228733525416,2.120146618343914,1.07996805331356,28.521901023789418,1.6951154045492542e-08,1501.2211385540184,0.031979676342618675,0.0008446041596687114,0.010735330531465158,0.028839562209023225,0.009681218451983364,0.07671987549151654,-0.012911752977221856,0.7429512117393504,5.016190933039181,68.25757687246917
36,0.00023430240846572612,470148.0,1850.2619565312157,1.0717195263169332,0.03506823877059041,0.9017971222622396,1122398.8611063089,0.0,6.591301581616194e-06,7.463775092126542e-06,0.0032968011511992313,0.002156910465764546,62.42615464579625,4254056285351.205,4817154692430.752,3969374617975541.0,4494790450431900.5,2.098745452366159,2.186158194928043,1.698778228519865,2.1545966704798802,1.1323674087290687,41.772044376544635,2.487106422917796e-08,1494.4481549207842,0.031980100065829235,0.0012382554347801736,0.01073547277207667,0.028839562209023263,0.00968121845198337,0.09629995243013241,-0.025007184039067813,1.1932186474356203,7.075413569678166,99.59259240126372
37,0.0002582961675271711,470147.9999999999,1846.4777821764558,1.0732509593211097,0.035046525108850625,0.901783582410475,1122363.4648938605,0.0,8.34185055015102e-06,9.998316615366388e-06,0.004485748156520125,0.0028857887268978364,84.512316527064,5391561898129.168,6462180374097.602,5023579854556690.0,6021127042071583.0,2.1099893378113475,2.239311888564128,1.7457694957930368,2.19310149772452,1.1985729731378822,56.78719614467626,3.3859395966349895e-08,1488.2283730253682,0.031980580231827725,0.0016848156073488712,0.010735633960096492,0.028839562209023225,0.009681218451983368,0.11509308754138682,-0.04120885244645901,1.731624768619649,9.329399742195463,134.9888048477915
38,0.00027926219568951457,470147.99999999994,1843.5262427965747,1.0744415094013164,0.03502931902049056,0.9017694686554706,1122326.6596797982,0.0,9.88240938309297e-06,1.258886462255903e-05,0.005726219729642662,0.0036325777308680814,107.4057322303045,6394351770771.914,8145546867243.25,5951326074822700.0,7581191526918934.0,2.119981912554891,2.29492573719284,1.796546566372004,2.2326056189725945,1.2738659303161757,72.43926352545304,4.323986202344861e-08,1482.7004997443858,0.03198108076560049,0.0021507280469118565,0.01073580198542093,0.028839562209023242,0.009681218451983378,0.13207843351561713,-0.05958491369113115,2.3120905498690285,11.61393509569705,171.79401891090978
39,0.0002874928417595766,470147.99999999994,1842.4460369599751,1.0748759040107951,0.03502294773708679,0.9017633151577945,1122310.6362193883,0.0,1.0473517201833845e-05,1.3703862403638815e-05,0.006267361656072035,0.003954689558693517,117.34987810943267,6779564279947.636,8870584184724.477,6307299526066544.0,8252658889853938.0,2.123941549175482,2.3191115197759924,1.8191046321191342,2.249574345240124,1.3084298368497793,79.26360792624432,4.733252345826616e-08,1480.5013445593854,0.031981298999701264,0.0023539771664848838,0.010735875244924219,0.02883956220902327,0.009681218451983362,0.13884519736444004,-0.0678004660221772,2.569430145498153,12.593309845774193,187.8174793210516
40,0.0002969316321966075,470147.99999999994,1841.2567360746193,1.0753531076080287,0.0350158791930807,0.9017558186807076,1122291.1321279926,0.0,1.113410466933664e-05,1.5051322042762619e-05,0.006926829628055297,0.004344560397188948,129.43573132093545,7210365822051.377,9747127520069.377,6705114600068268.0,9064118056766012.0,2.1285055480587594,2.3484473025943684,1.8468337057438484,2.2699993592784886,1.351821497081306,87.57746754293863,5.232038993263351e-08,1477.9570014110536,0.03198156486665792,0.0026016687204855516,0.010735964494409684,0.028839562209023274,0.009681218451983414,0.1466518024146616,-0.07783994126473864,2.8856674672035107,13.774670334353212,207.32157071646049
41,0.00030028353869447947,470148.0,1840.8464880408903,1.0755174249955581,0.035013426696262236,0.9017530415872501,1122283.9110009442,0.0,1.1363252530276507e-05,1.5547592464591075e-05,0.007171190465956804,0.0044883227436091225,133.9052779202345,7359884764959.913,10070047163614.78,6843110668328139.0,9362979092278646.0,2.1301320053105726,2.3592675301914845,1.8571603995183332,2.2774911611349635,1.3682343521950002,90.65739801216519,5.4168672926022967e-08,1477.0474429705775,0.031981663359028294,0.00269344894067533,0.010735997557538264,0.028839562209023274,0.009681218451983418,0.14943306139249563,-0.08155001295355493,3.003494202175796,14.209280821042206,214.5426977653519
42,0.0003070910428624229,470147.99999999994,1840.0319541161743,1.0758431725385473,0.03500853403392331,0.9017472133252573,1122268.7629803352,0.0,1.1818486937992824e-05,1.6584216519563478e-05,0.0076841266555598515,0.004788926431579734,143.27236114019837,7657054758771.521,10744713319722.746,7117259238355366.0,9987248693849720.0,2.1334441115648346,2.381874683666936,1.8789047662023688,2.293073631480196,1.403243630641947,97.12128310296178,5.804848296361379e-08,1475.1901597954604,0.03198187006608574,0.0028861041829365656,0.010736066947502084,0.028839562209023277,0.009681218451983406,0.1550916792955736,-0.08929493970175122,3.2518484362793294,15.116442915488964,229.69071837459555
43,0.0003153426472758785,470147.9999999999,1839.0767980255803,1.0762242223538387,0.03500275432538458,0.9017398061539982,1122249.5238621968,0.0,1.2349974242714095e-05,1.789245181835245e-05,0.008336203266321058,0.0051689032847171265,155.15211946532173,8004232948496.221,11596408993187.02,7437328376599766.0,1.0775086410733448e+16,2.1374744417839193,2.410377049267302,1.9066373086191188,2.312586879032579,1.4487845453530526,105.33639194277708,6.298087583565246e-08,1472.920389656089,0.0319821327751146,0.003131019593401763,0.010736155136895508,0.028839562209023274,0.009681218451983407,0.16196147691339896,-0.09901702672806613,3.569407975540543,16.260308491985736,248.9298365112302
44,0.000331054787355494,470147.9999999999,1837.349289147192,1.07691038899346,0.03499217070934709,0.9017246425340497,1122210.1777127245,0.0,1.3291501941000159e-05,2.0540314589397497e-05,0.009671697042362124,0.0059401312368820855,179.3887038688326,8619945717402.0625,13321022527394.293,8004329613217625.0,1.2369666653364592e+16,2.1451955280078794,2.4677586832252745,1.9635118158029912,2.3514361981183254,1.5453719738050822,122.15440546258863,7.308297127998953e-08,1468.5405998212052,0.031982670594404065,0.003632621707225465,0.010736335678680138,0.02883956220902327,0.009681218451983411,0.17503947361510416,-0.11831310449255027,4.225467886341723,18.573644779300892,288.2759859851056
45,0.00035400342254155955,470147.9999999999,1835.0215574144563,1.0778272995716396,0.03497759477790822,0.9016999275285985,1122146.1437980144,0.0,1.4478079772562927e-05,2.477599928145934e-05,0.011849934834838174,0.00718009176533066,218.66761182036012,9397472204284.213,16081674382131.383,8718903490400593.0,1.4920455613364698e+16,2.1565871133012458,2.557893291621491,2.0555574100713523,2.4113171948273595,1.711276610618748,149.56709980069462,8.955972404608033e-08,1462.0034226226574,0.031983547218493724,0.004450752574413469,0.010736629954621308,0.0288395622090233,0.009681218451983414,0.19401248242947908,-0.1475061460581796,5.3099128804529485,22.274642395079315,352.30990069511637
46,0.0003762651534884613,470148.0,1832.9607878861282,1.0786294386916782,0.034964315913572165,0.9016729450626436,1122076.3457308095,0.0,1.5399435400715783e-05,2.9298002743398417e-05,0.014229924707483393,0.008512740498200649,261.25735495145244,10002947115866.893,19030981618268.645,9273756822361488.0,1.7643669767953154e+16,2.1677838451223312,2.6507273394275406,2.153712349158367,2.471540587759909,1.902537461992705,179.49646808376926,1.0756120812018599e-07,1455.5013685813926,0.0319845043227061,0.005344660110648315,0.010736951247118548,0.028839562209023267,0.009681218451983406,0.2121079543689064,-0.1758628276110592,6.513392551454362,26.234572425873132,422.10796789959625
47,0.0003979987536528567,470148.00000000006,1831.115317170864,1.0793376895721032,0.03495204816038597,0.9016436584114588,1122000.6925562096,0.0,1.608189833725115e-05,3.40969465450027e-05,0.016815150472394912,0.0099374297890901,307.16509835265856,10453110952756.691,22162754539962.43,9684745611821230.0,2.053366129440798e+16,2.178880805176957,2.7444142649783902,2.256195078204846,2.5307882629944736,2.120206572007893,211.98370155133813,1.271122214774242e-07,1449.0033719798473,0.031985543224286234,0.0063156528113670046,0.010737299998360825,0.028839562209023287,0.009681218451983404,0.22932757567528428,-0.20271295875634393,7.841568747938016,30.455338088648734,497.7611424986642
48,0.00041892209465786955,470148.0,1829.4783082523395,1.0799556876771907,0.03494079584429257,0.9016126456786787,1121920.6782578577,0.0,1.654839197896815e-05,3.9065332854393075e-05,0.019554776291500767,0.011424140511091242,355.442155829512,10762487020989.025,25406706485462.258,9965674651093682.0,2.35256934848021e+16,2.189749229239851,2.835564069071677,2.3592879468299723,2.586879894608524,2.360672438992404,246.3879516723957,1.478267054354092e-07,1442.6117568529398,0.03198664342968994,0.007344637091640602,0.010737669328823548,0.02883956220902327,0.009681218451983402,0.2453689879393194,-0.2273160533561695,9.271879445098874,34.852655358922775,577.7754408509998
49,0.00043989883606762516,470148.0,1827.9620177100426,1.080517230860406,0.03492998961451902,0.9015787189474934,1121833.2405435264,0.0,1.684472618508927e-05,4.437722778004004e-05,0.022553999180631494,0.013027280298609743,407.8849016195073,10960908642749.15,28876381495951.92,1.0144131282405446e+16,2.6724591400507256e+16,2.2008589847708224,2.9262037039648465,2.4653019305970765,2.6410234848574015,2.63448792770061,284.0275826995633,1.7049816508139284e-07,1436.0749675884715,0.03198784709857693,0.008471124214235872,0.010738073391179088,0.028839562209023284,0.00968121845198341,0.26082529784667785,-0.25054923605787266,10.86308902884607,39.59252662362846,665.2131551825928
50,0.0004612250782543404,470147.99999999994,1826.5377879760517,1.081032713688793,0.03491942550847855,0.9015412621100701,1121736.8000358157,0.0,1.6987498700646386e-05,5.0102800343441974e-05,0.025867719229404493,0.01477159244451252,465.3620131943099,11059084549197.697,32617580428636.77,1.023011090151096e+16,3.017261181424959e+16,2.2124038896946807,3.0161331154363262,2.57423400630316,2.6929725109901987,2.949392445960012,325.58694084844603,1.9553896344834895e-07,1429.3018386475344,0.031989176115493484,0.009715734268512464,0.010738519531900711,0.028839562209023305,0.009681218451983407,0.2758134169708975,-0.2726348122182298,12.649297528793896,44.75412497221474,761.6536628932523
51,0.00048306000936002296,470148.0,1825.1923560938578,1.0815063187511555,0.03490899086144634,0.9014997613869491,1121630.0439136738,0.0,1.69855246956407e-05,5.628768133392571e-05,0.029541936540173362,0.016675526759189915,528.5565831232792,11062643915340.115,36660073007763.43,1.0228922127902544e+16,3.389723422984325e+16,2.2245145936987054,3.1046728031910447,2.6855619912019453,2.7421861599516926,3.3138617936466708,371.6371307572857,2.2329328066475217e-07,1422.2383593540249,0.031990648743660095,0.011095744570913625,0.010739013881810611,0.02883956220902328,0.0096812184519834,0.2903297319177998,-0.29363333538414527,14.65993017196689,50.40003138770653,868.409785034938
52,0.0005055970529483615,470148.0,1823.9142539455338,1.0819410868564356,0.03489856929644544,0.9014535296429962,1121511.2153328566,0.0,1.684390041153631e-05,6.299400066667096e-05,0.03363815934439329,0.018763923357995226,598.3845124854249,10974814383754.934,41044380916272.08,1.0143633989944962e+16,3.793587415699864e+16,2.237349250561882,3.1913608630594177,2.7990635868176916,2.7882450043401956,3.7398701682851705,422.9419666303667,2.5422127280736514e-07,1414.814702009431,0.03199228940891122,0.012634257182616258,0.010739564640472892,0.02883956220902326,0.009681218451983404,0.30437285114481294,-0.31358431176226714,16.931809679222976,56.614700099700066,987.2383658528719
53,0.0005290674450167042,470148.0,1822.694013671365,1.0823387025506244,0.03488803807631378,0.9014016597941286,1121377.994357704,0.0,1.6564513449630712e-05,7.030289078899014e-05,0.038237607476542375,0.02106939276972032,676.0499478411215,10796743340132.46,45823396517270.55,9975383227716984.0,4.233739069783217e+16,2.251098922444899,3.275916093434314,2.914815267148666,2.830809657928152,4.244186887998057,480.5098513126284,2.889302272402798e-07,1406.9429502731905,0.03199413035872372,0.014361777704911465,0.010740182633116609,0.02883956220902328,0.009681218451983385,0.3179341026684858,-0.33247163134441265,19.510168547434958,63.51006106172755,1120.4593410049913
54,0.000553746483052854,470148.0,1821.524431523953,1.0826992092254064,0.034877264292393975,0.9013429608927384,1121227.334297028,0.0,1.6147056160249817e-05,7.831768380333011e-05,0.04344698454241586,0.023634164452852942,763.1200371419897,10528150404733.168,51064438387327.52,9723984570253176.0,4.716401189935334e+16,2.265995417653555,3.358235874078826,3.033231473899221,2.8696002822314726,4.8502762996594715,545.6649691074327,3.282172391970129e-07,1398.513887358863,0.03199621393887517,0.016318383265210616,0.010740882074892525,0.02883956220902325,0.009681218451983368,0.33098786309230394,-0.350210189241716,22.449464259740154,71.23344014535668,1271.1194016814932
55,0.0005799631904907487,470147.99999999994,1820.400966511351,1.083020597085894,0.0348660995404808,0.9012758680199802,1121055.230519791,0.0,1.5590311581034704e-05,8.716812382468739e-05,0.04940662449538717,0.026512626680792514,861.6285196335261,10168161052744.43,56851944049226.32,9388705145686160.0,5.24938714944102e+16,2.2823221913045177,3.4384599764325117,3.1551888217015738,2.9044121156083125,5.591172656916369,620.1476945083344,3.7312929243769827e-07,1389.3924419353723,0.03199859580439128,0.018556782314063002,0.010741681648763221,0.028839562209023246,0.009681218451983364,0.343481231969727,-0.36664396665345184,25.81388182119597,79.97904927535772,1443.223178918012
56,0.0006081372569966627,470147.9999999999,1819.3215589607235,1.0832983781541798,0.03485436308190166,0.9011982474172511,1120856.219971405,0.0,1.4893067397232792e-05,9.702406735824231e-05,0.05630802998333629,0.029777580606280416,974.3159271087258,9715902614555.125,63296322011936.45,8968814881002540.0,5.842925946200193e+16,2.300444348941635,3.5171969093288213,3.28239188942308,2.935204859363025,6.514713508667118,706.3315493809827,4.250932343797486e-07,1379.4030975433566,0.03200135185756819,0.021148901905493657,0.010742606834543691,0.028839562209023242,0.009681218451983357,0.3553313489200024,-0.3815597951738091,29.680722443051835,90.01340878024946,1642.2337273043595
57,0.0006387724493610458,470148.0,1818.2890502254438,1.083524170105372,0.034841842966950594,0.9011072628431847,1120623.0362878167,0.0,1.4056419275676709e-05,0.00010809432856668929,0.06440611238344668,0.03352261961138326,1104.7519872558653,9172003497283.21,70533009880101.52,8464973602195916.0,6.509592663100651e+16,2.320814400878702,3.5957495986050074,3.4177272424761798,2.962198093843132,7.690033033785226,807.3726164058526,4.860043023094189e-07,1368.3297709226804,0.032004583026029904,0.024190484968392923,0.01074369151285837,0.028839562209023253,0.009681218451983359,0.3663959013092063,-0.39467052645375494,34.13731844601609,101.69364361054079,1875.4174108904595
58,0.0006725349112535725,470147.99999999994,1817.3115353767723,1.0836843639183709,0.03482826037012803,0.9009989227297371,1120345.4431373032,0.0,1.3084679829951306e-05,0.00012065468916406516,0.07406005606586458,0.03787580148034037,1257.8731557173226,8539192671276.878,78740454551023.52,7879778425888682.0,7.265995263262347e+16,2.344037982634894,3.6767912314128406,3.5663110171487955,2.9861607487809314,9.221065454569413,927.7141412992825,5.585273939511059e-07,1355.8844257301562,0.03200843139928364,0.027816438637896863,0.010744983382058185,0.02883956220902325,0.009681218451983352,0.37647025787218413,-0.405638382223556,39.28883515827005,115.52919016991743,2153.0105614051427
59,0.0007103279794467356,470148.0,1816.4057580856002,1.0837569635668298,0.034813233504113805,0.9008674415416494,1120008.5839561354,0.0,1.1986972953398416e-05,0.0001350753742861891,0.08579122001041674,0.04301660370333969,1440.6877685824732,7823342282895.379,88157443179302.97,7218723889115709.0,8.134429225641302e+16,2.370952111465469,3.7653570163666434,3.7370353973387163,3.0088357429105135,11.268514145424348,1073.7990800780817,6.465206836145984e-07,1341.6734986192323,0.032013103015100956,0.03222258169731521,0.010746551607432885,0.028839562209023263,0.009681218451983364,0.38525766059023886,-0.4140711793361896,45.266502152790714,132.27219134843145,2489.8697425726405
60,0.0007533560464710769,470147.9999999999,1815.6044596703869,1.0837059694627766,0.03479623847109425,0.9007043478132357,1119590.6635304189,0.0,1.0780505558808777e-05,0.0001518407967319771,0.10036447362414201,0.049195801635985324,1663.1703335632662,7035605808053.077,99094795282026.53,6492172237032914.0,9.14406657104146e+16,2.402717399011007,3.8704583504867824,3.944995872284027,3.033676381986138,14.084756591763696,1255.0670607486427,7.55624258783003e-07,1325.164515568747,0.03201889974112044,0.03769619374184541,0.01074849752361892,0.028839562209023267,0.009681218451983359,0.39231438029276783,-0.41950517771863904,52.233356595598195,153.05351983725566,2907.7901682886572
61,0.0008030987464414091,470147.99999999994,1814.9697401252167,1.0834727625768659,0.03477658868879222,0.9004975232543789,1119060.4080251805,0.0,9.496740949755317e-06,0.00017152326108128631,0.11887707472134287,0.056746900991589785,1938.9831934015401,6196457779318.969,111915935275530.38,5719071114055224.0,1.0329372287066664e+17,2.4408765108169397,4.0074654978854625,4.2148581888992664,3.0670367859130017,18.06127617766657,1485.0334206775726,8.938851460113903e-07,1305.6832030870019,0.03202625378112948,0.04464939712573405,0.010750966218092019,0.028839562209023284,0.00968121845198336,0.3969769079268882,-0.4213938887288676,60.372427510853285,179.56057115699338,3438.045673527671
62,0.0008610096431541224,470147.9999999999,1814.6117596153845,1.0829668263377137,0.03475349343122534,0.9002310340066001,1118376.4621641329,0.0,8.189170405659566e-06,0.00019462544132115475,0.14277848709909477,0.06605534738967538,2284.800894399914,5340795720365.918,126930405961998.36,4931633721807502.0,1.172061810898132e+17,2.48723755913696,4.200390462737589,4.583692033220128,3.1195011240822414,23.76619751210066,1781.4961987160214,1.071834046920106e-06,1282.5179734015933,0.032035734294416515,0.05362660030491508,0.01075414875323258,0.02883956220902328,0.009681218451983355,0.3983301317231035,-0.4191576170134611,69.82483991154683,214.1864303673552,4121.991534576319
63,0.0009271518740586714,470147.99999999994,1814.697153339625,1.0820753976989634,0.03472652070736276,0.8998907587036705,1117501.5417586924,0.0,6.943286185427612e-06,0.00022097783273911355,0.17337020073835932,0.07733127086004106,2712.1858227709176,4524530231694.517,143998224768676.75,4181344702333999.0,1.3307596224337915e+17,2.542864814056414,4.477911689528592,5.093512406883668,3.204763132571996,31.826116170019905,2160.2994020953547,1.2986704637062023e-06,1255.4675616445886,0.03204784795275358,0.06511663380580691,0.010758215214844024,0.028839562209023294,0.00968121845198336,0.3954158216476272,-0.41244400826235733,80.45640985133463,259.53354300131326,4996.911940016129
64,0.0009973423458825644,470147.9999999999,1815.37247263168,1.0807472534864913,0.03469680444482583,0.8994840120591631,1116452.7741351705,0.0,5.870974949991838e-06,0.0002486051418522173,0.21003508755326294,0.09002462718040226,3204.3354458425824,3821072457774.422,161802472073898.3,3535583778212380.5,1.4971351678380256e+17,2.6053627774371746,4.850025884402414,5.753821649998291,3.3299936499267195,42.344779865320824,2613.476260800087,1.5691707171732438e-06,1226.081711131216,0.03206233998868052,0.07888770863925255,0.01076308007945624,0.028839562209023298,0.009681218451983354,0.3881218983699587,-0.40186896397128963,91.43401380379088,315.93981591084713,6045.679563537698
65,0.001073782215318151,470147.9999999999,1816.8293401373114,1.0788163745202168,0.03466260965480951,0.8989807844227825,1115150.0130437035,0.0,4.931048334021694e-06,0.0002779905349313184,0.2555300695985141,0.10470565306327542,3788.1514177487074,3203595643601.052,180604448860058.53,2969546735908407.5,1.674098142423718e+17,2.6781563815514033,5.357647904622571,6.63332530147997,3.510853914907377,56.375544529411094,3174.714964235536,1.9027413821398117e-06,1193.225678658961,0.03208028770886426,0.09597530543054428,0.010769104990602754,0.02883956220902334,0.009681218451983366,0.37625733317056903,-0.38732292314468636,102.93273828001601,389.8608120398087,7348.44065500378
66,0.0011512337500501411,470148.0,1819.1497109277452,1.076280090174177,0.0346252836878358,0.8983959551697802,1113627.7524993336,0.0,4.1572746169405244e-06,0.00030674596695402426,0.30857030736226454,0.12054973796066792,4435.870781428605,2694541801376.8037,198817712689291.66,2503569308748190.0,1.8472674028292813e+17,2.7579985930835713,5.998722757761154,7.728498327854728,3.746729262124786,73.78535103359825,3827.752097592512,2.288740762645146e-06,1158.8709687386947,0.03210117102939671,0.11589684745290914,0.010776115360129606,0.028839562209023336,0.009681218451983378,0.3608400748683801,-0.36993806976657007,114.01851660676388,482.6879866028368,8870.701199369523
67,0.0012261385119637317,470147.9999999999,1822.3245876039766,1.0731770036687778,0.0345857091483161,0.897743279759761,1111917.3405550485,0.0,3.533026288106827e-06,0.0003333593727111556,0.36795753562838757,0.13691949866024242,5124.381708461567,2283332362297.689,215444262769556.62,2127638175708067.8,2.0075370794662566e+17,2.8424778511133773,6.769765858053458,9.035868958006448,4.03528134175892,94.35519170444279,4557.552815082088,2.7172560411955544e-06,1124.3713274158226,0.032124509154489014,0.13820227467902751,0.010783949788601168,0.028839562209023433,0.009681218451983394,0.34308018196164664,-0.35079669025991533,124.13487620659882,596.6362315907661,10581.113143649152
68,0.0012538715547773522,470148.00000000006,1823.7670073987777,1.0718398851930606,0.03456995871778875,0.8974757650022076,1111212.545358731,0.0,3.3258413805056107e-06,0.00034287486324127,0.39235375576648585,0.14327874654915776,5397.126104441486,2146754350800.2356,221317862228093.22,2002868507187116.2,2.0648407032196723e+17,2.875944813113115,7.102081486874693,9.597590998338324,4.160530384774177,103.09417197435448,4856.985937032811,2.89217291618531e-06,1111.2089214198245,0.032134084655703776,0.14736532418933992,0.010787164210455943,0.028839562209023447,0.009681218451983381,0.33580753981730604,-0.34311429835943685,127.7155581632443,646.8880155923918,11285.908339964983
69,0.0013268492434363593,470147.9999999999,1828.377997441798,1.0677429523909097,0.03452488908519757,0.8966903329822229,1109130.0390025629,0.0,2.828507541505546e-06,0.00036694075953966354,0.46415366404785374,0.16092658484319958,6169.290283831516,1818758180996.7751,235946518989553.5,1703367066880824.0,2.209768919206797e+17,2.9709655703240134,8.134517536872442,11.338749797417922,4.551691544024545,129.7294612636422,5737.163656400718,3.403231144908405e-06,1075.3206032302553,0.03216223165148737,0.1743328671404159,0.010796612939704076,0.0288395622090236,0.009681218451983423,0.3147060556579613,-0.32115244484394007,136.65576635117037,807.794338325303,13368.414696118945
70,0.0013958164288323362,470147.99999999994,1834.0570710768707,1.0629307602803966,0.03447604295043494,0.8958122982423501,1106777.7560855197,0.0,2.4069275343097874e-06,0.0003882391265671797,0.5447015395253216,0.17909880105211068,6987.141857634831,1540702884715.1787,248516473277573.88,1449485650701037.0,2.3380306842565766e+17,3.0723765691229814,9.40016710839976,13.467484809340057,5.034073659363947,161.30071264422654,6722.941782699166,3.97001201133626e-06,1039.2982839172514,0.032193755617788616,0.20458608533457073,0.010807195291891784,0.02883956220902379,0.009681218451983484,0.2915971988975168,-0.2974910838441499,144.32023590057662,1014.1124587844545,15720.697613138209
71,0.0014646892587567776,470147.99999999994,1841.4319284081587,1.05691188622136,0.03441866673958656,0.8947549018858276,1103909.7298124894,0.0,2.015560248581035e-06,0.0004078789450911551,0.6420665195908474,0.1992042412815056,7916.979276752988,1282878337753.1545,259609735532057.88,1213798760783799.2,2.4563044366944048e+17,3.189003956465147,11.117293468519525,16.348121320111055,5.692060784506399,202.36504732533004,7912.658842017428,4.646101767634868e-06,1000.5460155456998,0.03223180129914975,0.24115569029225684,0.010819966933490997,0.028839562209024228,0.009681218451983636,0.26417850419590516,-0.26976755969173966,150.8540400201219,1305.0859220239395,18588.723886103922
72,0.001525240421285328,470147.9999999999,1849.8555027176192,1.0502419596662311,0.0343579120223051,0.8936138089793965,1100770.5364737555,0.0,1.6819403563989637e-06,0.00042354419749009636,0.7475476924351115,0.21915615479411707,8862.324337540018,1063777650643.032,267879208460248.72,1012888164343674.1,2.550642792308367e+17,3.3092402573049027,13.284543731967343,19.974333850967334,6.526819907528806,251.8187971878533,9199.704737870596,5.367731073473291e-06,963.3270403840517,0.032272959436429,0.28077368044428214,0.010833783402520178,0.028839562209024876,0.009681218451983822,0.2346582683293145,-0.24020401547841333,155.0230882893605,1678.331719780568,21727.91722475495
