,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],AR,N2,HE,H2,H,O2,O,H2O,OH,OHV,H2O2,HO2,HOCO,CO,CO2,CH3O2H,CH3O2,CH2O2H,CH4,CH3,CH2,CH2(S),C,CH,CHV,CH3OH,CH3O,CH2OH,HO2CHO,HOCH2O2H,HOCH2O2,OCH2O2H,HOCH2O,O2CHO,HOCHO,OCHO,CH2O,HCO,HCOH,C3H6O3,C2H5O2H,C2H5O2,C2H6,C2H5,CHOCHO,C2H3OOH,C2H3OO,CHCHO,C2H4,C2H3,C2O,C2H2,C2H,H2CC,C2,O2C2H4OH,C2H4O2H,C2H4O1-2,C2H3O1-2,C2H5OH,C2H5O,PC2H4OH,SC2H4OH,O2CH2CHO,HO2CH2CO,CH2CO2,CH3CHOHOJ,CH3CHO,CH3CO,CH2CHO,CH2COHCO,C2H3OH,C2H2OH,SC2H2OH,CH2CO,HCCO,HCCOH,CH2COOH,CH3CCO,CH3COH,CH3CO3H,CH3CO3,CH3CO2,CH3OCH2O2H,CH3OCH2O2,CH2OCH2O2H,O2CH2OCH2O2H,HO2CH2OCHO,OCH2OCHO,HOCH2OCO,CH3OCH2O,CH3OCH3,CH3OCH2,CH3OCHO,CH3OCO,CH2OCHO,CH3COCH,CH2COCH2,CH3CCHO,CH2CCO,NC3H7O2H,NC3H7O2,IC3H7O2H,IC3H7O2,C3H6OOH1-2,C3H6OOH1-3,C3H6OOH2-1,C3H6OOH1-2O2,C3H6OOH1-3O2,C3H6OOH2-1O2,C3KET12,C3KET13,"C3H51-2,3OOH",C3H5O1-2OOH-3,C3H6O1-2,C3H6O1-3,C3H5-SOOH,SC3H5OO,TC3H5OO,CH3COCHO,CH2CHOCHO,OCHCH2CH2O,CH2CHOCO,"C3H52-1,3OOH",C3H8,IC3H7,NC3H7,CH3CHCHO,CH3CHCO,C3H5O,CH2CHOCH2,CH2OOHCHCO,CH2OCHCO,AC4H7OOH,AC3H5OOH,C3H6,C3H5-A,C3H5-S,C3H5-T,CC3H6,C2-OOQOOH,CC3H5,PC3H4OH-1,PC3H4OH-2,SC3H4OH,C3H3O,C3H3O2H,C2HCHO,C3H5O31,C3H5O32,CH2CCH2OOH,CH2CHCH2OO,CH2COOHCHO,CH2COCHO,CH2COOHCH2OO,CH2COOCH2OOH,CH2COOHCH2OOH,CH2COOHCH2,C3H4O21-2,CH2COOHCHOH,C3H4-P,C3H4-A,C3H3,CC3H4,C3H2,H2CCC(S),C3H2(S),C3H2C,C3H6OH-1O2,C3H6OH-3O2,C3H6OH-3OOH-1,C3H6OH-3OOH-1O2,C3OHKET3-1,TQJC3H6OH,TQC3H6OI,QC3H5OHP,TQC3H5OHI,QC3H5OHPO2,C3H4OHOOH1-3-2,C3H4OH1KT2-3,C(OH)CY(COC),CCY(COC)OH,CY(COC)COH,IQJC3H6OH,IQC3H6OT,IQC3H5OHPJ,IQC3H5OHPJC,CY(CCOC)OH,CHOCOHCH3,TQC3H5OHIO2,TQC3H5OHIQ-I,TQC3H5OHIQ-P,C2H3COHOOH,COHOOHCY(COC),OHCY(COCC)OOH,IQC3H5OHPJO2,IQC3H5OTQ-I,IQC3H5OHQ-SJ,CHOCOHCH2OOH,TQC3H5OHTO2,OHCOCOOHCH3,HO2CH2CHO,CJCYCCO,CCYCCJO,CH3OCHCH2,NC3H7OH,C3H6OH1-1,C3H6OH1-2,C3H6OH1-3,NC3H7O,C3H5OH,SC3H5OH,CH2CCH2OH,IC3H7OH,C3H6OH2-1,TC3H6OH,IC3H7O,IC3H5OH,CH3COCH2O2,CH3COCH2O,C3KET21,CH3COCH3,CH3COCH2,C2H3CHO,C2H3CO,C3H4OH1-OO3,CH2OHCHCHO,CH2OHCH(OO)CHO,CH2OHCH(OOH)CO,CH2OCH(OOH)CHO,C2H3CHOHOJ,C2H3COOH,QCH3CHCO3H,CH3#CHCOO#,QCH2CH2CO3H,CCH2COOCH2#,CH3CH(OO)CHO,QCH3CH(OOH)CO,O2CH2CH2CHO,QHO2CH2CH2CO,QHO2CH2CHCHO,CCY(CCOO),CY(CCCOO),CY(CCO)CO,CYC2H3OCHO,C2H5CHO,C2H5CO,CH2CH2CHO,CH2CHCHOH,CH3C(OH)CH,PC4H9O,SC4H9O,PC4H9O2,SC4H9O2,PC4H9O2H,SC4H9O2H,C4H8OOH1-2,C4H8OOH1-3,C4H8OOH1-4,C4H8OOH2-1,C4H8OOH2-3,C4H8OOH2-4,C4H8O1-2,C4H8O1-3,C4H8O1-4,C4H8O2-3,C4H8OOH1-2O2,C4H8OOH1-3O2,C4H8OOH1-4O2,C4H8OOH2-1O2,C4H8OOH2-3O2,C4H8OOH2-4O2,"C4H71-2,4OOH","C4H72-1,3OOH","C4H72-1,4OOH","C4H71-2,3OOH",C4H7O1-3OOH-4,C4H7O1-3OOH-2,C4H7O1-2OOH-4,C4H7O1-4OOH-2,C4H7O1-2OOH-3,C4H7O2-3OOH-1,C4H72-1OOH,NC4KET12,NC4KET13,NC4KET14,NC4KET21,NC4KET23,NC4KET24,C4H71-3OOH,C4H71-4OOH,"C4H71-3,4OOH","C4H72-3,4OOH",C4H71-O,C4H10,PC4H9,SC4H9,TC4H9O,IC4H9O,IC3H7CHO,SC4H7OH-I,SC4H7OH-IP,SC4H7OOH-I,SC4H7O-I,IC4H6OH,IC3H7CO,IC3H6CHO,TC3H6CHO,IC3H5CHO,IC3H6CO,IC3H5CO,IC3H4CHO-A,IC4H8O,TC3H6O2HCO,TC3H6OCHO,IC4H9O2,TC4H9O2,IC4H8O2H-I,IC4H8O2H-T,TC4H8O2H-I,CC4H8O,IC4H8OOH-IO2,IC4H8OOH-TO2,TC4H8OOH-IO2,IC4KETII,IC4KETIT,TIC4H7Q2-I,IIC4H7Q2-I,IIC4H7Q2-T,IC4H7OOH,IC4H9O2H,TC4H9O2H,IC4H10,IC4H9,TC4H9,IC4H7O2,IC4H6OOH-I,CCYCCOOC-T1,C2CYCOOC-I1,CCYCCOOC-I2,IC3H5OOCH2,CHOIC3H6O,CVCYCCOC,CCYC2OCO,CCYCCO-T1,IC4H7O,IC4H7-I1OO,IC4H7O-1,IC4YAA,IC4YAA-R,OVCC(VC)COOH,OVCC(VC)COJ,CVC(COOJ)COOH,IC4QA-AOJ,IC4H8,IC4H7,IC4H7-I1,SC3H5CHO,SC3H5CO,AC3H5OCH2,C4H7O1-4,C4H7O2-1,SC3H5OCH2-1,C4H71-1O2,C4H71-2O2,C4H71-3O2,C4H72-1O2,C4H71-4O2,C4H72OO1-3,C4H71OO2-3,C4H7O2-3O-1,C4H7O1-2O-3,C4H72OO1-4,C4H71OO2-4,C4H7O1-2O-4,C4H61OOH4-3O2,C4H61KET43,C4H61KET43O,C4H61-3OOH4,"C4H61-3,4OOH",C4H61KET34,C4H6O1-3OOH4,C4H8-1,C4H71-1,C4H71-2,C4H71-3,C4H71-4,C4H6-1,C4H5-3,C3H4O1-2,C4H5-4,C2HCOCH3,C2H5CCO,CH3C3H2O,C2H5CCHOH,C2H5CCHO,C2H5COCH,C2H4COCH2,C2H5COCHO,C4H612OOH,C4H5O1-4,C4H5-4O2H,C4H5-4O2,C2H5COHCH,C2H5COH,CH3CHCCO,C4H6OHOOH1-1-3,CH3CHOCHCHOH,CH3COCHCHOH,C4H6OHOOH2-2-4,CH3COHCHCH2O,CH2COHCHCHO,C4H72-2O2,C4H8-2,C4H72-2,SC4H8OH-1O2,SC4H8OH-3O2,PQC4H8OS,PQC4H7OHS-3,SQC4H7OHS-4,SQC4H8OS,NC4KET12OH,NC4KET23OH,CH3COCOHCH3,CH3COHCO,CH2COHCHO,C4H71-3OH,C4H72-2OH,"C4H63,1-3OH",C4H61-3OH-3O,CCY(COCC)OH,SQC4H7OHS-4O2,"C4H7O2-1,3OOH",NC4KET13OH-2,C4H6OHOOH1-2-3,ET12IC4-1OOH,SQC4H7OHS-3,CCY(COC)OHC,SC4H8OH-1,SC4H8OH-2,SC4H8OH-3,PC4H8OH-1O2,PC4H8OH-3O2,PC4H8OH-4O2,C4H7OH-1OOH-2,C4H7OH-1OOH-3,C4H7OH-3OOH-1,C4H7OH-3OOH-2,C4H7OH-3OOH-4,C4H7OH-4OOH-1,C4H7OH-4OOH-2,C4H7OH-4OOH-3,C4H7OHCYO1-3,C4H7OHCYO1-4,C4H7OHCYO3-4,NC4KET12OH-1,NC4KET13OH-1,NC4KET21OH-1,NC4KET31OH-1,NC4KET42OH-1,PC4H8OH-2O2H,PC4H8OH-4O2H,C4H7OH-1OOH-2O2,C4H7OH-1OOH-3O2,C4H7OH-2OOH-1O2,C4H7OH-3OOH-1O2,C4H7OH-4OOH-2O2,PC4H8OH-1O,PC4H8OH-2O,PC4H8OH-3O,PC4H8OH-4O,PC4H8OH-2O2,SQC4H8OP,SQC4H7OHP-4,SQC4H7OHP-1,SQC4H7OHP-3,PQC4H7OHS-2,PQC4H7OHS-4,CY(CCCO)COH,C4H7OH1O1-2,C4H7OH1O2-3,C4H7OH2O1-2,C4H7OH2O1-4,NC4KET21OH,C2H5CHOHCO,C2H4COCH2OH,C4H71-1OH,C4H71-4OH,C4H72-1OH,C4H71-2OH,"C4H63,1-2OH",C4H61-2OH-3O2,C4H61OOH3-2O,"C4H64,2-1OH","C4H64,1-1OH",CH2CYC3H4OH,"C4H64,1OH-2O2","C4H64,OOH2-1O","C4H54,1OHQ2-1",C4H5OH1O1-2,"C4H54,1OHQ2-1O2",C2H3COCHOHOOH,C2H3COCHO,C2H3COCHOH,C4H6OH1-3OO2-4,C4H6OH1-4OO2-3,C4H6OH1O3-4O-2,C4H6OH1O2-3O-4,"C4H63,1-1OH",C4H5OH-13,CH2OHCHCHCHOH,SQC4H7OHP-4O2,PQC4H7OHS-3O2,SQC4H7OHP-3O2,PQC4H7OHS-4O2,C4H6OH1KET2-3,C4H6OH2KET1-4,NC4KET24OH-1,NC4KET24OH-3,C4H6OHOOH1-4-3,C4H6OHOOH2-2-1,C4H6OHOOH1-3-4,HOCH2COCH2,HOCH2CHO,HOCH2CO,HOCHCHO,CH3COCHOH,HOCH2COCH2O2,HOCH2COCH2O,NC4H9OH,PC4H8OH-1,PC4H8OH-2,PC4H8OH-3,PC4H8OH-4,TQJC4H8OH,TQC4H7OHI,IQJC4H8OH,TQC4H8OI,QC4H7OHP,IQC4H8OT,IQC4H7OHT,IC4H7OH,IC4H8OH,CCY(CCOC)OH,CCY(CCO)COH,C2CY(COC)OH,IC3H6OHCHO,CH2COHCH2O,CH2COHCH2OOH,TQC4H7OHIO2,TQC4H7OHTO2,TQC4H7OHIQ-I,TQC4H7OHIQ-P,IQC4H7OHTO2,IQC4H8OTQ-I,IQC4H7OHTQ-P,CH2CQCOHQ,IC3H5COHQ,IC3H5Q,COHQCYC(COC),QCYC(CCOC)OH,HOCOCQ(CH3)2,CHOC(CH3)OHCH2Q,CO(CH2OOH)2,IC4H8OH-IT,IC4H8OH-TI,CH2CHCHCHO,FURAN,C4H5O-3,C2H3CHOHCH2,C2H3CHOHCH2OO,C4H51OH3Q4-3,C4H6OH3-2OO1-4,C4H6OH3-1OO2-4,C4H6OH3O1-2O-4,"C4H51,3OH2",C3H4CH2OH-3O,C2H3COCH2OH,C2H3CHOHCO,C3H4CH2OH-1OOH,C3H4CH2OH-1O,CHCHCH2OH,CHOOCHCH2OH,CHOC3H4OH,C4H61OOH3-4,C4H61-OOH3-OO4,C4H61-2OOH34,C4H61-OOH34-OO2,C4H412-OOH34,C3H3CHO-OOH23,C4H4O-OOH24,C4H512-OO4,C4H513-OO2,CYCCCOO-3J,CH2CYCOO-CH2,C2H3COOCH2,CYCOOC-CH2,C4H6O25,C2H3CHOCH2,C4H4O,C4H6O23,C4H61-3,C4H5-I,C4H5-N,C4H5-2,C4H4,C4H3-I,C4H3-N,C4H2,C4H612,C4H6-2,CH3CCOCH3,H2C4O,CH2CCOCH3,SC4H6OH-2,CH3COCOCH3,CH3COHOJCOCH3,CH2CCO2HCH3,C3H6CHO-1O2,C3H6CHO-2O2,C3H6CHO-3O2,C3H6COQ1,C3H5CHOQ1-3,C3H6COQ2,C3H5CHOQ2-1,C3H6COQ3,C3H5CHOQ3-1,C3H5CHOQ3-2,CH3CYC2H2OCHO,CYC3H5OCHO,CYC2H3OCH2CHO,C3H5CHOQ1-3O2,C3H5CHOQ2-1O2,C3H5CHOQ3-1O2,C2H4COCHOQ3,CH3COCHCHOQ1,CHOCH2CHCHOQ1,NC3H7CHO,NC3H7CO,C3H6CHO-1,C3H6CHO-2,C3H6CHO-3,CH3CHOOCOCH3,CH2CHOOHCOCH3,C2H5COCH3,C2H5COCH2,CH2CH2COCH3,CH3CHCOCH3,C2H3COCH3,C2H5CHCO,CH3CHOOHCHCO,CH3CHOCHCO,OVCCVCVO,CVOCVCCOOH,OVCCVCCOJ,OVCCVCCJVO,OVCCVCCVO,OCH2CHO,CH2OCH2CHO,C2H4OCHO,IC4H6Q2-II,CH3COCOHCH2,AC3H5CHO,AC3H5CO,CH3COOH,C2H5COOH,C4H7O12-4,C4H7O13-4,C4H7O23-1,C2H3COCH2,CC4H7O-IJ,C2H5CO3,C2H5CO3H,C4Y1-3OR,CJVCCVO,HOCVCCVO,CH3CHOOH,HOCVCCJVO,OC4H6O,OC4H5O,O2CCHOOJ,BUTA123TRIENE,CH3OOCH3,MCP
0,0.0,455962.50000000006,2200.0,0.9660421578946312,0.03875465000000001,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1089355685174517e-19
1,2e-23,455962.50000000006,2200.0,0.9660421578946312,0.03875465000000001,0.95,0.0,0.0,1.9778781246914425e-36,5.93259071993631e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,5.9325907199363134e-21,1.3717986666524245e-41,6.1603681895749385e-56,1.604633556435188e-75,1.4077774596904117e-41,2.0420181575404885e-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6591979259458148e-56,8.477132106208702e-57,0.0,0.0,0.0,0.0,1.213831685306108e-56,3.042775615280152e-55,0.0,1.0780617210409127e-35,2.4267697450707556e-55,1.0780617210409126e-35,1.976951334228735e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3273420208891615e-93,2.767066319414041e-94,9.399839390282139e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071112443150008e-91,1.2352076850302745e-75,2.0839678465279787e-74,1.9158855272772312e-76,8.90900215150809e-93,0.0,7.975021568418533e-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.646008754137088e-72,9.046206270001825e-73,4.1552059896671173e-72,2.6953039730454295e-89,7.15635083767916e-90,2.486704768748065e-88,7.851463710440604e-107,2.7225052265469692e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4631706168273243e-91,3.3254735908120147e-109,7.279898354948911e-109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7714752496332208e-130,2.5268825105174386e-129,2.2413469907115575e-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1523674040289e-112,6.911442213066691e-95,1.6263945495646598e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.656189418483716e-111,1.012247015589541e-110,3.2306940585900675e-111,9.022431663564966e-113,2.843458808292129e-112,4.7177319493289775e-89,7.015197548353578e-71,0.0,1.5962402849826107e-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6195498735738954e-109,1.6565132440264518e-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3032609564333951e-88,2.4421519686171135e-71,7.432695622246226e-73,4.612774198229246e-71,3.459309920680082e-35,4.199068446702765e-53,1.56965915197449e-55,2.3081046874264467e-53,5.37242534073279e-89,2.726976959604131e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0395725288252434e-53,0.0,-4.5373716417209994e-35
