,t[s],T[K],density[kg/m3],mean_MW[kg/mol],mdot[kg/s,N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],N_agg[#/g],N_pri[#/g],d_p[nm],d_m[nm],d_v[nm],d_g[nm],n_p,soot_mass[kg/kg],volume_fraction,SSA,total_carbon_mass_flow[kg/s],carbon_yield,total_hydrogen_mass_flow[kg/s],soot_mass_flow[kg/s],inception_mass[mol/kg-s],coagulation_mass[mol/kg-s],PAH_adsorption_mass[mol/kg-s],surface_growth_mass[mol/kg-s],soot_h[J/m3],C_mass_error,H_mass_error,enthalpy_error
22,0.00010203548863942841,1781.5427066850325,0.1662873672557704,0.024310577394521825,0.0,1.6605390729490503e-24,1.6605390729490503e-24,6.294875376444589e-22,3.358167306966819e-23,1.2589640355342088e-17,1.662873689386094e-07,1.662873689386094e-07,0.0010000000101200652,0.0010000000101200652,2.001850887249333,2.001850887249333,2.001850887249333,1.5518223932165371,1.0,7.594625141101823e-24,7.016056777823922e-28,1657.7039842568965,0.0,0.0,0.0,0.0,1.7599470130322186e-27,-4.065506715781259e-40,6.339427571949886e-32,1.4227134631233877e-19,0.0,-1.0,1.0,-1.0
23,0.00010722106437521671,1780.465186507043,0.16638831279987693,0.024311007659967684,0.0,1.6605390944089182e-24,1.6605390944089182e-24,6.301210966250248e-22,3.368455120572177e-23,1.2598086372242983e-17,1.6638831663404596e-07,1.6638831663404596e-07,0.0010000000230434999,0.0010000000230434999,2.002522252966467,2.002522252966467,2.002522252966467,1.552342831756951,1.0,7.60233851917854e-24,7.027445997442401e-28,1657.1330440576398,0.0,0.0,0.0,0.0,7.995790150467263e-27,-4.0674191846092246e-40,1.3574843695610307e-31,1.7696040290126283e-19,0.0,-1.0,1.0,-1.0
24,0.00011052185588545183,1779.7760239528202,0.16645256799774874,0.024311197966788413,0.0,1.6605391380588052e-24,1.6605391380588052e-24,6.306132102726604e-22,3.3762532532952675e-23,1.260464488717596e-17,1.6645257620886664e-07,1.6645257620886664e-07,0.0010000000493300765,0.0010000000493300765,2.0030434114783966,2.0030434114783966,2.0030434114783966,1.5527468306034082,1.0,7.608327901378142e-24,7.035698429740634e-28,1656.6905436466277,0.0,0.0,0.0,0.0,2.0286824311602423e-26,-4.068726920002303e-40,2.1697044949393764e-31,2.0238143507131025e-19,0.0,-1.0,1.0,-1.0
25,0.00011543787668162631,1778.74982533356,0.1665482662228628,0.0243113693653698,0.0,1.660539348455692e-24,1.660539348455692e-24,6.314962144968565e-22,3.389948116938529e-23,1.2616408952933573e-17,1.6654829554102763e-07,1.6654829554102763e-07,0.001000000176034044,0.001000000176034044,2.003977798705807,2.003977798705807,2.003977798705807,1.5534711617874475,1.0,7.619071709340484e-24,7.049684352324008e-28,1655.8984393684966,0.0,0.0,0.0,0.0,7.725857811722761e-26,-4.0708342699298606e-40,4.259071713077429e-31,2.453147037360628e-19,0.0,-1.0,1.0,-1.0
26,0.0001257067913162648,1776.644245912758,0.16674816710716064,0.024311382368628637,0.0,1.6605431972628087e-24,1.6605431972628087e-24,6.340445029256838e-22,3.4281891870199783e-23,1.2650336760355066e-17,1.6674858295038984e-07,1.6674858295038984e-07,0.0010000024938398807,0.0010000024938398807,2.0066681936106048,2.0066681936106048,2.0066681936106048,1.5555567392330272,1.0,7.65006467164555e-24,7.086857012489656e-28,1653.6248127735037,0.0,0.0,0.0,0.0,1.025547624834058e-24,-4.0760386743060406e-40,1.5755012224431322e-30,3.5465666966037125e-19,0.0,-1.0,1.0,-1.0
27,0.00013346632162501622,1775.1419048411512,0.1668992183122424,0.024311234665286875,5.1534512316718344e-05,1.6605651223709e-24,1.6605651223709e-24,6.367416670244705e-22,3.467810511701801e-23,1.2686242748038223e-17,1.6690183820415637e-07,1.6690183820415637e-07,0.0010000156974486788,0.0010000156974486788,2.0095007152041253,2.0095007152041253,2.0095007152041253,1.5577524924062984,1.0,7.682859692588869e-24,7.123684872753984e-28,1651.2396758040209,5.287498632692135e-06,7.89329491891639e-25,8.874862412378054e-07,3.9593242745533997e-28,5.899229906283727e-24,-4.080970896544692e-40,3.8308989581612e-30,4.529301770032788e-19,9.85395857652896e-22,-0.9894106820072021,0.9894106820072022,-0.9970387319722827
28,0.0001336056532678838,1775.1160262801532,0.16690171010425564,0.02431123198766574,0.0005191840065563134,1.6605659562233903e-24,1.6605659562233903e-24,6.367970327976132e-22,3.4686238027004165e-23,1.268698025458764e-17,1.66904413846265e-07,1.66904413846265e-07,0.0010000161996063892,0.0010000161996063892,2.0095586203202993,2.0095586203202993,2.0095586203202993,1.5577973800932554,1.0,7.683532888863354e-24,7.12441543774214e-28,1651.1909870232182,5.3268860058496486e-05,7.95278470888055e-24,8.940972598278935e-06,3.989167389747281e-27,6.0770819524784286e-24,-4.081064593775923e-40,3.8892251326755595e-30,4.547925642786888e-19,9.928020093364595e-21,-0.8933180058363316,0.8933180058363315,-0.9701654815453832
29,0.00013432827481543855,1774.9825479802244,0.16691417717209653,0.024311218458847213,0.0005737019366679284,1.6605706997340767e-24,1.6605706997340767e-24,6.370883378651716e-22,3.47290644275916e-23,1.2690861179873862e-17,1.6691735792459555e-07,1.6691735792459555e-07,0.0010000190562153132,0.0010000190562153132,2.0098630864215066,2.0098630864215066,2.0098630864215066,1.5580334003267493,1.0,7.687074923041588e-24,7.128232142443022e-28,1650.9350184468342,5.886246069549821e-05,8.791902439986102e-24,9.879836879703918e-06,4.410089770660425e-27,7.082147955476033e-24,-4.081546487378756e-40,4.204201238375477e-30,4.644965590422357e-19,1.0974379862834384e-20,-0.8821156547844186,0.8821156547844183,-0.9670254932000362
30,0.0001385339686266398,1774.2325103354474,0.16698437178667624,0.024311159149740327,0.0008213933803235679,1.6606180374165965e-24,1.6606180374165965e-24,6.389271136420793e-22,3.500186371290769e-23,1.2715389332138515e-17,1.669923141702599e-07,1.669923141702599e-07,0.0010000475636342413,0.0010000475636342413,2.0117757470884103,2.0117757470884103,2.0117757470884103,1.5595160830142716,1.0,7.709435440577627e-24,7.151973521526626e-28,1649.328206993302,8.427587999031638e-05,1.2624070346090567e-23,1.4145381238904093e-05,6.332479236922372e-27,1.6691292692785122e-23,-4.084562926076561e-40,6.506142576995067e-30,5.222967719884551e-19,1.5748438178274833e-20,-0.8312199861721857,0.8312199861721852,-0.952729399197201
31,0.00014776768803230968,1772.783448833697,0.16712172748070758,0.024311268424748816,0.0015039964392817612,1.661026883819203e-24,1.661026883819203e-24,6.439268309520856e-22,3.580136904484418e-23,1.2782685428023963e-17,1.6717082394937732e-07,1.6717082394937732e-07,0.001000293776694448,0.001000293776694448,2.0168441157154096,2.0168441157154096,2.0168441157154096,1.5634450509421778,1.0,7.770292946562705e-24,7.2143598903373145e-28,1645.0712368159245,0.00015431171769711918,2.329593890443896e-23,2.5900626332311268e-05,1.1686492923806493e-26,8.937068529720599e-23,-4.093381766207946e-40,1.533024791652468e-29,6.533061921157124e-19,2.9028734373153985e-20,-0.6909586248199818,0.6909586248199809,-0.9132068171471813
32,0.00015808066904025313,1771.5720143761491,0.16724165418646353,0.024312066761627716,0.0024369407125086557,1.6632870671541935e-24,1.6632870671541935e-24,6.515990938475283e-22,3.741578860507587e-23,1.288986150798619e-17,1.6751842088178387e-07,1.6751842088178387e-07,0.0010016548909221607,0.0010016548909221607,2.023905043860388,2.023905043860388,2.023905043860388,1.5689186386514635,1.0,7.864071831116579e-24,7.306668787095043e-28,1639.0823716771704,0.0002500328441288301,3.8196390462776143e-23,4.196704801962524e-05,1.9164276811340484e-26,4.195739311634263e-22,-4.113212748701143e-40,3.391549845715491e-29,7.962549258629877e-19,4.75555649882581e-20,-0.499257119660801,0.4992571196607999,-0.8589359555253708
