,Unnamed: 0,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],gas_mass[kg],gas_volume[m3],reactor_volume[m3],N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],N_agg[#/g],N_pri[#/g],d_p[nm],d_m[nm],d_g[nm],d_v[nm],n_p,total_soot_mass[kg],volume_fraction,SSA[m2/g],total_carbon_mass[kg],carbon_yield,total_hydrogen_mass[kg],total_carbon_mass[kg].1,total_hydrogen_mass[kg].1,C_tot_inception[mol/kg-s],C_tot_PAH[mol/kg-s],C_tot_growth[mol/kg-s],C_tot_int[mol],C_tot_inception_int[mol],C_tot_PAH_int[mol],C_tot_growth_int[mol]
0,0,0.0,542587.4999999999,2275.0,1.1116754563090447,0.03875465,1.1116754563090447,1.0,1.0,1.4901327247760852e-19,1.660539131934866e-24,4.800286584411558e-12,3.321078263869749e-23,1.2567588138810746e-17,0.0997594106953997,1.111675507048307e-06,89.73789079289232,0.0010000000456421,1.9999399719905624,88.00959055791596,68.22448880458599,88.00959055791596,1.0,6.409502931828666e-14,3.5608349621270365e-17,2.179744580432004e-07,0.0172267507328509,3.720668529557468e-12,0.0057828872662223,0.0172267507328509,0.0057828872662223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.148385931286056e-09,542587.5,2274.9535324749613,1.1116953647899237,0.0387545524501021,1.1116754563090447,0.9999820917838562,0.9999820917838562,1.6605391319825772e-24,1.6605391319348672e-24,6.415647933946166e-22,3.321078263869749e-23,1.2567588138821997e-17,1.111695415562036e-06,1.1116954155300951e-06,0.0010000000456708,0.0010000000456421,1.999939971990602,1.9999399724326208,1.5503410639012578,1.9999399724326183,1.0000000000000002,8.603602312404082e-24,4.7798646612962045e-27,1623.8639085847262,0.0172267507327868,4.972723804047633e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,2.566844456953172e-129,1.4063146053194516e-82,4.691226052859336e-34,8.209606577451847e-43,4.4919564522486744e-138,2.461038863552574e-91,8.209606577451847e-43
2,2,3.13987373323058e-08,542587.4999999998,2274.5379376550254,1.1118734297138524,0.0387536790067135,1.1116754563090447,0.999821946096096,0.999821946096096,1.660539215808598e-24,1.6605391319348753e-24,6.415856062058261e-22,3.321078263869766e-23,1.2567588138821804e-17,1.1118735366228134e-06,1.1118734804621569e-06,0.001000000096152,0.0010000000456421,1.9999399719906013,1.9999407490788148,1.55034166595257,1.999940749078812,1.0000000000000002,8.603880212008868e-24,4.780784688493548e-27,1623.8114588611695,0.0172267507327878,4.972885122690418e-22,0.0057828872662225,0.0172267507327878,0.0057828872662225,1.2444149000109276e-102,3.0975143690733016e-69,5.849329314862135e-29,6.426801635151711e-37,1.3672048259534737e-110,3.4031548431485243e-77,6.426801635151711e-37
3,3,9.056541218559e-08,542587.4999999999,2273.674252593012,1.1122436029469902,0.0387518607680259,1.1116754563090447,0.9994891886665476,0.9994891886665476,1.6605392391879827e-24,1.6605393464411533e-24,6.4161804041619545e-22,3.321078263872932e-23,1.2567710922118959e-17,1.112243725551261e-06,1.1122437973903738e-06,0.0010000001102314,0.0010000001748208,1.999941961571364,1.999941371057452,1.550342173715073,1.9999412521918472,1.0000000645893623,8.604313284415725e-24,4.7826170618964046e-27,1623.7455927379654,0.0172267507327868,4.973136517984597e-22,0.0057828872662223,0.0172267507327868,0.0057828872662223,7.626602319604682e-91,2.4266308833048682e-63,1.794748732012777e-26,4.609850022419957e-34,1.9422967116397373e-98,6.180016704393872e-71,4.609850022419957e-34
4,4,1.8238365661217239e-07,542587.4999999999,2272.3489175430263,1.112812079850715,0.0387490669836323,1.1116754563090447,0.998978602441283,0.998978602441283,1.6605393328536967e-24,1.6605391319348845e-24,6.416146668655281e-22,3.3210782641428704e-23,1.2567588139093268e-17,1.1128122652878314e-06,1.112812130641868e-06,0.0010000001666383,0.0010000000456421,1.999939972010741,1.99994183351904,1.5503425066039076,1.9999418335190369,1.0000000000000002,8.604268239643787e-24,4.785036446569224e-27,1623.738229691575,0.017226750732789,4.973110369829519e-22,0.0057828872662226,0.017226750732789,0.0057828872662226,2.824105281380599e-83,1.4782597828736434e-59,7.506598718884814e-25,3.0574980462456874e-32,1.0709675528936422e-90,5.608759005038288e-67,3.0574980462456874e-32
5,5,3.218185261019332e-07,542587.4999999999,2270.366336061567,1.1136634121628075,0.0387448774093041,1.1116754563090447,0.998214940140754,0.998214940140754,1.6605412093104047e-24,1.660539131935045e-24,6.42080565137063e-22,3.321078272758883e-23,1.2567588147657797e-17,1.1136648562133505e-06,1.1136634629929245e-06,0.0010000012966669,0.0010000000456422,1.9999399726462264,1.9999592194607787,1.5503559840781238,1.999959219460776,1.0000000000000002,8.610489069027971e-24,4.792159329607266e-27,1622.5651268759816,0.0172267507327948,4.976721514719297e-22,0.0057828872662235,0.0172267507327948,0.0057828872662235,9.642345096334396e-74,8.65191083096537e-55,1.32211457818711e-23,9.365145228721003e-31,5.971140570367873e-81,5.3580306358045795e-62,9.365145228721003e-31
6,6,5.917336349515465e-07,542587.4999999999,2266.6145233253824,1.1152764664510066,0.0387368771321669,1.1116754563090447,0.9967711950800676,0.9967711950800676,1.6605403479619677e-24,1.6605391319349715e-24,6.41866728212373e-22,3.321078568694149e-23,1.256758844179555e-17,1.1152773340812217e-06,1.1152765173546978e-06,0.0010000007779507,0.0010000000456422,1.9999399944742935,1.999951260930343,1.5503498146746844,1.99995126093034,1.0000000000000002,8.607633850324305e-24,4.797509026483856e-27,1623.1033822623583,0.0172267507328253,4.9750640796846195e-22,0.0057828872662283,0.0172267507328253,0.0057828872662283,1.9699812568398301e-59,1.2404793964616324e-47,2.316613948615989e-22,3.056257924695881e-29,2.2163863184405183e-66,1.3956387293711093e-54,3.056257924695881e-29
7,7,1.1620360156441602e-06,542587.5,2258.9382680415133,1.118575464653942,0.038719884443389,1.1116754563090447,0.9938314324219226,0.9938314324219226,1.660541150084878e-24,1.66054316823592e-24,6.425678861374949e-22,3.3210901180871364e-23,1.2569907987577675e-17,1.1185768751781694e-06,1.1185782346488978e-06,0.0010000012610005,0.0010000024763594,1.9999782446253809,1.9999671582311276,1.55036263684987,1.9999649353793436,1.0000012153574405,8.61699607448008e-24,4.816933621943897e-27,1621.6391509376704,0.0172267507327793,4.980498705681164e-22,0.0057828872662212,0.0172267507327793,0.0057828872662212,1.7962519072868429e-44,3.769566164650676e-40,4.270339498820286e-21,1.2011216817805739e-27,4.4057520368799824e-51,9.24579408666812e-47,1.2011216817805739e-27
8,8,2.0835157135297693e-06,542587.5,2246.749417366345,1.1237687648441443,0.0386897563854899,1.1116754563090447,0.989238614817011,0.989238614817011,1.6605405892205392e-24,1.660542046506956e-24,6.423066294234882e-22,3.3213057851993205e-23,1.2569480912716557e-17,1.1237698023525369e-06,1.1237707885702057e-06,0.0010000009232401,0.0010000018008385,1.9999837563554697,1.9999757505583795,1.5503691587134694,1.999974145229576,1.000000877597589,8.61351010429805e-24,4.837339868866597e-27,1622.2403247938996,0.0172267507327832,4.978473723178877e-22,0.0057828872662215,0.0172267507327832,0.0057828872662215,2.0917251800333884e-32,4.108996956884618e-34,4.2535816036354295e-20,2.1290625051091886e-26,7.984769458133462e-39,1.5685371102558451e-40,2.1290625051083744e-26
9,9,3.3869676674612747e-06,542587.4999999999,2228.9145359674844,1.13119642228121,0.0386363276221025,1.1116754563090447,0.982743080169226,0.982743080169226,1.6605404076673392e-24,1.660541676633116e-24,6.4236985715289005e-22,3.323265304446605e-23,1.2571212859263766e-17,1.1311973429690042e-06,1.131198207416933e-06,0.0010000008139062,0.0010000015780952,2.000124764675221,2.000117793243856,1.5504792226798267,2.0001163952196097,1.0000007641884363,8.614376299815608e-24,4.869802400628019e-27,1622.3007104970927,0.0172267507326535,4.978963796883523e-22,0.0057828872661912,0.0172267507326535,0.0057828872661912,2.9558507861603093e-23,1.5677410150861958e-29,2.280949810043063e-19,1.9878677632410127e-25,1.7233381962508604e-29,9.140934416840996e-36,1.9876954293299784e-25
10,10,4.858887415412096e-06,542587.5,2207.3172184956693,1.1399533192263205,0.0385581527280413,1.1116754563090447,0.9751938413263556,0.9751938413263556,1.6729228925476723e-24,1.6729241557171866e-24,6.476701064142167e-22,3.116243702976976e-22,1.267263947468504e-17,1.148454772631201e-06,1.1484556397919434e-06,0.0010074577206465,0.001007458481345,2.0006927455274037,2.000685857345378,1.5509195786326926,2.0006844758659734,1.0000007550750456,8.997104086961057e-24,5.1255360192026286e-27,1565.8218616229158,0.0172267507329042,5.020045657890465e-22,0.0057828872662533,0.0172267507329042,0.0057828872662533,3.4790806087588716e-17,1.745207583315829e-26,6.568919347966896e-19,2.0825428285528143e-23,1.9937746675821292e-23,1.0033686564683287e-32,8.876815996731649e-25
11,11,6.612471351996471e-06,542587.5,2180.4089247628363,1.1506918824545886,0.0384469064609123,1.1116754563090447,0.9660930725761996,0.9660930725761996,5.597390930427208e-22,5.597390943052832e-22,2.1168444812314965e-19,1.6928078481900222e-19,4.23674380887908e-15,0.0003878783990497,0.0003878783999246,0.3370827629567565,0.3370827637170894,2.000179291022334,2.000179273272495,1.5505265693519377,2.000179268126905,1.0000000055922933,3.01617221004772e-21,1.7344614875831472e-24,1561.5434991776067,0.0172267507329051,1.64075133948506e-19,0.0057828872662541,0.0172267507329051,0.0057828872662541,1.007060680116624e-12,1.0159709400933937e-21,4.573356149817379e-16,8.041398018003538e-19,8.037730805436373e-19,8.108505802758371e-28,3.6672044586588416e-22
12,12,8.701700238512311e-06,542587.4999999999,2149.6270534083314,1.1629567983231148,0.0383081431495075,1.1116754563090447,0.9559043447804652,0.9559043447804652,1.6349818720052251e-18,1.6349818720064872e-18,6.186754276350137e-16,4.944251398176132e-16,1.2380286009665632e-11,1.1450578510321483,1.1450578510330325,984.6091038663044,984.6091038670644,2.0005475416923,2.000547557808764,1.5508120603171869,2.0005475520080145,1.0000000190083416,8.81479830431248e-18,5.123012774031452e-21,1561.3357928222017,0.0172267507329122,4.795309932301221e-16,0.0057828872662554,0.0172267507329122,0.0057828872662554,1.8490631589937915e-09,1.3062920374377834e-16,2.1901691182682128e-12,1.532727943913787e-15,1.5309166130557466e-15,1.0795210959702432e-22,1.8112229059307506e-18
