t[s],z[m],T[K],density[kg/m3],area[m2],mean_MW[kg/mol],gas_mdot[kg/s],velocity[m/s],gas_h[J/s],total_h,N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],d_p[nm],d_m[nm],d_g[nm],d_v[nm],n_p,total_carbon_mass_flow[kg/s],total_hydrogen_mass_flow[kg/s],soot_carbon_mass_flow[kg/s],soot_h[J/s],soot_mass[kg/kg],volume_fraction[-],SSA[m2/g],carbon_yield[-],inception_mass[mol/kg-s],coagulation_mass[mol/kg-s],PAH_adsorption_mass[mol/kg-s],surface_growth_mass[mol/kg-s],C_tot_inception[mol/kg-s],C_tot_PAH[mol/kg-s],C_tot_growth[mol/kg-s]
0.012170300206244178,0.05222526172595922,1871.881199524687,0.217043103590691,9.503317777109122e-05,0.033329953319987636,9.678452119361909e-05,4.692306831603308,104.11362373356121,112.75805843038674,2.2508486484981766e-07,0.00015736932336756876,2.721915032437106,0.5259398290262615,15234.513912857115,29420035293.677994,20569179765619.625,7.153257758798703,136.3207847622089,203.51643813228762,63.488510178632254,699.1555095122436,3.197876424754305e-06,1.0735024348188815e-06,3.1641687494042598e-06,8.644434696825531,0.03322306880226056,4.006021090916496e-06,458.55227894602353,0.989459356502368,3.540095390372446e-08,-7.413090365788678e-05,0.3238104198495107,35.8331238047477,1.3381560575607846e-05,0.3238104198495107,35.8331238047477
0.01235982444884703,0.053115175373741504,1874.466119229474,0.21675107514696038,9.503317777109122e-05,0.033331072435305004,9.677880856384064e-05,4.698351446875686,104.08100652322281,112.75805843038594,2.1199524783739285e-07,0.00015737861798634527,2.726937429472837,0.5265993162018161,15253.548629335584,27671856151.035656,20542717455191.883,7.157513804668985,140.1331921214871,210.21772544559013,64.80901111184956,742.368612465595,3.197876424754313e-06,1.0735024348188622e-06,3.1698200727402586e-06,8.677051907163133,0.03328405757612968,4.007975147155244e-06,458.2839275063317,0.9912265677967964,2.3149310991662996e-08,-6.453848033434496e-05,0.26187569017945644,17.511300043298863,8.750439554848612e-06,0.26187569017945644,17.511300043298863
0.012571797077847667,0.054111623762049546,1876.485560778504,0.21652818722323505,9.503317777109122e-05,0.03333266971095975,9.677560912210018e-05,4.70303231123902,104.05888804478339,112.75805843038783,1.9927321794082846e-07,0.00015738382490413324,2.7297499769497358,0.52697559733453,15264.203444903831,25984494904.357735,20522272077044.062,7.159894737053175,144.1407110983222,217.29915714558916,66.18257971098213,789.7891474350872,3.197876424754315e-06,1.0735024348188205e-06,3.1729845066286694e-06,8.699170385604441,0.03331821837525648,4.0079630146123145e-06,458.13384356228585,0.9922161100642595,1.4536215393025509e-08,-5.5916662109313616e-05,0.20805293459740634,8.938468261057773,5.4946894185636424e-06,0.20805293459740634,8.938468261057773
0.012803432744933636,0.055201450656256014,1878.030325415561,0.2163601795614495,9.503317777109122e-05,0.03333422526633983,9.677374401811044e-05,4.7065935896414155,104.04352169444871,112.75805843038832,1.872327566742679e-07,0.0001573868608100223,2.7313891907050496,0.5272001714623787,15270.411785381506,24395519457.33328,20506744083778.08,7.161281575253916,148.27049547759117,224.62998758436942,67.58541175188785,840.5946886945161,3.1978764247543145e-06,1.0735024348188097e-06,3.1748286946033985e-06,8.714536735939598,0.03333813334239243,4.00724695344643e-06,458.04639475611566,0.9927928015087624,9.061607403599203e-09,-4.8380785344015935e-05,0.16479244638786875,4.933938548544721,3.4252875985604984e-06,0.16479244638786875,4.933938548544721
0.01306511022389571,0.05643345127064124,1879.2588679714183,0.21622776663843205,9.503317777109122e-05,0.03333561739764336,9.67725325692173e-05,4.709416840403708,104.03202637358058,112.7580584303879,1.7549699686726037e-07,0.00015738883293211478,2.732453625888785,0.5273499067702733,15274.4426263125,22852412621.038837,20494450710338.13,7.162181801212003,152.67300100979352,232.47818932024424,69.06850928685489,896.817813077212,3.1978764247543145e-06,1.0735024348188112e-06,3.1760261810949377e-06,8.726032056807332,0.033351069206574636,4.006348449745232e-06,457.98959342812867,0.9931672645374999,5.582425995911956e-09,-4.16111723226649e-05,0.1297856613469156,2.9089401186584234,2.1101570264547194e-06,0.1297856613469156,2.9089401186584234
0.013374036520018014,0.05788869569837254,1880.2747062900755,0.21611887484371384,9.503317777109122e-05,0.03333684024004055,9.677166048306489e-05,4.711747221080028,104.02286666399326,112.75805843038776,1.6365342126247246e-07,0.00015739025263079,2.7332196550144183,0.5274605911841234,15277.343168437035,21299464855.523777,20484314526703.062,7.162829495161984,157.5644899301221,241.23535187091693,70.70262329332037,961.7290699860322,3.1978764247543137e-06,1.0735024348188093e-06,3.176887934017628e-06,8.735191766394506,0.033360381552291776,4.005448958576826e-06,457.9486941565726,0.9934367411551771,3.345967205734563e-09,-3.534780045361374e-05,0.10084532857009715,1.800299708286447,1.2647756037676648e-06,0.10084532857009715,1.800299708286447
0.013739001251136496,0.0596086864913125,1881.1055948476123,0.21603006169955358,9.503317777109122e-05,0.03333786601566353,9.67710003370441e-05,4.713652130794965,104.01551536856196,112.75805843038769,1.5183967239523123e-07,0.0001573913272450868,2.7337993567855894,0.5275464162334341,15279.53803037162,19753786383.168087,20476036387051.594,7.163319556102357,162.97925127486783,250.97242591814856,72.49579866297192,1036.5626108267995,3.1978764247543162e-06,1.0735024348188093e-06,3.177540059206157e-06,8.742543061825723,0.03336743086191502,4.004648971030606e-06,457.9177250296308,0.9936406656043779,1.956187728196287e-09,-2.966111051925671e-05,0.0774027370772975,1.1716699251567253,7.394389612581964e-07,0.0774027370772975,1.1716699251567253
0.014226942630926918,0.061909117851750996,1881.848107895429,0.2159507392236948,9.503317777109122e-05,0.03333877927660045,9.67704203915661e-05,4.7153552749263286,104.00897074871779,112.75805843038746,1.388170703613783e-07,0.00015739227119496182,2.7343085125424476,0.5276233060550025,15281.465677161921,18052962289.856853,20468640702477.34,7.163749917267146,169.70070787733118,263.11894457854856,74.69999837081434,1133.8106385996136,3.197876424754314e-06,1.0735024348188101e-06,3.1781128128942745e-06,8.749087681669682,0.03337362383665078,4.003921521165699e-06,457.89051114011403,0.9938197699886766,1.0418363792956747e-09,-2.4030925304185438e-05,0.05673846474536974,0.7655618897283994,3.93814151373765e-07,0.05673846474536974,0.7655618897283994
0.014988847146241163,0.06550244074231415,1882.5487620055546,0.21587568690567738,9.503317777109122e-05,0.03333960105270764,9.676983794705855e-05,4.716966242851087,104.00269774378825,112.7580584303883,1.2295380176299386e-07,0.0001573932190478063,2.7348197850500515,0.5277015216900159,15283.401226232832,15984409589.788322,20461650179511.69,7.164182010710772,179.23649228696868,280.45826210081344,77.78836252439251,1280.1004669314575,3.197876424754316e-06,1.0735024348188078e-06,3.178687937705987e-06,8.75536068660005,0.03337984357209971,4.003275922183936e-06,457.863177016424,0.9939996158411498,4.486749847867854e-10,-1.805755683374749e-05,0.03745037907863749,0.48186323139825527,1.6959914424940488e-07,0.03745037907863749,0.48186323139825527
0.015976924400286724,0.07016379159076751,1883.042139811422,0.21582236205120262,9.503317777109122e-05,0.0333401010956195,9.676934656225531e-05,4.718107739419515,103.9980590022112,112.75805843038827,1.0770463843251429e-07,0.000157394018560094,2.735251134097703,0.5277674575055106,15285.034113233096,13998508125.638552,20456699728126.527,7.164546516169096,190.25142757161683,300.633294430387,81.30301398165844,1461.3485626128734,3.1978764247543162e-06,1.0735024348188076e-06,3.1791731522778637e-06,8.759999428177075,0.03338509096881307,4.002916216768616e-06,457.84012173313306,0.9941513460856714,1.779562643769376e-10,-1.320598282721056e-05,0.023728251032061175,0.32505652243557853,6.726746793448242e-08,0.023728251032061175,0.32505652243557853
0.017305389960668896,0.07643220939961443,1883.3692558964012,0.21578622409611262,9.503317777109122e-05,0.03334030929374536,9.676889088894014e-05,4.7188756650456956,103.99463056137309,112.75805843038812,9.297762394513756e-08,0.00015739475985375047,2.7356512325031597,0.5278274840839711,15286.548619546329,12082395967.930916,20453370726622.69,7.1648845817253966,203.27525773313388,324.675184602016,85.39120471532026,1692.8240707315013,3.1978764247543175e-06,1.073502434818808e-06,3.179623212831426e-06,8.76342786901503,0.03338995705755209,4.002829308989174e-06,457.8187564960896,0.9942920834043742,6.158053783643153e-11,-9.319746334079665e-06,0.014047211625964845,0.2339347593291425,2.327744330217112e-08,0.014047211625964845,0.2339347593291425
0.019086880409912268,0.08483930085006625,1883.5524577198526,0.21576478840176427,9.503317777109122e-05,0.03334024015080198,9.676844150008387e-05,4.719322558079238,103.99218340743393,112.75805843038812,7.925695042219188e-08,0.0001573954908510824,2.736045985456281,0.5278846713952252,15288.042812129856,10298378152.526533,20451433920338.184,7.165218102180475,218.4284139059517,352.8831335791732,90.06327263283481,1985.8888086490365,3.1978764247543184e-06,1.0735024348188087e-06,3.1800672625867222e-06,8.765875022954194,0.03339475608008178,4.003006932970764e-06,457.7977085824074,0.9944309411012696,1.7970618718834255e-11,-6.376196484884268e-06,0.007637835914958051,0.18139619703572238,6.792893875719348e-09,0.007637835914958051,0.18139619703572238
0.021718331667449502,0.09725831830018417,1883.6297203740342,0.2157536838892833,9.503317777109122e-05,0.03333989180234103,9.676792255204263e-05,4.719540146563924,103.99025760224413,112.75805843038806,6.582582283757282e-08,0.00015739633495652288,2.736502085757092,0.5279478456445154,15289.76911413226,8552742990.114653,20450491044993.918,7.1656034190095745,237.47725041712064,388.6704591918278,95.81912662721254,2391.1031897755843,3.197876424754318e-06,1.0735024348188078e-06,3.1805803246174234e-06,8.767800828143935,0.03340029798043811,4.003465184599617e-06,457.7734343294534,0.9945913794555259,3.6343837626138345e-12,-4.096004601652157e-06,0.003459037033433397,0.14826083455852362,1.3737970622680294e-09,0.003459037033433397,0.14826083455852362
0.025527983381849334,0.11523826430676207,1883.6278925364152,0.21574995012135978,9.503317777109122e-05,0.03333928248044655,9.676730470547857e-05,4.719591692340986,103.98859380194149,112.75805843038809,5.362847710779989e-08,0.00015739733991725085,2.7370453701850184,0.5280200046360007,15291.825269407453,6967822417.834746,20450267707181.758,7.166062337690141,260.4362585016239,432.24108891427824,102.6001249655212,2934.958223797082,3.197876424754317e-06,1.0735024348188076e-06,3.1811914614895804e-06,8.769464628446604,0.033406896105965346,4.004186760317484e-06,457.74456929199266,0.9947824865500425,4.582458032148631e-13,-2.5105473413664625e-06,0.0012370071247159733,0.1259261660559803,1.7321691361521826e-10,0.0012370071247159733,0.1259261660559803
