,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],HE,AR,N2,H,H2,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,CH2CHO,CH3CHO,CH3CO,H2CC,CH3O2,CH3OOH,C2H5O2,C2H5OOH,C2H2OH,C2H3OH,C2H4O,C2H5OH,C2H4OH,CH3CHOH,C3H8,NC3H7,IC3H7,C3H6,C3H5,CH3CCH2,AC3H4,PC3H4,C3H3,C2H5CHO,CH3COCH3,CH3COCH2,C2H3CHO,C3H5OH,NC3H7O2,NC3H7OOH,IC3H7O2,IC3H7OOH,C4H2,NC4H3,IC4H3,C4H4,NC4H5,IC4H5,C4H5-2,C4H6,C4H612,C4H6-2,C4H7,IC4H7,IC4H7-1,C4H81,C4H82,IC4H8,NC4H9,SC4H9,IC4H9,TC4H9,C4H10,IC4H10,H2C4O,CH2CHCHCHO,CH3CHCHCO,CH3CHCHCHO,C3H7CHO,IC3H7CHO,C2H5COCH3,C2H3COCH3,OH*,CH*
44,6.935991977835794e-07,455962.50000000006,2199.675116506119,0.966001470075628,0.03874729490406605,0.0,0.94981970315466,0.0,1.2639411018874083e-05,0.00017842729066930765,-4.372357883092021e-32,-4.648440700369105e-54,-2.752725772771534e-32,-3.476251220914234e-32,-1.2798781718816291e-52,-1.168061155535759e-51,1.2916696728634081e-10,1.2369772765473628e-08,2.727661242147204e-07,1.9063031057348607e-08,0.00036435574321657413,0.04962328988967607,-2.724607497958368e-34,-3.262939953758867e-60,-1.2145503418838097e-36,-1.2703818136342092e-33,-4.704769276478492e-35,-1.337953794170725e-37,-5.9471589351741096e-36,3.453481902839633e-13,7.070600809747588e-09,3.159849812369993e-10,9.380343879716406e-07,4.3308379440669154e-08,2.894557730759994e-07,-9.42675264304878e-40,-7.590213187147818e-38,2.3038589926275138e-38,-8.762422175099067e-38,1.8531361826562244e-43,1.6312137866204303e-09,1.7055178422684464e-59,5.460893559230783e-64,-9.649385980409563e-65,-3.5419483935884625e-69,-1.5450444620602801e-43,-4.2297078905208564e-38,-4.116039157394709e-43,-1.1623763358385588e-38,-2.7881259523882128e-40,-2.02222214075446e-40,3.206623208088008e-11,8.502469437132484e-13,5.278397653783686e-13,2.87697103961476e-10,2.465785121051384e-11,1.0618909782669215e-14,1.1255717650040024e-11,6.912891371736016e-12,1.941608128408088e-12,-5.199537284217731e-42,-1.219710264522501e-43,-8.568412423389192e-45,-5.61150380762343e-41,-1.614529962706463e-42,-3.461106365146316e-72,-2.1750079979536153e-76,-2.963685608532518e-73,-2.077336747358758e-77,2.042712438795092e-17,7.272411766725209e-20,3.4259722109959135e-17,2.113187226126423e-15,1.2854828095381733e-17,2.0916790665652476e-16,1.4600581918995047e-15,2.3714630468041576e-14,8.841212408394105e-16,1.4306533535928828e-15,1.958895859386872e-15,3.7399411697094416e-15,1.6960362036956284e-19,1.0486041733469539e-14,1.109283878738069e-14,2.0815702421455727e-15,1.8160220813340055e-18,3.0828357740847336e-18,1.0343319854610864e-18,7.710546174925851e-19,-1.0001463580203517e-15,1.4174373694413846e-16,2.9674491029848246e-49,2.4326197377512667e-48,2.0668633903381998e-48,-3.881500762504756e-49,-3.4559446653107968e-46,-7.646150323833784e-49,-1.077000586516352e-47,6.4139210991050996e-68,-2.389202287273141e-41,-3.7966128218362305e-16
45,8.150483509810177e-07,455962.50000000006,2199.1041184235537,0.9662205729055664,0.03874602292277798,0.0,0.9497885228389128,0.0,1.2730823523194755e-05,0.0002119268316703875,-1.9006822261893102e-31,-2.5449575702917238e-54,7.233299863069517e-32,1.2295555441116319e-32,-7.163702388166862e-52,-5.954798794836562e-51,1.7675517439452393e-10,1.4586458603640441e-08,3.5702177690231385e-07,2.468199972670941e-08,0.0004285164612503482,0.049555857257795516,-4.454110717251441e-34,2.591286396589442e-60,-3.6008963550194225e-37,-1.0212346971213284e-33,3.267983879169952e-34,1.677692790581736e-36,1.6241071007709598e-35,7.242467036185879e-13,1.3753854457858245e-08,5.125688855263477e-10,1.515267942713558e-06,6.031503765958545e-08,4.559579892479707e-07,-3.125621398016814e-38,-3.6905058175404866e-37,-1.353898717251472e-38,-1.618166949792753e-37,-1.2094958857127786e-40,2.7145574470129534e-09,3.177534222938106e-59,7.458852243793044e-64,1.0436088256802289e-63,4.1026192538349295e-68,1.3512269686536635e-41,6.163297809795927e-37,-2.6526634513393296e-44,2.642343653283668e-38,4.7028543560217786e-39,9.91151169732225e-40,5.634083777249431e-11,1.4638405511333861e-12,9.028284340291106e-13,6.264968960285624e-10,5.782345036074974e-11,2.4797235484145305e-14,2.945658866462145e-11,1.848571704736226e-11,6.0131348962587896e-12,7.31755266335138e-42,-1.8162273774837903e-42,-2.5841310175443045e-44,-2.0810896852832033e-39,1.054077528833787e-40,2.2207868813726693e-70,1.3849574679888718e-74,2.38203263573636e-71,1.302947154465196e-75,1.0264969097708639e-16,2.832872384754989e-19,1.462320824506751e-16,8.028568572538698e-15,4.7119050262803526e-17,8.310435901541263e-16,6.258493558048813e-15,7.5123904883438e-14,3.013242763457534e-15,4.956997535399383e-15,5.499335503558782e-15,1.174127963680868e-14,5.290604089949862e-19,2.968489174019433e-14,3.2135476142646887e-14,5.876265748474183e-15,7.131100817200298e-18,8.583217863255439e-18,2.6361737221348525e-18,1.5638764447149001e-18,-1.1020423488692983e-14,3.0763689570859596e-16,2.1130634484869774e-47,1.8134494655752002e-48,6.891162057641207e-49,-5.670049913525861e-48,6.066566589926143e-46,7.875388529012629e-49,-1.8391631530496812e-47,8.158976613547536e-67,-6.184905500635256e-41,1.2175611895253467e-15
46,9.364975041784559e-07,455962.5000000001,2198.5358911958283,0.9664386325739062,0.03874475338901034,0.0,0.9497574025196928,0.0,1.2847643639728708e-05,0.00024558802281132556,-2.263497563560347e-31,1.7009963024131658e-52,3.404962456729521e-31,7.433049477262248e-31,7.144980870332031e-52,-4.1509927634054084e-51,2.2911807130884198e-10,1.676442133228535e-08,4.466530196102591e-07,3.067885661237316e-08,0.0004921022095942784,0.04948849694036507,-6.27641146517471e-33,2.1728013426254683e-58,1.7066053338374205e-35,-1.1528933171042795e-32,1.4494954578873987e-33,4.7453720997059595e-36,1.8678741400767334e-34,1.3657368370760659e-12,2.4345816193410636e-08,7.829087659034375e-10,2.2880188465808638e-06,7.996400606380727e-08,6.69479290515651e-07,-1.2842401311094861e-36,-1.0320437086062846e-35,-1.1423634887071174e-35,-5.729501044375401e-36,-9.022972690324451e-39,4.187491210946428e-09,8.621139312328134e-59,3.3455798959782705e-63,1.0106258930539744e-62,3.689255548725587e-67,4.723624436749978e-41,4.4083192840988134e-36,1.3249862695398831e-41,5.680105536363738e-37,2.1520661068677474e-38,7.824307345783906e-39,9.062780551872637e-11,2.3211408736611283e-12,1.421869554434918e-12,1.218535009447022e-09,1.1946628856320857e-10,5.13056895033274e-14,6.688239472438666e-11,4.313723239753297e-11,1.5839089710190786e-11,-8.866603194169707e-41,-7.015779806252592e-41,-1.2043607819852297e-43,-8.569206365908779e-38,5.928261676757996e-40,1.219889950087706e-69,7.734126539261735e-74,1.3407347272406237e-70,7.554115507731115e-75,4.087238536197297e-16,9.085875619872342e-19,5.065146854549218e-16,2.5104383683704126e-14,1.4287831989767882e-16,2.6955939472983862e-15,2.177247812405715e-14,2.004607556530055e-13,8.597982285921919e-15,1.43678847815774e-14,1.3230322556708425e-14,3.094827792285555e-14,1.4073677149011101e-18,7.192968442173137e-14,7.92553545443023e-14,1.4207530866147247e-14,8.197359482239417e-18,1.652562877803314e-17,5.8700423686982635e-18,2.847563597042009e-18,-1.1467162703605876e-14,5.9050020494647085e-16,-1.7541840131050283e-44,-1.9695415067851106e-45,-2.0593684695274487e-45,-3.3684427904476046e-47,2.861487994233031e-44,7.66877655439974e-47,8.598403106950312e-46,3.5977074485672267e-66,-8.606795228206167e-42,1.5895177609562807e-15
47,1.0917389592244498e-06,455962.50000000006,2197.813358592259,0.9667159109621419,0.03874313271453347,0.0,0.9497176746224463,0.0,1.303328237613807e-05,0.0002889381915830199,-1.1235441383174933e-31,1.5933234278335519e-52,-7.513320041361724e-31,4.76212747399775e-31,8.845472945896858e-52,1.2741352931349911e-51,3.0114982666857295e-10,1.9491647581757382e-08,5.67392116221195e-07,3.88053383354926e-08,0.00057252891471481,0.04940241540290484,-9.565061457018187e-33,1.1113818494486871e-57,-7.982360898853429e-37,-1.4232379033762164e-32,-1.881808542535094e-33,-7.786924330625775e-36,1.1643123111957086e-34,2.7460784089461504e-12,4.5666322793215104e-08,1.2605513405519924e-09,3.602798181779495e-06,1.0881640991365315e-07,1.0150596015952534e-06,-9.12359645110607e-37,-1.0674882103288519e-35,-2.476058125171054e-36,-4.560535519783243e-36,-6.923542574374363e-41,6.723023263612449e-09,-1.8460792966099924e-57,-5.77005429006797e-62,1.4728612839996184e-62,5.291795250951336e-67,-3.954757648787171e-41,8.695368598018211e-37,1.0780880725245028e-42,1.0201934525480474e-36,-1.4940418832816439e-38,2.7744483234105113e-39,1.5168063792353228e-10,3.841499779984646e-12,2.3287187996890293e-12,2.5264192700220968e-09,2.6369984526880057e-10,1.1419152090442228e-13,1.637177867987799e-10,1.0981401115659245e-10,4.586363797679654e-11,-2.850615431317829e-40,-3.700862716765397e-41,-9.642749209477994e-43,-6.096477769894303e-38,-6.185670230568969e-40,1.6675542444017246e-69,1.0202375048224155e-73,1.898971752050863e-70,1.027501124276105e-74,1.869812979870746e-15,3.2790258746184162e-18,1.9846271475263537e-15,8.764094757279774e-14,4.815682972998359e-16,9.762482190656573e-15,8.568643083984125e-14,5.855227779709725e-13,2.716903554768352e-14,4.6248996806985057e-14,3.4458740381565373e-14,8.865108653005545e-14,4.1346244841263336e-18,1.8891785799861947e-13,2.1176219590256746e-13,3.722244489669856e-14,8.419177419044351e-18,3.6066264316186655e-17,1.412630919581716e-17,5.465973793134765e-18,-4.0724501255070815e-15,1.1946035124403478e-15,-3.16582827077363e-44,1.4149316304793109e-46,1.5132382363441627e-46,-2.1200772509944758e-46,-1.3271523469595414e-44,1.4389446428447198e-47,-1.005903346092234e-45,-2.748815873900323e-64,-1.1855065208623305e-40,1.7379829857936609e-15
48,1.2807727161189995e-06,455962.5000000001,2196.93887900812,0.9670514602492578,0.03874115983566476,0.0,0.949669313072922,0.0,1.3313371823880062e-05,0.0003423649171961889,-1.6832935650552742e-32,4.517736241536507e-52,3.0078658980380167e-31,3.8940050646855267e-31,2.90086468937124e-51,-1.0941321918589577e-50,3.9347226182074734e-10,2.2727289707912846e-08,7.216881413993096e-07,4.9287299615155517e-08,0.000669148676134376,0.049297486147651774,1.8203310057218652e-32,4.985223743739568e-57,3.231608777280334e-35,4.7840574443258884e-32,1.782575797633383e-33,7.306751438833418e-36,1.0085440302236775e-35,5.678983080551904e-12,8.77725115813384e-08,2.090952382911706e-09,5.771330896807265e-06,1.4941030360551625e-07,1.5511013934193045e-06,4.19216396875349e-36,2.768060563495458e-35,2.1155251037434952e-35,1.5118506747753315e-35,1.3542408717952398e-38,1.094184996701684e-08,4.9561946034783285e-59,3.8138901065437563e-63,1.3328617828787548e-61,4.862555975954841e-66,1.3492459239584733e-40,-5.429341547524873e-38,4.819040316376109e-42,-8.51147149918903e-37,4.521632527967063e-38,1.0904255376414358e-38,2.5662708044472367e-10,6.457034548186134e-12,3.857386401877501e-12,5.361308191015583e-09,5.944466810006401e-10,2.6192681830047066e-13,4.103911547523708e-10,2.893252710215678e-10,1.3751676198235984e-10,2.941017218992639e-39,1.9722581142476775e-40,2.5565726849005165e-42,3.5903425795045072e-37,2.1535034087575853e-39,2.858608277119967e-68,1.8141058985841346e-72,3.0648643873970156e-69,1.724347484396511e-73,9.042820592703717e-15,1.2439599252821537e-17,8.16100621597969e-15,3.1902423881139415e-13,1.6860467090501427e-15,3.6684244671734234e-14,3.5329307660795435e-13,1.763681421062817e-12,8.926969462374893e-14,1.5503059622878896e-13,9.202125056325501e-14,2.595890390087081e-13,1.2630579517147257e-17,5.091231070376942e-13,5.796135469275227e-13,1.0006546523177131e-13,1.6432067795851208e-17,8.720256085386086e-17,3.49872994206645e-17,1.0666077456172293e-17,9.264213266150518e-15,2.447231449156047e-15,4.97674663113871e-43,8.712524279037942e-45,9.114217028790101e-45,1.1001642447797116e-45,1.6707969669981032e-43,-1.6155356406681153e-47,5.015415359062081e-47,7.058506010894272e-64,7.172891300496804e-41,2.3635664071601147e-15
49,1.4698064730135491e-06,455962.5,2196.0697129767286,0.9673848707938575,0.03873918434139508,0.0,0.9496208874115835,0.0,1.3651329691771522e-05,0.00039667871643988975,-1.3747398502257955e-31,9.20982578415877e-52,-3.461945246522998e-31,1.0569645131390295e-30,4.83202285680486e-51,3.9004372221567137e-51,4.87400708321122e-10,2.587142435726337e-08,8.821775003572022e-07,6.031547185669158e-08,0.0007642971197210452,0.04919226613478935,-7.955634791234451e-33,1.281874832075279e-56,2.5891118865952655e-35,-1.425171253478288e-32,-1.0201381557336805e-33,-5.074892599107585e-36,1.5703998298559424e-34,1.0631879541815763e-11,1.5400024247124364e-07,3.262568986538402e-09,8.649454357266102e-06,1.957462481571515e-07,2.217676423200983e-06,-3.482659508478098e-36,-2.5621083988685387e-35,-1.230852946340986e-35,-7.592584111050909e-36,-6.780314592375055e-39,1.656907593387207e-08,-1.8939511996323745e-58,-8.217056488710178e-63,2.621948664967554e-61,9.55511416956223e-66,-1.0183345226150345e-40,1.697883922900746e-36,3.214510708049835e-41,1.6395530360947226e-36,-2.447074677247884e-38,-6.1853635370938226e-40,4.005657816773236e-10,1.0060509725144034e-11,5.9165123924666945e-12,1.0192318349080775e-08,1.1857865620467102e-09,5.346422197726092e-13,8.955750110625802e-10,6.6322140960812e-10,3.512596755848717e-10,6.62926819373607e-40,-1.1756946382334676e-40,7.281641117954542e-44,-2.9854278744788357e-37,-8.335906936855458e-40,6.478208063614198e-68,4.1220498698136774e-72,6.846688950003475e-69,3.860360630931347e-73,3.490586060497259e-14,3.919868576908493e-17,2.7408608229425182e-14,9.637300606646985e-13,4.9160907144809915e-15,1.1315222970453056e-13,1.1855967892207793e-12,4.513968875957158e-12,2.4719205574744265e-13,4.368148760134955e-13,2.1194265761663424e-13,6.433797214119815e-13,3.286591816651027e-17,1.1821542415310672e-12,1.3616236255430524e-12,2.318961864250487e-13,3.078690679979715e-17,1.8715769703936145e-16,7.593853999394098e-17,1.882437932754612e-17,2.472303419557345e-14,4.48282114181506e-15,-5.5279437000911816e-43,-8.700412864537548e-45,-9.076154466386496e-45,2.5930243825378953e-46,1.3336001063784844e-43,4.2156375917027115e-46,4.039714455604047e-45,8.756034804333462e-64,-3.8139415002733246e-41,2.4130187803706094e-15
50,1.670780852186747e-06,455962.5000000002,2195.1508301856534,0.9677371782941636,0.03873707737795957,0.0,0.9495692390219388,0.0,1.4072555358528743e-05,0.0004556069056664385,-2.690832398771224e-31,1.4783305350963408e-51,9.421405030341982e-32,5.01248683177153e-31,9.538868082512647e-51,3.7322792627597616e-50,5.857347616996705e-10,2.9117238419986704e-08,1.0581305357220674e-06,7.255809185093522e-08,0.0008638099731316928,0.04907988973731869,-3.372369034770779e-32,2.939723300955793e-56,-5.713593505035632e-36,-9.105301592941372e-32,-2.1472683203533583e-33,-8.423014234637316e-36,-3.4127908008258064e-34,1.9088005864332826e-11,2.5970195870382216e-07,4.972229214849313e-09,1.2584397326563591e-05,2.5099847502823334e-07,3.071639111745508e-06,-1.539065555398645e-35,-1.010973553487589e-34,-4.1452846645995916e-35,-3.06486190823908e-35,-2.827361718970303e-38,2.427661448408247e-08,-2.093375297642046e-57,-6.259662381410306e-62,4.298111481623545e-61,1.555987300895292e-65,-6.072910653209556e-40,-4.2209819854356883e-35,2.85343786805829e-41,-1.1948738856277274e-36,-6.500200318982283e-38,1.0051713598105809e-38,6.023761361883955e-10,1.5149613039514105e-11,8.7566385093591e-12,1.8428133097281205e-08,2.2348637241683227e-09,1.036972778571034e-12,1.8321256859870668e-09,1.426483926832783e-09,8.338734344897112e-10,1.585731770965107e-38,-2.762346912025192e-40,1.786768335251435e-41,-1.4674583905642659e-36,-1.35448028839343e-38,1.1389914723837226e-67,7.171126177375467e-72,1.1952040115529333e-68,6.669990207951559e-73,1.2208046568840893e-13,1.1409717847600234e-16,8.417292332137363e-14,2.6797930833122136e-12,1.3201956955377304e-14,3.186755210826669e-13,3.6251422103104635e-12,1.0734237283204866e-11,6.341539003261156e-13,1.1386220167183953e-12,4.557769286446486e-13,1.4735037200627026e-12,7.949396552507358e-17,2.5620267589324232e-12,2.9793924216371898e-12,5.017370759117213e-13,5.545095014995495e-17,3.7963248514596916e-16,1.5520498799290354e-16,3.173107542289284e-17,4.8398400961654606e-14,7.793480315753002e-15,-6.851449951729567e-42,-5.158143883527632e-44,-5.359252366946437e-44,1.017472459140775e-44,1.9604699357631227e-42,6.434094332565607e-46,2.0807469665929288e-44,-2.3778931185106484e-63,-5.016633886248191e-41,2.8326308388833093e-15
51,1.8836958536385931e-06,455962.50000000006,2194.1824422284535,0.9681081971087369,0.03873483334494826,0.0,0.9495142306200893,0.0,1.4586556378058262e-05,0.0005196032238191025,-3.517223089813572e-31,2.109688193354939e-51,-4.710996985542843e-31,7.648614309020893e-31,8.513519678558645e-51,2.4806249914716192e-50,6.855348890119905e-10,3.245149376260934e-08,1.2493069983634248e-06,8.60408874501856e-08,0.0009673495556063127,0.04896005321855911,-6.418455893294615e-32,6.398670588497465e-56,-1.9681432235739394e-34,-1.5409179443348699e-31,-3.57723077191348e-33,-1.6933186687300518e-35,-3.04026326010098e-34,3.306682846890762e-11,4.2324567956981773e-07,7.4208817984445475e-09,1.7842348277576154e-05,3.1590168787626945e-07,4.139633971654038e-06,-3.5014506439287607e-35,-2.094705137113654e-34,-7.158291089486405e-35,-5.231042965973855e-35,-5.193795664393863e-38,3.457036661557149e-08,-2.033628600221429e-57,-5.090903344136047e-62,9.344821178700971e-61,3.3836777806849386e-65,-1.168636940869195e-39,-4.765355540373238e-35,-6.525370279966374e-41,-1.8663345776624175e-36,-1.3835129052384277e-37,1.3108797546068417e-38,8.775321650377493e-10,2.215457301581913e-11,1.2568833368335302e-11,3.189572470011375e-08,4.010495415740259e-09,1.924432545048373e-12,3.5445938723699938e-09,2.900880700599777e-09,1.8573360842751997e-09,8.463975650920989e-39,-6.461637034340028e-40,-1.630009813994109e-42,-3.574598417311241e-36,-2.2458506303994256e-38,3.014581494003176e-67,1.9002259672167194e-71,3.101804544727438e-68,1.7335570357537399e-72,3.921723852920184e-13,3.1029603363045667e-16,2.3926001390413666e-13,6.9384554862539264e-12,3.303321432439095e-14,8.294824214357067e-13,1.0221576081582344e-11,2.3973743684843368e-11,1.5228656651356261e-12,2.7740657213875016e-12,9.237815447874467e-13,3.1527106349009413e-12,1.8032616304369705e-16,5.231922767515602e-12,6.132780092364215e-12,1.023059689912054e-12,9.577153544968127e-17,7.321180353336333e-16,3.0102786636957235e-16,5.1427837674966556e-17,8.481695196409872e-14,1.2959916616543637e-14,-3.4393513970065346e-41,-1.3550508349874497e-43,-1.411971765380721e-43,1.5881075315316843e-45,1.4697435339064627e-42,-5.152016388575325e-46,1.2839793465553886e-45,-5.128272449912657e-63,-1.7356742199299163e-40,3.061730359263548e-15
52,2.09661085509044e-06,455962.5,2193.218515802459,0.9684771538095616,0.03873257252945293,0.0,0.9494588108260629,0.0,1.5168396376307324e-05,0.0005854529289649224,-1.7650063696588198e-31,2.8718460147464384e-51,-1.7012522763875477e-31,2.119427914118902e-31,1.0541130962994394e-50,3.014223970221971e-50,7.792830031866377e-10,3.568345672855226e-08,1.4444030143389957e-06,9.999295279544108e-08,0.0010689132396347562,0.048839200812653416,-7.515482635385716e-32,1.1955228977125573e-55,-4.726257226630985e-34,-1.9483646596663437e-31,-3.622938110236681e-33,-1.0921224597447498e-35,-8.707589007734384e-34,5.409991870038378e-11,6.542394221286443e-07,1.0659923035257523e-08,2.4324860795117917e-05,3.8696135516001724e-07,5.373491835636996e-06,-4.384825703888005e-35,-2.8287352756804273e-34,-3.9821226100975816e-35,-5.475567166639061e-35,-4.241612352501473e-38,4.7232111257936694e-08,-3.603733897448446e-58,-8.719816633510087e-63,1.745560344825575e-60,6.315363337774709e-65,-1.5991277024796533e-39,-1.2606979231115615e-34,-3.825005167769464e-40,-8.380579794831446e-36,-1.7324126898454707e-37,-2.7223254846096337e-38,1.22217292018354e-09,3.102529883723284e-11,1.7273660344727732e-11,5.178465759705158e-08,6.710646118171881e-09,3.337240554988841e-12,6.335022113270385e-09,5.4306714034643576e-09,3.768229141730083e-09,4.938621604939767e-39,-4.1615916850390575e-40,-3.281847814674874e-41,-4.706119923907172e-36,-4.874557437320562e-38,6.731022127955785e-67,4.231446796091243e-71,6.79766256059212e-68,3.790693342183883e-72,1.1067275329235163e-12,7.585750558529588e-16,6.0505167218732e-13,1.614135561960711e-11,7.44619887255743e-14,1.927580195477567e-12,2.5565922138521753e-11,4.884775914370339e-11,3.3124312967391694e-12,6.108812373211158e-12,1.7206951801265094e-12,6.138743514436656e-12,3.7197884353241973e-16,9.813165415626012e-12,1.1575982489729139e-11,1.9163307369852022e-12,1.5635041891265808e-16,1.309368168977955e-15,5.405731303269585e-16,7.877576716387183e-17,1.411565739526229e-13,2.025802043828842e-14,-8.328509897932152e-41,-1.0536421247982377e-43,-1.0953960857567392e-43,-1.65509486346694e-44,9.155849337739161e-43,-8.241539460583945e-45,-8.170997332082799e-44,1.4747093373838073e-62,-3.4369889693797863e-41,3.377016760096068e-15
53,2.3389899196110656e-06,455962.5000000001,2192.1256536859046,0.9688949395264455,0.03872997271131324,0.0,0.9493950809966694,0.0,1.5910944658734143e-05,0.0006629681497776728,3.831723616303944e-31,3.772757396356762e-51,1.0087755296061235e-31,2.7152550991733024e-31,5.155773325931758e-51,-1.7954798881889704e-50,8.781704977841758e-10,3.924482555995885e-08,1.6702522907553739e-06,1.1638403257202852e-07,0.001182082923489625,0.048700135396175175,-2.539406273909189e-32,2.2080575463303016e-55,-5.5038181408729295e-34,-4.9098163971821923e-32,2.7557289620774836e-33,8.636886008199256e-36,-4.446703980389399e-34,8.961822986885483e-11,1.0202866048712938e-06,1.5497327665750018e-08,3.331724682040499e-05,4.748297155168177e-07,6.975026834807328e-06,2.522193704133907e-35,-2.9414815925556854e-35,1.192126076461276e-34,3.2931402873092163e-35,5.264023822973905e-38,6.472705857568239e-08,7.112448908286267e-58,5.058388320971735e-62,3.2064402840809336e-60,1.1585518104261656e-64,7.553443233476264e-40,-4.841684296710554e-35,-6.722980867423729e-40,-6.087230944118643e-36,1.6715278063067491e-37,3.5137009478785046e-38,1.7064600475503453e-09,4.36501927187656e-11,2.3787728703110635e-11,8.448732730725084e-08,1.1269352329689166e-08,5.84623866645985e-12,1.1365736308442024e-08,1.0229727799050857e-08,7.701044519606414e-09,1.4643244396614785e-38,9.084295825148003e-40,-4.3832679558165573e-41,3.107290432726053e-36,4.5147817121255894e-38,1.4231876503576478e-66,8.936410981074208e-71,1.4099360328732062e-67,7.852971973206937e-72,3.179574015350342e-12,1.892066578866881e-15,1.5527891653661023e-12,3.803857860772602e-11,1.698061509273044e-13,4.510818966153231e-12,6.461474721505175e-11,1.0053983593001547e-10,7.287100482838986e-12,1.3600204519019167e-11,3.2192944385857774e-12,1.1970295480338351e-11,7.731981032046528e-16,1.8495472469333847e-11,2.1944882100418296e-11,3.6068255137506354e-12,2.5621268079989144e-16,2.3578503548457585e-15,9.766495340260243e-16,1.2123072316874556e-16,2.2555499298542368e-13,3.174048900082012e-14,8.749748378769699e-41,5.009322671523005e-43,5.248605510372607e-43,-2.1390391094401176e-44,1.2485399007343232e-42,-1.985784601935336e-44,-1.4980311288591864e-43,5.515353009621233e-62,1.221040182879654e-40,3.674868092449043e-15
54,2.61083304720047e-06,455962.50000000006,2190.904294194506,0.9693610635845256,0.03872701616927679,0.0,0.9493226067275267,0.0,1.6842213947141906e-05,0.0007535260506311986,3.5353631222563975e-33,4.537651236498799e-51,1.2458290172280656e-32,3.607113702691339e-31,4.438770465962706e-51,1.7648014928328196e-51,9.802085918271e-10,4.309880305305737e-08,1.9271571525803835e-06,1.353358530982957e-07,0.0013058509491501815,0.04854195976578975,-4.9269686171010074e-32,3.781958467477862e-55,-2.9694948339943584e-34,-8.786370731575183e-32,-2.934570015786343e-34,7.490467613621784e-37,-4.323779356935814e-34,1.4909744438876357e-10,1.593715657521275e-06,2.2656373065834336e-08,4.559536355057058e-05,5.814954101617079e-07,9.011510030453124e-06,-6.6085408043306455e-37,-1.06207514596748e-34,-1.2682075008973913e-35,7.944597427530942e-36,-2.304848558556916e-38,8.847797405102197e-08,1.6446569405322728e-57,6.833159200347128e-62,4.4986725542056446e-60,1.618951386834846e-64,1.5539496028060252e-40,-3.8301379365316923e-35,-4.155733849625359e-40,-1.1801127480285211e-37,2.017712063122584e-38,-1.062391473445789e-38,2.3749333142443736e-09,6.133773286185724e-11,3.263896797336949e-11,1.37318686713748e-07,1.882143335014208e-08,1.0248767932927296e-11,2.0263753155995708e-08,1.917212763852036e-08,1.5656846850903047e-08,-2.0121246558837506e-38,-1.0629627782167735e-40,-3.180009768688384e-41,3.6147563595035044e-38,1.3531929179563225e-38,2.2827644998069087e-66,1.4280358846185088e-70,2.2187187362912012e-67,1.231354816604053e-71,9.135095542561743e-12,4.743586523502765e-15,3.979050564833462e-12,8.948388569753211e-11,3.864232952802746e-13,1.0473819507237569e-11,1.6234523618487123e-10,2.0661281244953685e-10,1.599558871494717e-11,3.0190402555186735e-11,5.9836372086594195e-12,2.3100610698407535e-11,1.5985120044337427e-15,3.4644694677529944e-11,4.132036701813506e-11,6.746338534786921e-12,4.2330826917064034e-16,4.230019413362196e-15,1.7566149184231803e-15,1.861217260101096e-16,3.734814318086278e-13,4.9464548356901013e-14,-1.722336864813771e-41,-8.749977103566631e-44,-9.211393191181757e-44,-1.798068557777745e-44,-3.579736147868012e-42,-2.2531855642555063e-44,-2.668607786578661e-43,7.378836416403409e-62,-1.3367718431358986e-42,4.024453990169624e-15
