t[s],lambda[m],N_agg[mol/kg],N_agg[#/m3],N_pri[mol/kg],N_pri[#/m3],n_p,d_p[nm],d_m[nm],d_g[nm],N_agg_0,N_agg_1,N_agg_2,N_agg_3,N_agg_4,N_agg_5,N_agg_6,N_agg_7,N_agg_8,N_agg_9,N_agg_10,N_agg_11,N_agg_12,N_agg_13,N_agg_14,N_agg_15,N_agg_16,N_agg_17,N_agg_18,N_agg_19,N_agg_20,N_agg_21,N_agg_22,N_agg_23,N_agg_24,N_agg_25,N_agg_26,N_agg_27,N_agg_28,N_agg_29,N_agg_30,N_agg_31,N_agg_32,N_agg_33,N_agg_34,N_agg_35,N_agg_36,N_agg_37,N_agg_38,N_agg_39,N_agg_40,N_agg_41,N_agg_42,N_agg_43,N_agg_44,N_agg_45,N_agg_46,N_agg_47,N_agg_48,N_agg_49,N_agg_50,N_agg_51,N_agg_52,N_agg_53,N_agg_54,N_agg_55,N_agg_56,N_agg_57,N_agg_58,N_agg_59,N_pri_0,N_pri_1,N_pri_2,N_pri_3,N_pri_4,N_pri_5,N_pri_6,N_pri_7,N_pri_8,N_pri_9,N_pri_10,N_pri_11,N_pri_12,N_pri_13,N_pri_14,N_pri_15,N_pri_16,N_pri_17,N_pri_18,N_pri_19,N_pri_20,N_pri_21,N_pri_22,N_pri_23,N_pri_24,N_pri_25,N_pri_26,N_pri_27,N_pri_28,N_pri_29,N_pri_30,N_pri_31,N_pri_32,N_pri_33,N_pri_34,N_pri_35,N_pri_36,N_pri_37,N_pri_38,N_pri_39,N_pri_40,N_pri_41,N_pri_42,N_pri_43,N_pri_44,N_pri_45,N_pri_46,N_pri_47,N_pri_48,N_pri_49,N_pri_50,N_pri_51,N_pri_52,N_pri_53,N_pri_54,N_pri_55,N_pri_56,N_pri_57,N_pri_58,N_pri_59,d_p_0,d_p_1,d_p_2,d_p_3,d_p_4,d_p_5,d_p_6,d_p_7,d_p_8,d_p_9,d_p_10,d_p_11,d_p_12,d_p_13,d_p_14,d_p_15,d_p_16,d_p_17,d_p_18,d_p_19,d_p_20,d_p_21,d_p_22,d_p_23,d_p_24,d_p_25,d_p_26,d_p_27,d_p_28,d_p_29,d_p_30,d_p_31,d_p_32,d_p_33,d_p_34,d_p_35,d_p_36,d_p_37,d_p_38,d_p_39,d_p_40,d_p_41,d_p_42,d_p_43,d_p_44,d_p_45,d_p_46,d_p_47,d_p_48,d_p_49,d_p_50,d_p_51,d_p_52,d_p_53,d_p_54,d_p_55,d_p_56,d_p_57,d_p_58,d_p_59,d_m_0,d_m_1,d_m_2,d_m_3,d_m_4,d_m_5,d_m_6,d_m_7,d_m_8,d_m_9,d_m_10,d_m_11,d_m_12,d_m_13,d_m_14,d_m_15,d_m_16,d_m_17,d_m_18,d_m_19,d_m_20,d_m_21,d_m_22,d_m_23,d_m_24,d_m_25,d_m_26,d_m_27,d_m_28,d_m_29,d_m_30,d_m_31,d_m_32,d_m_33,d_m_34,d_m_35,d_m_36,d_m_37,d_m_38,d_m_39,d_m_40,d_m_41,d_m_42,d_m_43,d_m_44,d_m_45,d_m_46,d_m_47,d_m_48,d_m_49,d_m_50,d_m_51,d_m_52,d_m_53,d_m_54,d_m_55,d_m_56,d_m_57,d_m_58,d_m_59,d_g_0,d_g_1,d_g_2,d_g_3,d_g_4,d_g_5,d_g_6,d_g_7,d_g_8,d_g_9,d_g_10,d_g_11,d_g_12,d_g_13,d_g_14,d_g_15,d_g_16,d_g_17,d_g_18,d_g_19,d_g_20,d_g_21,d_g_22,d_g_23,d_g_24,d_g_25,d_g_26,d_g_27,d_g_28,d_g_29,d_g_30,d_g_31,d_g_32,d_g_33,d_g_34,d_g_35,d_g_36,d_g_37,d_g_38,d_g_39,d_g_40,d_g_41,d_g_42,d_g_43,d_g_44,d_g_45,d_g_46,d_g_47,d_g_48,d_g_49,d_g_50,d_g_51,d_g_52,d_g_53,d_g_54,d_g_55,d_g_56,d_g_57,d_g_58,d_g_59,d_mg[nm],sigma_mg,eta_0,eta_1,eta_2,eta_3,eta_4,eta_5,eta_6,eta_7,eta_8,eta_9,eta_10,eta_11,eta_12,eta_13,eta_14,eta_15,eta_16,eta_17,eta_18,eta_19,eta_20,eta_21,eta_22,eta_23,eta_24,eta_25,eta_26,eta_27,eta_28,eta_29,eta_30,eta_31,eta_32,eta_33,eta_34,eta_35,eta_36,eta_37,eta_38,eta_39,eta_40,eta_41,eta_42,eta_43,eta_44,eta_45,eta_46,eta_47,eta_48,eta_49,eta_50,eta_51,eta_52,eta_53,eta_54,eta_55,eta_56,eta_57,eta_58,eta_59,psi_0,psi_1,psi_2,psi_3,psi_4,psi_5,psi_6,psi_7,psi_8,psi_9,psi_10,psi_11,psi_12,psi_13,psi_14,psi_15,psi_16,psi_17,psi_18,psi_19,psi_20,psi_21,psi_22,psi_23,psi_24,psi_25,psi_26,psi_27,psi_28,psi_29,psi_30,psi_31,psi_32,psi_33,psi_34,psi_35,psi_36,psi_37,psi_38,psi_39,psi_40,psi_41,psi_42,psi_43,psi_44,psi_45,psi_46,psi_47,psi_48,psi_49,psi_50,psi_51,psi_52,psi_53,psi_54,psi_55,psi_56,psi_57,psi_58,psi_59
0.0,5.644048270006936e-07,3.5452598546844106e-05,2.62605662670946e+18,3.5452598546844106e-05,2.62605662670946e+18,1.0,1.9999369869583452,1.9999369869583452,1.5503387495801124,3.5452598546844106e-05,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,3.5452598546844106e-05,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.6605390671738466e-24,1.9999369869583436e-09,2.2893563531804132e-09,2.6206588237655748e-09,2.9999054804375156e-09,3.4340345297706204e-09,3.930988235648363e-09,4.499858220656274e-09,5.151051794655931e-09,5.896482353472544e-09,6.7497873309844115e-09,7.726577691983897e-09,8.844723530208817e-09,1.0124680996476618e-08,1.1589866537975846e-08,1.3267085295313227e-08,1.518702149471493e-08,1.738479980696377e-08,1.9900627942969845e-08,2.2780532242072395e-08,2.6077199710445658e-08,2.985094191445477e-08,3.4170798363108596e-08,3.911579956566849e-08,4.4776412871682164e-08,5.125619754466291e-08,5.8673699348502746e-08,6.716461930752325e-08,7.688429631699437e-08,8.801054902275414e-08,1.0074692896128488e-07,1.1532644447549156e-07,1.320158235341312e-07,1.5112039344192733e-07,1.7298966671323737e-07,1.9802373530119683e-07,2.2668059016289104e-07,2.594845000698561e-07,2.970356029517953e-07,3.400208852443366e-07,3.8922675010478413e-07,4.4555340442769296e-07,5.100313278665049e-07,5.838401251571763e-07,6.683301066415395e-07,7.650469917997575e-07,8.757601877357646e-07,1.0024951599623095e-06,1.1475704876996363e-06,1.313640281603647e-06,1.5037427399434645e-06,1.721355731549455e-06,1.9704604224054707e-06,2.255614109915197e-06,2.5820335973241826e-06,2.9556906336082066e-06,3.3834211648727957e-06,3.873050395986274e-06,4.43353595041231e-06,5.075131747309194e-06,5.8095755939794125e-06,1.9999369869583436e-09,2.2893563531804132e-09,2.6206588237655748e-09,2.9999054804375156e-09,3.4340345297706204e-09,3.930988235648363e-09,4.499858220656274e-09,5.151051794655931e-09,5.896482353472544e-09,6.7497873309844115e-09,7.726577691983897e-09,8.844723530208817e-09,1.0124680996476618e-08,1.1589866537975846e-08,1.3267085295313227e-08,1.518702149471493e-08,1.738479980696377e-08,1.9900627942969845e-08,2.2780532242072395e-08,2.6077199710445658e-08,2.985094191445477e-08,3.4170798363108596e-08,3.911579956566849e-08,4.4776412871682164e-08,5.125619754466291e-08,5.8673699348502746e-08,6.716461930752325e-08,7.688429631699437e-08,8.801054902275414e-08,1.0074692896128488e-07,1.1532644447549156e-07,1.320158235341312e-07,1.5112039344192733e-07,1.7298966671323737e-07,1.9802373530119683e-07,2.2668059016289104e-07,2.594845000698561e-07,2.970356029517953e-07,3.400208852443366e-07,3.8922675010478413e-07,4.4555340442769296e-07,5.100313278665049e-07,5.838401251571763e-07,6.683301066415395e-07,7.650469917997575e-07,8.757601877357646e-07,1.0024951599623095e-06,1.1475704876996363e-06,1.313640281603647e-06,1.5037427399434645e-06,1.721355731549455e-06,1.9704604224054707e-06,2.255614109915197e-06,2.5820335973241826e-06,2.9556906336082066e-06,3.3834211648727957e-06,3.873050395986274e-06,4.43353595041231e-06,5.075131747309194e-06,5.8095755939794125e-06,1.5503387495801112e-09,1.7746948474266768e-09,2.031518468035329e-09,2.3255081243701673e-09,2.6620422711400158e-09,3.0472777020529944e-09,3.488262186555251e-09,3.993063406710024e-09,4.5709165530794916e-09,5.232393279832877e-09,5.989595110065036e-09,6.856374829619237e-09,7.848589919749316e-09,8.984392665097555e-09,1.0284562244428859e-08,1.1772884879623976e-08,1.3476588997646334e-08,1.542684336664329e-08,1.7659327319435965e-08,2.02148834964695e-08,2.3140265049964938e-08,2.648899097915395e-08,3.032232524470426e-08,3.471039757494741e-08,3.973348646873094e-08,4.548348786705639e-08,5.206559636242113e-08,5.960022970309641e-08,6.822523180058459e-08,7.809839454363169e-08,8.940034455464462e-08,1.023378477008769e-07,1.1714759181544754e-07,1.3410051683196694e-07,1.5350677155131536e-07,1.7572138772317134e-07,2.0115077524795045e-07,2.302601573269731e-07,2.6358208158475704e-07,3.017261628719257e-07,3.4539023599045966e-07,3.9537312237713557e-07,4.5258924430788855e-07,5.180853539856896e-07,5.930596835657034e-07,6.788838664618331e-07,7.771280309785345e-07,8.895895253485553e-07,1.0183257996927496e-06,1.165692046467802e-06,1.3343842880228333e-06,1.5274886995391246e-06,1.748538069701703e-06,2.00157643203425e-06,2.2912330493086873e-06,2.622807104552555e-06,3.002364648051375e-06,3.436849573963031e-06,3.934210656828833e-06,4.503546972077064e-06,1.9999369869583408,1.0000000077505449,0.9999999965556555,1.4999999948334835,2.249999992250225,3.3749999883753374,5.062499982563007,7.59374997384451,11.390624960766763,17.085937441150147,25.628906161725222,38.44335924258783,57.665038863881755,86.49755829582263,129.74633744373395,194.61950616560094,291.92925924840137,437.8938888726021,656.840833308903,985.2612499633547,1477.891874945032,2216.837812417548,3325.2567186263223,4987.885077939483,7481.827616909225,11222.741425363836,16834.112138045755,25251.168207068633,37876.75231060295,56815.12846590442,85222.69269885663,127834.03904828495,191751.05857242743,287626.5878586411,431439.88178796164,647159.8226819425,970739.7340229137,1456109.6010343705,2184164.401551556,3276246.6023273338,4914369.903491001,7371554.855236501,11057332.28285475,16585998.424282128,24878997.636423193,37318496.45463479,55977744.681952186,83966617.02292828,125949925.53439242,188924888.30158862,283387332.452383,425080998.6785744,637621498.0178616,956432247.0267923,1434648370.5401886,2151972555.8102827,3227958833.715424,4841938250.573136,7262907375.859705,10894361063.789557,16341541595.684336,24512312393.526505,2.0000000068886887,6.245105261510305e-20,4.163403507673535e-20,2.775602338449024e-20,1.8504015589660162e-20,1.2336010393106774e-20,8.224006928737849e-21,5.482671285825231e-21,3.6551141905501545e-21,2.436742793700103e-21,1.6244951958000683e-21,1.0829967972000455e-21,7.219978648000304e-22,4.81331909866687e-22,3.208879399111247e-22,2.139252932740831e-22,1.4261686218272202e-22,9.507790812181471e-23,6.338527208120982e-23,4.2256848054139865e-23,2.817123203609325e-23,1.8780821357395497e-23,1.2520547571596999e-23,8.347031714397999e-24,5.564687809598667e-24,3.7097918730657776e-24,2.473194582043852e-24,1.6487963880292347e-24,1.0991975920194897e-24,7.327983946796599e-25,4.885322631197731e-25,3.2568817541318225e-25,2.1712545027545478e-25,1.447503001836365e-25,9.650020012242437e-26,6.43334667482829e-26,4.2888977832188594e-26,2.8592651888125735e-26,1.9061767925417152e-26,1.2707845283611438e-26,8.471896855740956e-27,5.647931237160638e-27,3.765287491440425e-27,2.5101916609602833e-27,1.673461107306855e-27,1.1156407382045707e-27,7.437604921363803e-28,4.9584032809092e-28,3.3056021872728022e-28,2.203734791515201e-28,1.469156527676801e-28,9.794376851178671e-29,6.529584567452449e-29,4.353056378301632e-29,2.902037585534421e-29,1.9346917236896137e-29,1.2897944824597428e-29,8.598629883064952e-30,5.732419922043299e-30,5.732419922043299e-30
3.128177101589508e-09,5.644047899458779e-07,3.545227939804752e-05,2.62603298661405e+18,3.545259854684411e-05,2.6260566267094605e+18,1.0000090022080952,1.9999369869583576,1.9999434740804476,1.5503442040961597,3.5451960252732625e-05,1.0638071359603933e-10,2.127622118306029e-10,2.3894452850619093e-15,1.830999680127995e-20,1.749491766585504e-24,1.6605421401312862e-24,1.6605411525243095e-24,1.6605406509582813e-24,1.660540290138683e-24,1.6605400249296244e-24,1.6605398263468375e-24,1.6605396752670807e-24,1.6605395587400954e-24,1.6605394677839355e-24,1.660539396035583e-24,1.6605393389035022e-24,1.6605392930213268e-24,1.6605392558867256e-24,1.6605392256171304e-24,1.6605392007810605e-24,1.660539180279543e-24,1.660539163261439e-24,1.660539149062153e-24,1.6605391371587597e-24,1.660539127136804e-24,1.6605391186655178e-24,1.6605391114791547e-24,1.6605391053628505e-24,1.6605391001418148e-24,1.6605390956730217e-24,1.6605390918387857e-24,1.6605390885417563e-24,1.660539085701004e-24,1.66053908324893e-24,1.66053908112883e-24,1.6605390792929377e-24,1.6605390777008838e-24,1.6605390763184282e-24,1.660539075116464e-24,1.660539074070198e-24,1.6605390731584907e-24,1.660539072363319e-24,1.660539071669341e-24,1.6605390710635288e-24,1.660539070534856e-24,1.6605390700740204e-24,1.6605390696731676e-24,1.6605390693256305e-24,1.6605390690256535e-24,1.6605390687681387e-24,1.660539068548432e-24,1.660539068362148e-24,1.6605390682050935e-24,1.6605390680732364e-24,1.660539067890735e-24,1.6605390677303543e-24,1.660539067342683e-24,1.660539067278115e-24,1.660539067015003e-24,3.5451960252732625e-05,1.5957107039405818e-10,4.787149766188545e-10,8.064377833140185e-15,9.268761289949547e-20,2.336032627748586e-24,1.6606056021131306e-24,1.6606137170508858e-24,1.6606271904563523e-24,1.6606448708236534e-24,1.6606678455645858e-24,1.6606975420815448e-24,1.6607358332371574e-24,1.6607851723534737e-24,1.6608487685257186e-24,1.6609308156910096e-24,1.6610367925681174e-24,1.6611738556087718e-24,1.661351353832967e-24,1.6615815033363768e-24,1.6618802710043408e-24,1.6622685324148276e-24,1.6627735892251197e-24,1.6634311580626294e-24,1.6642879781440983e-24,1.665405231291861e-24,1.6668630294152114e-24,1.6687663059066505e-24,1.671252555626823e-24,1.6745020126699074e-24,1.678751049078946e-24,1.684309839687276e-24,1.69158569483267e-24,1.7011139522553943e-24,1.7135989984233503e-24,1.7299689414501817e-24,1.7514488077924832e-24,1.7796590710946417e-24,1.816749126601792e-24,1.8655794210638505e-24,1.9299719600775414e-24,2.0150577467109817e-24,2.127762634493423e-24,2.2774918547435992e-24,2.4771004276718377e-24,2.7442748084221635e-24,3.1035043772133194e-24,3.5888950420404646e-24,4.2481788729737686e-24,5.14841490293732e-24,6.384075126088659e-24,8.088494355546373e-24,1.0450074964643737e-23,1.3735237805017305e-23,1.8320981562973564e-23,2.4915634983881875e-23,3.452226140492604e-23,5.0033468278738407e-23,7.336807991140882e-23,1.1116859560776447e-22,1.9999369869583436e-09,1.999936986958347e-09,1.9999369869583465e-09,1.9999369872843566e-09,1.999985504989947e-09,3.569818015831761e-09,4.499800897480879e-09,5.150976764347236e-09,5.896379924805751e-09,6.749645636591351e-09,7.7263794501723e-09,8.844443528142184e-09,1.0124282354896388e-08,1.1589295167801614e-08,1.3266261665419728e-08,1.5185828395501887e-08,1.7383064144859993e-08,1.9898093630213993e-08,2.277681979465143e-08,2.6071745996767694e-08,2.9842910252368526e-08,3.415894431214731e-08,3.9098270513050097e-08,4.475044868592858e-08,5.121768341883838e-08,5.8616497882635115e-08,6.70795730600296e-08,7.675773886988434e-08,8.782208386346335e-08,1.004661193510508e-07,1.1490788706847356e-07,1.3139183016937653e-07,1.5019014689730522e-07,1.716032046373406e-07,1.959583989065119e-07,2.236065905177355e-07,2.549149493884906e-07,2.9025470608228906e-07,3.2998204298974317e-07,3.744103099140261e-07,4.237722033278327e-07,4.781719029256051e-07,5.375298413748647e-07,6.015269840782418e-07,6.695606771889971e-07,7.407284601380544e-07,8.138565502896348e-07,8.875826776384156e-07,9.604878858587175e-07,1.0312534077877127e-06,1.0988059428016755e-06,1.1624158417474118e-06,1.2217284857404158e-06,1.2767313638915358e-06,1.3276769905578483e-06,1.371771495805948e-06,1.4085418931329517e-06,1.4247753648533125e-06,1.435581882658343e-06,1.430759812894121e-06,1.9999369869583436e-09,2.400254977153608e-09,2.8807027385961686e-09,3.4573194709184175e-09,4.149319634537291e-09,4.065848832316344e-09,4.499878283940182e-09,5.1510780555221736e-09,5.896518203926289e-09,6.749836924724722e-09,7.726647077819622e-09,8.844821533026354e-09,1.012482052473795e-08,1.1590066524191787e-08,1.326737357785636e-08,1.5187439101584668e-08,1.7385407329641847e-08,1.9901515028689475e-08,2.2781831741619685e-08,2.6079108779737863e-08,2.985375350682654e-08,3.4174948252725836e-08,3.912193659055939e-08,4.478550389521461e-08,5.1269684329727374e-08,5.869373304638441e-08,6.719441096084091e-08,7.692864070340206e-08,8.807660733401662e-08,1.0084539764104654e-07,1.1547329947442931e-07,1.3223492059816722e-07,1.514473391247737e-07,1.734775702646417e-07,1.9875173402666337e-07,2.2776644424484358e-07,2.611031200931089e-07,2.9944615465385175e-07,3.436061623814767e-07,3.94549855250778e-07,4.5343842639945647e-07,5.2167657085543e-07,6.009743203821752e-07,6.934235617323333e-07,8.015903347053653e-07,9.286228301289312e-07,1.0783738104565344e-06,1.25553569556918e-06,1.4657876396893071e-06,1.7159569774372114e-06,2.0142018965185318e-06,2.370226694255181e-06,2.795544041301488e-06,3.3037997470162445e-06,3.911175165481743e-06,4.640684699126995e-06,5.518262184872576e-06,6.596317895453886e-06,7.895762816342205e-06,9.487386491368856e-06,1.5503387495801112e-09,1.8606627729872929e-09,2.304040555326222e-09,2.91990341661147e-09,3.6948800408810385e-09,3.151820800245228e-09,3.4882777394885134e-09,3.993083763970677e-09,4.570944344128906e-09,5.232431724592808e-09,5.989648897534591e-09,6.856450800795623e-09,7.848698081192209e-09,8.984547693171927e-09,1.0284785719268496e-08,1.1773208605879587e-08,1.3477059945458796e-08,1.5427531029991842e-08,1.7660334683426113e-08,2.0216363395145628e-08,2.3142444578935302e-08,2.6492207947849485e-08,3.032708262834061e-08,3.471744488001132e-08,3.974394134087393e-08,4.549901786541427e-08,5.2088690667318534e-08,5.96346051964357e-08,6.827643979381134e-08,7.817472685352444e-08,8.951418563909249e-08,1.0250769038617615e-07,1.1740103808121992e-07,1.3447873663925713e-07,1.5407111164857626e-07,1.7656313507352215e-07,2.0240551945202238e-07,2.3212880205724942e-07,2.663613661871912e-07,3.0585260096959534e-07,3.515026561236097e-07,4.044004425235891e-07,4.6587156618773267e-07,5.375376447537467e-07,6.213878563607482e-07,7.119114353064893e-07,8.408843972172249e-07,9.987145865041653e-07,1.1929360312501004e-06,1.432983694053266e-06,1.730579119943918e-06,2.100187924434104e-06,2.5595743613803086e-06,3.1304836428542917e-06,3.8394864031634775e-06,4.726828793542644e-06,5.8391713441747405e-06,7.280262330423287e-06,9.088567583284785e-06,1.1411702736417507e-05,1.9999424618910138,1.0009486506717673,0.9999909944286304,1.4999864916429455,2.249979737464418,3.3749696061966277,5.062454409294942,7.593681613942412,11.390522420913618,17.08578363137043,25.628675447055645,38.44301317058346,57.664519755875205,86.4967796338128,129.7451694507192,194.61775417607882,291.9266312641182,437.8899468961773,656.8349203442659,985.2523805163991,1477.8785707745985,2216.8178561618975,3325.226784242847,4987.84017636427,7481.760264546406,11222.640396819608,16833.96059522941,25250.940892844115,37876.411339266175,56814.61700889926,85221.92551334889,127832.88827002332,191749.33240503498,287623.9986075525,431435.9979113287,647153.996866993,970730.9953004896,1456096.4929507342,2184144.7394261016,3276217.1091391523,4914325.663708729,7371488.495563093,11057232.743344638,16585849.11501696,24878773.67252544,37318160.50878816,55977240.763182245,83965861.14477336,125948791.71716005,188923187.57574007,283384781.3636101,425077172.0454151,637615758.0681227,956423637.1021839,1434635455.653276,2151953183.479914,3227929775.219871,4841894662.829806,7262841994.24471,10894262991.367065,16341394487.050596,24512091730.575897,2.000000006923027,4.000933966449348e-06,5.334598295216068e-06,3.9940459459508504e-11,2.0403890099993211e-16,1.2997066802239336e-20,8.224170217289975e-21,5.482776883978014e-21,3.655183485271111e-21,2.436788460689804e-21,1.6245253810028004e-21,1.0830167911513195e-21,7.220111284106301e-22,4.81340718496068e-22,3.2089379475373306e-22,2.1392918725906646e-22,1.4261945326578348e-22,9.507963288338764e-23,6.338642050474936e-23,4.22576128995284e-23,2.817174151166463e-23,1.8781160775898542e-23,1.2520773722279368e-23,8.34718241014274e-24,5.564788233537919e-24,3.70985879996827e-24,2.4732391873615485e-24,1.6488261177720262e-24,1.0992174077992433e-24,7.328116028954031e-25,4.8854106728218835e-25,3.256940441027547e-25,2.171293623040556e-25,1.4475290795506899e-25,9.650193849421082e-26,6.433462558066771e-26,4.288975033969289e-26,2.859316686571469e-26,1.9062111227939932e-26,1.2708074142761348e-26,8.472049423169526e-27,5.648032945678673e-27,3.765355295316024e-27,2.5102368624949292e-27,1.673491241052748e-27,1.1156608270133017e-27,7.43773884469121e-28,4.958492561930495e-28,3.305661707261817e-28,2.203774471109765e-28,1.4691829805120043e-28,9.794553202117437e-29,6.529702134012437e-29,4.3531347555965706e-29,2.902089836833936e-29,1.9347265576766547e-29,1.289817704993195e-29,8.59878469794715e-30,5.732523131741865e-30,5.732523130833548e-30
