,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],AR,N2,H,O,OH,HO2,H2,H2O,H2O2,O2,C,CH,CH2,CH2*,CH3,CH4,HCO,CH2O,CH3O,CH2OH,CH3OH,CO,CO2,C2O,C2H,C2H2,H2CC,C2H3,C2H4,C2H5,C2H6,HCCO,HCCOH,CH2CO,CH3CO,CH2CHO,CH2OCH,CH3CHO,CH2OCH2,C3H3,PC3H4,AC3H4,cC3H4,C3H5-A,C3H5-T,C3H5-S,C3H6,n-C3H7,i-C3H7,C3H8,CH2CHCO,C2H3CHO,CH3CHOCH2,CH3CH2CHO,CH3COCH3,C4H2,n-C4H3,i-C4H3,C4H4,n-C4H5,i-C4H5,C4H5-2,c-C4H5,C4H6-13,C4H6-12,C4H6-2,C4H7,i-C4H7,C4H8-1,C4H8-2,i-C4H8,C4H9-1,C4H9-2,i-C4H9,t-C4H9,C4H10,iC4H10,C4H,H2C4O,C4H4O,CH2CHCHCHO,CH3CHCHCO,C2H3CHOCH2,C4H6O23,CH3CHCHCHO,C4H6O25,C5H4O,"C5H5O(1,3)","C5H5O(2,4)",C5H4OH,C5H5OH,c-C5H5,c-C5H6,lC5H7,C6H2,C6H3,l-C6H4,c-C6H4,A1-,A1,C6H5CH2,C6H5CH3,A1C2H,C6H5O,A1OH,OC6H4O,C6H5CO,A1CHO,A1CH2OH,OA1CH3,HOA1CH3,C6H4CH3,A1C2H-,n-A1C2H2,i-A1C2H2,A1C2H*,A1C2H3,A1C2H3*,A1C2HC2H2,A2-1,A1C2H_2,naphthyn,A1C2HC2H2u,A2,A2-2,A2C2HA,A2C2HB,A2R5,A2C2HA*,A2C2HB*,A3-1,A3-4,A2C2H_2,A3,A2R5-,A3C2H,A3C2H2,A4,A4-1,A4-2,A4-4,P2,P2-H,P2-,C8H2,C3H2,A1C2H4,A1C2H5,FLTN,A2O-C10H7O,A2OH,A2C2H2,A2C2H2B,C9H7,A2CH2,A2CH3,C9H6O,C9H8,A2R5C2H2,A2R5C2H,A2R5C2HY,A3R5,A3R5X,A4R5,A1CH2O,C7H6,C7H5,BIPHEN,C5H4,C5H3,A1C3H2,C10H10,C10H9,C14H14,C14H12,A3CH2,A3CH3,C5H4CH2,C5H5CH3,CHRYSEN,BAPYR,BEPYREN,A3C2H-2,A3C2H-2JS,CHRYSENJ1,CHRYSENJ4,CHRYSENJ5,PYC2H-1,PYC2H-2,PYC2H-4,PYC2H-1JP,PYC2H-2JS,BAPYRJS,PYC2H-4JS,BEPYRENJS,BGHIPER,PERYLEN,PERYLENJS,ANTHAN,ANTHANJS,BGHIPEJS1,CORONEN
0,0.0,455962.5000000001,2203.0,0.9647266215924598,0.03875465000000001,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.297934354103921e-20,0.0,0.0,0.0,0.0
1,2e-23,455962.5000000001,2203.0,0.9647266215924598,0.03875465000000001,0.95,0.0,7.341963440210146e-21,0.0,0.0,0.0,1.758442957183341e-36,0.0,0.0,0.0,3.85579698111055e-109,5.859222988482313e-75,2.0032425483258333e-41,9.13154721403811e-56,7.341963440210147e-21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2043334055185615e-97,2.030830642166394e-75,2.582993893421336e-90,2.364422115803534e-91,1.4973044498558755e-71,1.3966691539469418e-56,7.31199040299366e-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9638826602229495e-128,8.449682970464656e-112,3.829278070690636e-113,1.6478912666083545e-130,1.663272532821036e-116,2.2238096770692304e-117,2.7464266921236434e-115,7.34933128586479e-108,1.2522769963437463e-93,6.628131959863478e-94,2.3849704890538355e-93,0.0,0.0,0.0,0.0,0.0,4.833304203018001e-176,6.473310415525454e-163,1.0716128752413754e-160,6.05712805483555e-142,8.448131992550356e-126,2.8698909287202307e-125,1.1905491231922392e-142,1.2164465751482107e-145,1.8864704391683624e-126,5.75076221996011e-143,2.895069851642289e-143,7.165695816289296e-127,3.795809907367744e-150,1.3910740780090007e-107,4.831358786556965e-108,8.768246306321594e-146,2.4850558423530262e-92,1.3669742841687349e-92,3.1307470946617243e-131,7.456391610463001e-132,3.0328258841600664e-92,1.388703755422129e-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5331529558698294e-212,5.988352389182837e-216,1.1942200109069658e-217,1.6406597624040516e-216,2.2312107661278847e-201,3.114752339471114e-182,2.1687347215342514e-198,2.9225211713803755e-163,1.1690084685521498e-163,1.0287100935472694e-196,6.995340476130493e-180,3.692259992135666e-213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.561482303839594e-199,1.8871021803253642e-232,3.0589777020622304e-198,9.69418872339104e-198,7.992373883625388e-232,2.8362276102044337e-179,5.5952825112553455e-198,2.6441951636075645e-290,2.0892101568597546e-265,6.617848627250755e-292,9.042856555564071e-287,1.4699795696991437e-279,3.456658466331017e-246,1.2721218431025587e-264,0.0,0.0,0.0,0.0,0.0,6.48924612781448e-282,1.5144355297827726e-282,0.0,3.5179151883694745e-263,5.7647340301043924e-297,0.0,0.0,0.0,0.0,0.0,0.0,2.8256907387809244e-199,7.992885980254367e-237,1.6806456038691889e-199,0.0,1.0565266994942603e-269,1.274017148691278e-201,6.284617396615941e-220,0.0,0.0,0.0,0.0,0.0,4.7958325665007295e-307,1.2494231456572785e-299,2.3584294018937583e-283,0.0,7.496605242694889e-290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627602047335277e-213,1.7133097756303497e-229,1.1035263344319162e-199,9.431579686311147e-236,7.919693644165097e-236,3.5181423667314705e-231,0.0,1.0970758068261484e-303,4.906108105187461e-231,3.335530808276315e-247,5.3555303e-317,1.1948191534840053e-300,2.4899188491092587e-182,1.4078408458403633e-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9319610258434033e-126,9.50425639534776e-37,-9.504256395347762e-37,0.0,0.0,-1.3460980329916547e-160,0.0
2,2.2e-22,455962.5000000001,2203.0,0.9647266215924598,0.03875465000000001,0.95,0.0,8.076159784231143e-20,0.0,0.0,0.0,2.0379674264440693e-34,0.0,0.0,0.0,6.844445534682347e-103,8.244033772932489e-71,2.3216806914762088e-39,1.1523627527066963e-52,8.07615978423118e-20,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2072687122402388e-93,2.0357803602477872e-72,3.4161162497427245e-85,3.12714920273807e-86,1.9444722406828982e-67,1.7654261977395666e-53,9.24254636725214e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6211255779674736e-122,1.0323209693643448e-106,4.678334162025497e-108,2.013285824705191e-124,2.0320675313909968e-111,2.71688934311304e-112,3.355384900251795e-110,1.8270958874517963e-102,2.0377265008211924e-88,1.0785409446146478e-88,3.8808646836222257e-88,0.0,0.0,0.0,0.0,0.0,6.1614688536972504e-167,8.252140628569036e-155,1.3660862183694784e-152,7.721594696835592e-135,1.076963530518208e-119,3.65852222659659e-119,1.517705703551128e-135,1.5507196378570307e-138,2.4048628337915833e-120,7.331041802437048e-136,3.69062111089975e-136,8.217389175969371e-121,5.1012338637525495e-143,1.5952389502241226e-102,5.540446652456201e-103,6.34258994934799e-138,2.8497820036132774e-88,1.567602082832209e-88,6.060984633636338e-124,1.4435236576742385e-124,3.477947045483684e-88,2.688467598241465e-123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112564992140196e-202,1.4036826254324864e-203,2.7991943658002594e-205,2.0043723949572393e-206,2.725837327070117e-192,3.805238018741606e-174,2.9145099926711384e-189,3.570370802147203e-156,1.4281483208588834e-156,1.2660585663253713e-187,8.54608412890177e-172,3.568872610139449e-203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168112208922197e-189,5.687297953754767e-222,3.5012089081435577e-189,1.1095661106867791e-188,2.408720211756037e-221,3.480435320133257e-171,6.4041829918432474e-189,3.2427280860764667e-276,2.5662134972178488e-253,8.115847086722274e-278,1.1097108419639207e-273,1.80391257519758e-266,4.251936367054802e-235,1.562569583130148e-252,0.0,0.0,6.238014965e-315,0.0,0.0,7.963349356906036e-269,1.8584561233513598e-269,0.0,4.3210849475101454e-251,7.069586731789835e-283,0.0,0.0,0.0,0.0,0.0,0.0,3.4517861860131827e-191,1.0741059059534926e-226,2.0530305001507512e-191,2.900535e-317,1.7186292529306344e-256,1.458199642027065e-192,6.07459900994571e-210,0.0,0.0,0.0,0.0,0.0,7.20505725111014e-293,1.6790300602594114e-285,3.1693339540867928e-270,0.0,1.1216636940295917e-276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2286175719705447e-203,2.1030182096128124e-218,1.3480374596994655e-191,1.1136191048119305e-214,1.171164081984023e-224,4.727776051766892e-221,0.0,1.674575194118873e-289,6.049534590819204e-221,4.102902373850245e-236,7.196965936906895e-302,1.605636726793611e-286,3.0418899596430594e-174,2.1535699469653845e-234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1796908263215095e-122,1.1820716899403526e-36,-1.1820716899403526e-36,0.0,0.0,-2.1109327735715653e-154,-2.5614502812943746e-243
3,2.2200000000000002e-21,455962.5000000001,2203.0,0.9647266215924598,0.03875465000000001,0.95,0.0,8.149579418633056e-19,0.0,0.0,0.0,2.067166515183676e-32,0.0,0.0,0.0,7.2245963549378e-97,8.512915972214935e-67,2.354944697395149e-37,1.1782486886720183e-49,8.149579418633467e-19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207275866432675e-89,2.0357924241338804e-69,3.5083424497900704e-80,3.2115818920521088e-81,1.9935701952562788e-63,1.8053423376592029e-50,9.451519574108912e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.681666970837971e-116,1.0495778994484109e-101,4.756540154095688e-103,2.046942749710268e-118,2.0660854844235344e-106,2.76230658332379e-107,3.4114756359309935e-105,1.1860425206069505e-96,2.1319767471095174e-83,1.1284263191376357e-83,4.06036495125918e-83,0.0,0.0,0.0,0.0,0.0,6.305906988361932e-158,8.445589162793887e-147,1.3981103183529457e-144,7.902606558165102e-128,1.1022100921053027e-113,3.744286604028306e-113,1.5532842006280166e-128,1.587072057152453e-131,2.461238482475498e-114,7.502898241222517e-129,3.777137790852772e-129,8.32264019123091e-115,5.233664306818021e-136,1.615671293818889e-97,5.611410510039731e-98,5.7795571746709436e-130,2.8862829460287805e-84,1.5876804443672566e-84,6.449987044474295e-117,1.5361710106835187e-117,3.5224937317534514e-84,2.8610171822435e-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.166400403448147e-192,1.6600678966762923e-194,3.3111798815431887e-196,2.0378718997070925e-196,2.7713943866965945e-183,3.868833995007512e-166,2.9901640419742202e-180,3.6300386989789985e-149,1.452015479591623e-149,1.2881637014720288e-178,8.688912661769136e-164,3.541286974771401e-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1876349284270508e-180,4.024870758534406e-211,3.5443428021883908e-180,1.12323564835042e-179,1.7046385866574428e-210,3.5488108290796e-163,6.483080697669431e-180,3.298180790791686e-262,2.610511975803593e-241,8.254633222583287e-264,1.1287618614089303e-260,1.83488133580472e-253,4.32594684606244e-224,1.5895429644541806e-240,0.0,0.0,6.399920949245099e-299,0.0,0.0,8.10005597671702e-256,1.8903601932720647e-256,0.0,4.395673349255493e-239,7.190477677507983e-269,0.0,0.0,5.42151532154e-312,0.0,0.0,0.0,3.5094428482254792e-183,1.101983566658084e-216,2.0873231175052686e-183,3.2232001751350293e-302,1.795735543317719e-243,1.4761642452238146e-183,6.027645340024942e-200,0.0,0.0,0.0,2.143736e-318,1.2234577e-317,7.451579077531913e-279,1.722610342580059e-271,3.2515931304367595e-257,0.0,1.1596868742391445e-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.284460246864908e-193,2.139172056948902e-207,1.3705543363155421e-183,1.2571727532067723e-204,1.2126840333491492e-213,4.85048211806919e-211,1.084196992730327e-308,1.7382623617805624e-275,6.15631596867092e-211,4.174315122450691e-225,7.383764101731443e-287,1.6473105755837982e-272,3.0927282937300184e-166,2.283061042997848e-223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4711627959921475e-118,1.2385304915938794e-36,-1.2385304915938794e-36,0.0,0.0,-2.278687791148105e-148,-3.3214351724122657e-233
4,2.222e-20,455962.5000000001,2203.0,0.9647266215924598,0.03875465000000001,0.95,0.0,8.156921382071405e-18,0.0,0.0,0.0,2.0700994019159713e-30,0.0,0.0,0.0,7.263516368030654e-91,8.540122412960375e-63,2.358285882544762e-35,1.1808575222644983e-46,8.156921382075542e-18,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207275883930877e-85,2.0357924535392986e-66,3.5176587889745203e-75,3.220110952756302e-76,1.9985257226487927e-59,1.8093652357908773e-47,9.472580676848154e-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6877057476047775e-110,1.0512992130314935e-96,4.7643409063603085e-98,2.05029989148636e-112,2.072985360512117e-101,2.7668367814583817e-102,3.417070474916148e-100,1.1210559585111432e-90,2.1415718502343728e-78,1.1335048768602898e-78,4.078638893857386e-78,0.0,0.0,0.0,0.0,0.0,6.320470916180257e-149,8.465094890302918e-139,1.4013393599694751e-136,7.920858278525981e-121,1.104755744336179e-107,3.752934366932285e-107,1.5568716383503614e-121,1.5907375307105847e-124,2.4669229316372417e-108,7.520226805323338e-122,3.785861408141681e-122,8.33316531261422e-109,5.246972283970969e-129,1.617714532032606e-92,5.61850690920883e-93,5.719655061442471e-122,2.8899330471127135e-80,1.589688284314999e-80,6.490008305476147e-110,1.5457027354035743e-110,3.526948408803476e-80,2.878769390829772e-109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.171774119387836e-182,2.6497100350380994e-185,5.355914652906759e-187,2.0412134163032762e-186,2.7759386206873587e-174,3.875177571699127e-158,2.9977657767400066e-171,3.635990441564805e-142,1.454396176626167e-142,1.2903705918367051e-169,8.703159534058561e-156,3.5383601725869275e-183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18958228425484e-171,3.8549001239060155e-200,3.5486412025352804e-171,1.1245978518979318e-170,1.6326515540881487e-199,3.5556879860266977e-155,6.490943050840102e-171,3.303714617373986e-248,2.6149335854889365e-229,8.268483282375652e-250,1.1306632137108709e-247,1.837972079562804e-240,4.333335336356671e-213,1.5922352863648173e-228,3.08575181489e-312,2.39206147345057e-310,6.416189353291939e-283,0.0,0.0,8.113699747778571e-243,1.89354432455801e-243,0.0,4.403118328651891e-227,7.202542053848961e-255,0.0,0.0,5.4394514447798505e-297,2.30622480155e-312,1.383676560694e-312,2.701445204144e-312,3.515193998154741e-175,1.1047847311642046e-206,2.090743448834493e-175,3.2544645094591033e-287,1.803578028693395e-230,1.4779544625153892e-174,6.022663631807506e-190,0.0,0.0,0.0,2.154648507303872e-301,1.2297191038641474e-300,7.476383876784671e-265,1.726989312360797e-257,3.259858581729362e-244,0.0,1.1635130007456608e-250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.290034322831433e-183,2.142780406334828e-196,1.3728006513838675e-175,1.2708890475679032e-194,1.216883884540016e-202,4.8628114574726e-201,1.087812917705926e-292,1.744704794765281e-261,6.1669789192250125e-201,4.181444292966819e-214,7.402533687317434e-272,1.6514979888784725e-258,3.0977993200767786e-158,2.769098612756333e-212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5421572378684945e-114,1.2522911250873971e-36,-1.2522911250873968e-36,0.0,0.0,-2.3169592084171094e-142,-3.498833664971581e-223
5,2.2222e-19,455962.5000000001,2202.999999999999,0.96472662159246,0.038754649999999995,0.9499999999999998,0.0,8.157655578396748e-17,0.0,0.0,0.0,2.0703928216103656e-28,0.0,0.0,0.0,7.267417496184123e-85,8.542846253540173e-59,2.3586201503401143e-33,1.1811186086575585e-43,8.157655578438156e-17,0.049999999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2072758845874238e-81,2.0357924536337256e-63,3.5185913650802075e-70,3.2209647213199286e-71,1.9990217347670576e-55,1.8097678393446552e-44,9.47468842974219e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6883095873048654e-104,1.0514713335288195e-91,4.7651209323690905e-93,2.0506355844528436e-106,2.4109361030396117e-96,2.7672897726845646e-97,3.4176299235063444e-95,1.1145484982269222e-84,2.1425330741449004e-73,1.1340136399541055e-73,4.08046955291046e-73,0.0,0.0,0.0,0.0,0.0,6.321928514152381e-140,8.467047077293616e-131,1.401662531340541e-128,7.922684960967731e-114,1.105010520223653e-101,3.753799858867502e-101,1.5572306789989347e-114,1.5911043813990112e-117,2.4674918469721287e-102,7.5219610957403245e-115,3.786734491784546e-115,8.334217824252675e-103,5.248454764552499e-122,1.6179188557507178e-87,5.61921654901238e-88,5.713628495258133e-114,2.890298056607197e-76,1.5898890682760215e-76,6.494021816686936e-103,1.5466586194184029e-103,3.527393876483541e-76,2.8805496617924283e-102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1723114913761547e-172,2.8358445699179047e-175,6.395548324693359e-177,2.041547547175868e-176,2.7763930158010886e-165,3.875811889826629e-150,2.9985264056794493e-162,3.6365855785952084e-135,1.454634231440537e-135,1.2905912847739232e-160,8.704584132479844e-148,3.5380657929196966e-173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1897770077151668e-162,3.837865465488291e-189,3.549070889575156e-162,1.1247340233152883e-161,1.6254369283899697e-188,3.556376097743101e-147,6.491729002255406e-162,3.30426698752582e-234,2.6153757451651226e-217,8.269866632129927e-236,1.1308533465029452e-234,1.8382807800109981e-227,4.334074194461131e-202,1.5925045178582426e-216,2.6897598110224706e-294,2.392788904140454e-292,6.417817168371939e-267,2.07428549613857e-309,1.841012483857506e-307,8.115064107917998e-230,1.893862733668932e-230,0.0,4.4038628247172374e-215,7.203748467726815e-241,2.862743302457333e-309,2.8650510953346e-309,5.441323663021459e-282,2.3070248502612428e-296,1.3841565697368672e-296,2.702382358086932e-296,3.515769076990118e-167,1.1050650154401836e-196,2.091082495441227e-167,3.257727564104484e-272,1.8043636654955553e-217,1.4781334173622714e-165,6.022162755983245e-180,0.0,0.0,0.0,2.1557469308578793e-284,1.2303459367065505e-283,7.4789720308341e-251,1.7274274717231122e-243,3.2606856221507714e-231,0.0,1.163895929117841e-237,3.8840321478867317e-308,7.5536837e-317,0.0,4.429747019622216e-309,0.0,0.0,0.0,3.290591730860352e-173,2.1431412375885266e-185,1.3730282337888705e-167,1.2722588439064137e-184,1.2173044023996019e-191,4.864042713361857e-191,1.0881748242681244e-276,1.745349828843326e-247,6.168045253952126e-191,4.182157218832131e-203,7.404411770507242e-257,1.6519169811379074e-244,3.0983063911079213e-150,7.547642507714562e-201,0.0,0.0,0.0,1.342399032052655e-308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.559462104341523e-110,1.2556454875272686e-36,-1.2556454875272686e-36,0.0,0.0,-2.3259967717443515e-136,-3.5413014126699955e-213
6,2.2222200000000003e-18,455962.5000000001,2202.9999999999854,0.9647266215924654,0.03875464999999997,0.9499999999999991,0.0,8.157728997844163e-16,0.0,0.0,0.0,2.0704221648535265e-26,0.0,0.0,0.0,7.267807700221752e-79,8.543118669522898e-55,2.3586535787633793e-31,1.1811447190968717e-40,8.157728998258241e-16,0.04999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2072758907428123e-77,2.035792453881738e-60,3.5186846318320113e-65,3.2210501065706117e-66,1.9990713404463812e-51,1.8098081027151747e-41,9.474899221737169e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6883699714328825e-98,1.0514885456246843e-86,4.7651989352068094e-88,2.0506691538217993e-100,3.603671511660218e-90,2.7673350719049546e-92,3.4176858684501467e-90,1.1138976635567877e-78,2.142629207125555e-68,1.1340645252424825e-68,4.0806526513192815e-68,0.0,0.0,0.0,0.0,0.0,6.322074285618668e-131,8.467242312455365e-123,1.4016948510319555e-120,7.922867643835147e-107,1.1050359998320488e-95,3.753886414950071e-95,1.5572665859477503e-107,1.5911410693990704e-110,2.4675487430604785e-96,7.522134538634884e-108,3.786821807138764e-108,8.334323070369466e-97,5.2636880089607595e-115,1.6179392870805497e-82,5.619287511826632e-83,5.713025473008777e-106,2.8903345514007343e-72,1.5899091463253528e-72,6.49442328088602e-96,1.5467542346561346e-96,3.527438422981639e-72,2.880727739214363e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.172365228686022e-162,1.883264715153355e-164,6.559795406190516e-166,2.0415809603273138e-166,2.77643845543899e-156,3.8758753217863916e-142,2.9986024734923657e-153,3.636645092440265e-128,1.4546580370006478e-128,1.2906133542472897e-151,8.704726592630927e-140,3.538036338897963e-163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1897964801031053e-153,3.836161578235605e-178,3.549113870876647e-153,1.1247476399302192e-152,1.6247152874483247e-177,3.556444912659068e-139,6.491807579903368e-153,3.304312207766317e-220,2.615419959720998e-205,8.269988675850976e-222,1.1308723591654423e-221,1.8383079494221097e-214,4.3341480804940486e-191,1.592531441040679e-204,2.6859190916898313e-276,2.392905755362772e-274,6.4179799582401955e-251,2.0682653511407762e-290,1.8410986043195556e-288,8.115200544335915e-217,1.893894574093628e-217,0.0,4.4039372746595684e-203,7.203869107216136e-227,2.863035717995768e-292,2.8652902697453147e-292,5.442282279020895e-267,2.307430474555491e-280,1.3843999340561894e-280,2.702857494683922e-280,3.5158265850282857e-159,1.1050930453731315e-186,2.0910867502598892e-159,3.259449037526053e-257,1.8044422748867647e-204,1.4781512864706956e-156,6.0221145174694866e-170,0.0,0.0,0.0,2.1558566977106656e-267,1.2304085499525438e-266,7.480287702595364e-237,1.727471290181385e-229,3.260768331350918e-218,0.0,1.1639342261532927e-224,3.8842299637664197e-289,7.554072924742594e-297,4.566222356198e-311,4.584592532314507e-292,5.4481649399841975e-306,0.0,0.0,3.290647472010541e-163,2.1431773208998885e-174,1.3730806420062288e-159,1.27239596392113e-174,1.2173466003170013e-180,4.864141678204987e-181,1.0882110182800504e-260,1.7454143402208213e-233,6.168151888345295e-181,4.182228511834844e-192,7.404599589445601e-242,1.651958883042818e-230,3.098357098387657e-142,5.532488814471326e-189,0.0,0.0,0.0,1.3425280615629375e-291,9.70859997e-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.565280778737297e-106,1.2569652047268443e-36,-1.2569652047268447e-36,0.0,0.0,-2.3289863050198573e-130,-3.551570648915194e-203
