,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2*,CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,AR,C2H3O,N2,C2O,C3H2,C3H3,PC3H4,AC3H4,C4H,C4H2,H2C4O,n-C4H3,i-C4H3,C4H4,n-C4H5,i-C4H5,C4H6,C4H612,C5H2,C5H3,C6H,C6H2,C6H3,l-C6H4,c-C6H4,n-C6H5,i-C6H5,l-C6H6,n-C6H7,i-C6H7,c-C6H7,C6H8,A1,A1-,C6H5O,C6H5OH,C5H6,C5H5,C5H5O,C5H4OH,C5H4O,n-A1C2H2,i-A1C2H2,A1C2H3,A1C2H3*,A1C2H,A1C2H*,A1C2H-,A1C2H)2,A2,A2-1,A2-2,naphthyne,A2C2HA,A2C2HB,A2C2HA*,A2C2HB*,A2C2H2,A2C2H)2,A3-1,A3-4,A3,A3C2H,A3C2H2,A4,P2,P2-,P2-H,A4-,A2R5,A2R5-
40,4.965916134955963e-07,455962.5,2199.82871293503,0.9659441879447945,0.03874770270182268,0.00015970407709107358,2.0189514259993797e-05,1.5804355334183315e-35,-5.8921245476867104e-33,-9.656685673888513e-33,-6.997779345018022e-31,-1.6926725286916523e-32,-4.777975834103409e-35,2.539104648289521e-12,3.082114170404847e-10,2.065141305281894e-07,1.657278660447203e-08,0.0003371435342502959,0.04965240991050098,1.0399662691609903e-34,-3.3201340484241447e-38,6.114699980645757e-36,7.141918573557022e-33,1.1343897154555284e-35,-5.544183236979803e-35,4.91503671720464e-33,9.686161174435788e-14,7.816886589862374e-10,2.42775421780961e-10,3.050493334758972e-07,1.3309383354759234e-07,1.9082098289047817e-07,4.204547352931605e-42,9.114320880103523e-40,-6.208973988071499e-41,0.9498296995775097,-1.7618141518273363e-44,0.0,1.188992851413912e-43,1.1273175380517528e-17,3.494009339389427e-15,3.244281565075763e-15,2.5951911866275077e-15,9.144314117770859e-24,1.563753877420676e-19,2.255279590743749e-47,4.539086046728965e-21,5.423522329851348e-21,7.280308456232016e-19,8.838203539290929e-20,3.5884264473497256e-19,7.04353788379784e-17,9.709167322420094e-19,3.481738834123417e-27,3.343767268906711e-25,2.4554297774801995e-26,1.0956917114115814e-21,7.108981982885488e-23,1.0488853348352482e-19,9.55260809327399e-19,-6.972878086954855e-21,3.119191604541647e-23,5.41069292739163e-23,-2.5214018751575196e-26,4.135654147180408e-28,4.398758110785854e-24,1.2446847208744115e-26,-3.418994870930153e-17,-3.483467422895405e-17,1.7859425705049346e-45,3.095236227830105e-44,7.652778647830711e-48,6.353217675140277e-45,1.4555541682746702e-57,2.038156974449783e-58,1.9053957768767958e-57,3.106492872982559e-27,8.802369049883882e-27,2.1981964900192203e-24,-2.559883094186246e-28,2.0905038589579904e-26,-8.102382747949935e-30,-9.41959779504879e-30,1.1520037852544105e-34,8.813890008033178e-36,1.0018007993727199e-33,1.488836896411572e-33,1.18858743338078e-38,1.8608219926553023e-35,2.4782563063991865e-35,2.3069660044757697e-33,2.8468152738532584e-33,6.391434006894928e-42,2.74524742577877e-34,4.478484208428391e-31,5.469940466192219e-31,4.414820074813026e-28,1.7580428804576536e-39,1.943282518903619e-43,2.106192036503584e-40,-2.3302143957375832e-17,1.2682323138725836e-19,5.707534288752115e-17,5.510532603474892e-43,2.4527825591278457e-40,7.809495266243777e-43
41,5.569298192851332e-07,455962.50000000006,2199.451356839995,0.9660892254652627,0.03874687297501646,0.0001813605611226124,2.021018503544945e-05,-1.0661358511971551e-34,-6.597043653699551e-33,5.60527027863568e-33,-7.098365806237924e-31,-1.5694906741995895e-32,6.842692011239184e-34,3.61666736615869e-12,3.8821140243737673e-10,2.5830068703413864e-07,2.018029963190791e-08,0.0003794896664130421,0.04960840297783127,1.2467924902468425e-34,-5.364698099987727e-38,6.314559175102083e-36,7.017678572811293e-33,-4.058613424688636e-35,-5.868787384807245e-35,4.828932235650762e-33,1.84420941784967e-13,1.3468528411908479e-09,3.8679728633044697e-10,4.541540966177395e-07,1.738267237142745e-07,2.6769333002845093e-07,1.6626278708360389e-41,1.2937703484467571e-39,-6.252296207360509e-41,0.9498093603287768,-3.173870957060656e-44,0.0,2.082817492913579e-43,2.778032002695236e-17,8.470079826582802e-15,7.106426211504961e-15,5.692394248477343e-15,1.7377737154924603e-23,1.662651974832294e-19,2.1420466817488023e-47,-2.8844235852261855e-20,2.3997323068717553e-21,2.3426447176044534e-18,2.4905234218122567e-19,1.0266203008882535e-18,1.9028584103156088e-16,2.589598711437936e-18,8.594386180170902e-27,7.200102940152111e-25,5.432906621457172e-26,1.896937416533799e-21,6.067998328341284e-23,7.236499037078117e-20,6.167883206805097e-19,-2.4090845855129352e-20,1.7782375608912324e-23,2.5815689833658707e-23,-1.085219153699513e-25,4.3875203374592245e-28,-2.572638686952531e-24,5.243021825335772e-26,-1.0092191204827593e-16,-1.0129506357275798e-16,1.7640481748851997e-45,3.020845442876804e-44,9.426306817295641e-48,7.519834539163443e-45,4.5271988309691876e-57,5.687409514551293e-58,5.829594861891482e-57,-2.328980112324556e-26,-7.493374331057312e-26,-1.880274540881434e-23,-9.947496129593934e-27,-2.361967608480372e-25,-8.845215564752012e-29,-1.0345110829107922e-28,4.438749956488933e-34,-8.536484626324163e-35,3.306137456883926e-33,5.0175938312549995e-33,5.212734142789018e-38,8.53288534296665e-35,1.1349627280133336e-34,9.113699019220523e-33,1.1242551049392759e-32,2.9743644932561086e-41,1.0571529463594858e-33,1.5195215532533797e-30,1.856858801081791e-30,1.2629979716341327e-27,1.0421306572741122e-38,1.0889277193802615e-42,1.3883610247854515e-39,-6.98969611549491e-17,8.376425010538225e-20,1.7053030208441267e-16,4.2121319264947446e-42,1.309288778552792e-39,4.6144820252109616e-42
42,6.296943521952259e-07,455962.50000000006,2198.9982381624422,0.9662634257894248,0.038745875761636565,0.00020746201154174748,2.024950499596192e-05,-5.969296277433819e-35,-7.375895073812671e-33,1.1632255576486759e-32,-7.073536256906958e-31,-1.42041946448397e-32,-5.2715221493535665e-33,5.230620434952934e-12,4.947344161023851e-10,3.2675706104444893e-07,2.488835884387634e-08,0.00043023184179651557,0.0495554823187196,1.5051362438470045e-34,-8.841326948285476e-38,6.524419150263345e-36,6.718068974941354e-33,-1.7782002831377653e-35,-6.001915213106812e-35,4.704177128804277e-33,3.6351566040881306e-13,2.3950714014283665e-09,6.305149694144063e-10,6.909854508363513e-07,2.299908473961244e-07,3.8272499381152494e-07,3.6360307213399346e-42,1.828589332390861e-39,-1.9012267905270944e-40,0.9497849154502682,-5.853384921184968e-44,0.0,3.7219007169693296e-43,7.206825056454089e-17,2.163021105659783e-14,1.6315027644536476e-14,1.3089840486001232e-14,3.1083177394545377e-23,2.9394052560697e-19,2.3131805597192524e-47,-1.1850949285492456e-19,1.0266584915979965e-20,8.0420886798275e-18,7.380704822343058e-19,3.093240490089359e-18,5.42081391878707e-16,7.329664606090287e-18,1.839138812019858e-26,1.4012506105696796e-24,1.1176530775085394e-25,2.9462503000786444e-21,7.108558558320852e-23,4.7075851737943597e-20,1.0747144567842221e-19,-1.3095898517133692e-19,-2.822445302593885e-24,-8.156914545449143e-23,-5.159360211183929e-25,5.955576629026891e-28,-1.4156780243365966e-23,2.703377823974506e-25,-5.285201038379704e-16,-5.283671862469604e-16,1.7871113665372942e-45,3.047703900422166e-44,1.1628138796415113e-47,8.952816201644751e-45,1.5501865201135527e-56,1.8152453883274667e-57,1.9619720254313921e-56,-9.863085262462752e-26,-2.9747707437104863e-25,-1.2017305726934874e-22,-1.1231469053189683e-25,-2.059504275682687e-24,-1.2303727182977809e-27,-1.434240522892899e-27,1.4819749860452655e-33,-1.1333928980053127e-33,8.071010095693506e-33,1.2950571725479915e-32,7.624865511760248e-38,3.7676258883248233e-34,5.00333390459072e-34,3.172353596392321e-32,3.914021100421656e-32,1.3422456714258152e-40,3.4982330032567706e-33,3.8438179519378244e-30,4.697814347694844e-30,2.3657497448314914e-27,5.259843409204711e-38,4.6558421034014564e-42,8.422730414314411e-39,-3.661620752737192e-16,9.765086977887635e-21,8.945544527062442e-16,3.252630759245173e-41,7.105395633400348e-39,2.9562213272109707e-41
43,7.024588851053186e-07,455962.50000000006,2198.5472008136376,0.9664368682636393,0.038744881966195646,0.0002335637840057281,2.0305551773963793e-05,1.6193276370987584e-35,-8.077562902135361e-33,-9.26238861876522e-33,-7.028176397655265e-31,-1.2970157134244294e-32,2.080198429387174e-33,7.205755749919152e-12,6.118447158785924e-10,4.0133994073406576e-07,2.9964286527011454e-08,0.0004806159962462908,0.0495027070986525,1.7651313457415557e-34,-1.362877287953068e-37,6.635951214342363e-36,6.495735429082475e-33,2.0662004563667322e-35,-6.181525357931705e-35,4.645996698787822e-33,6.587835889743546e-13,3.975531685186684e-09,9.664098029436956e-10,9.987803300011089e-07,2.937052797052169e-07,5.238613838198958e-07,-8.698584718909823e-42,2.575647504383802e-39,1.1089836705567019e-40,0.9497605543563382,-9.929296817441745e-44,0.0,6.1623780381151305e-43,1.6671246430757125e-16,4.9387545184287366e-14,3.394752480481339e-14,2.727988804529481e-14,6.621477136601449e-23,8.288380497227377e-19,3.828311404499713e-47,-1.6752837570406834e-19,3.5196091047833447e-20,2.373981824634475e-17,1.9054941149660043e-18,8.105597844557489e-18,1.3573960613844304e-15,1.8354101194266737e-17,4.3863059560135345e-26,3.1317720523659193e-24,2.0828085439586584e-25,5.3888123092338246e-21,1.4910969506366254e-22,1.6339223586936424e-19,1.1285965463802053e-18,-1.5653586564610997e-19,-1.3071078470794315e-23,-3.7972001199015555e-22,-6.010100242231363e-25,1.3365512728082693e-27,-2.5693901042368156e-23,1.1651881678514325e-24,-5.914867623466094e-16,-5.913202656380755e-16,2.1292068001541565e-45,3.685298639417947e-44,1.4161897564138536e-47,1.062916761429427e-44,4.452219779527149e-56,4.853968972377059e-57,5.5313775896245435e-56,-4.476043365378807e-25,-1.2880356269122487e-24,-6.141568363786729e-22,-7.420632405898815e-25,-1.2287864505838385e-23,-9.422225040980294e-27,-1.09912481891795e-26,3.1290183251296185e-33,-1.1472086718246723e-32,1.3475216171316362e-32,2.322168210785046e-32,-1.8558084466207837e-36,1.1556440503258845e-33,1.5322077502085059e-33,7.507759130932445e-32,9.267172840571055e-32,4.190673440840279e-40,7.700445188441483e-33,6.601245699494774e-30,8.064214513758917e-30,3.523166809610435e-27,1.9667567954955215e-37,1.404256024225602e-41,3.229122335849739e-38,-4.238161355154257e-16,9.900416893522349e-20,1.0144273079335e-15,1.5911156230890257e-40,2.753874254319764e-38,1.3807109031005748e-40
44,8.033197590849927e-07,455962.5000000002,2197.9253417538293,0.9666760587222993,0.03874350951568885,0.00026977916445153,2.0410927397511304e-05,-8.360072428418903e-35,-8.954160147115812e-33,3.2053821526016073e-32,-7.160593171590982e-31,-1.1262429803623319e-32,-1.1584903329169472e-32,1.0564480195332866e-11,7.911132827024614e-10,5.1407517659096e-07,3.7567533084841417e-08,0.0005498596172630687,0.04942975840903988,2.1311920875336705e-34,-2.2819447961802107e-37,6.895651559803859e-36,6.164209022807608e-33,-1.280436292098998e-35,-5.851968086588252e-35,4.491853533135516e-33,1.3489808367280497e-12,7.349812089195344e-09,1.6168373808255586e-09,1.559515944263118e-06,3.942124297575872e-07,7.655210003103918e-07,-1.2192081315697475e-41,3.66058489550471e-39,3.926197236088714e-41,0.9497269112197995,-1.8571715447944353e-43,0.0,1.1268657996443113e-42,4.608722830513064e-16,1.3440984744779768e-13,8.264607189477506e-14,6.65556659526817e-14,1.8157327838292863e-22,2.582693635453727e-18,1.064899479438048e-46,1.4632715636029813e-19,1.3629221086482138e-19,8.79278069766414e-17,5.9675174326031824e-18,2.5849180367946935e-17,4.116066043069387e-15,5.59931424634542e-17,1.3087230297939273e-25,8.49940494947587e-24,4.435487319787587e-25,9.286085224434826e-21,1.0289954656497355e-22,4.721675510304015e-19,4.615382033268429e-18,7.756678836441322e-20,-1.0172106767669602e-22,-1.6822734855729918e-21,-4.645775834339426e-25,6.839880314353945e-27,-4.341828226655259e-23,6.881990613122965e-24,1.6801505489500044e-16,1.6821050477938916e-16,3.322124384658425e-45,5.861263554146767e-44,1.8586523860180695e-47,1.361452321081308e-44,1.5914546267362764e-55,1.5782999944694491e-56,1.9326649000013007e-55,-4.465843463446056e-24,-1.3097108441128795e-23,-3.548817583863416e-21,-4.179326054889576e-24,-7.297420433246104e-23,-6.268241460179077e-26,-7.315035927048077e-26,1.0312953928948711e-33,-2.2160545347369933e-31,-1.9993951352061285e-32,-1.7934598235326726e-32,-3.426506641265343e-35,3.386208111413775e-33,4.468445875152993e-33,1.0041888122503136e-31,1.2484589795821401e-31,1.2976884582890853e-39,6.40876780529738e-33,-1.1497124224500586e-29,-1.4244424185060055e-29,-3.6187181569771144e-26,1.5464336970024367e-36,9.816830411269356e-41,1.8977465008711752e-37,3.90023369335352e-17,3.891568986666683e-19,-2.1049316570340014e-16,1.002577102294952e-39,1.152372108245143e-37,7.516345630763351e-40
45,9.322769741342481e-07,455962.5000000001,2197.135676106132,0.9669798748882599,0.03874176213984031,0.0003162125276919747,2.0592049349588823e-05,3.3147015042183605e-35,-9.902994964075362e-33,-1.7880489020399266e-32,-6.967242471956854e-31,-9.360958859478547e-33,9.327127065447924e-34,1.5934959660570372e-11,1.0482219826402115e-09,6.726130428110841e-07,4.817301731175825e-08,0.0006373797070468183,0.04933676185500289,2.606086901631787e-34,-3.970329527926132e-37,6.867854386334833e-36,5.7084268588970324e-33,3.4105671351921973e-35,-6.046394987575639e-35,4.3371785312854405e-33,2.938557364946398e-12,1.4409019791304004e-08,2.8325094678277886e-09,2.5373203091045083e-06,5.427376971975086e-07,1.1572393236912131e-06,-1.6478541992729562e-41,5.4174718185372275e-39,4.0001391766772705e-40,0.949684077468079,-3.627945814194717e-43,0.0,2.1670296383726394e-42,1.4041339160480913e-15,4.02171612787733e-13,2.1927672437831e-13,1.7705079836122606e-13,6.895788050993942e-22,1.11156189653835e-17,3.0246073854682103e-46,4.1620115104917873e-19,6.100352673730887e-19,3.6709135634702917e-16,2.064761119945166e-17,9.118442570444939e-17,1.381790884235253e-14,1.903862236694093e-16,7.397017274066138e-25,4.278903119999714e-23,8.920142254306846e-25,1.2801057747964623e-20,-4.1800703325014233e-22,9.69885112377201e-19,9.565839498614677e-18,2.1571946264024527e-19,-4.1106340193405933e-22,-5.778125306111206e-21,-3.1131531609154025e-24,5.35600478535432e-26,-1.6464960197665778e-22,4.781986303862869e-23,3.6869542123222346e-16,3.7265645894096274e-16,6.04693598082562e-45,1.1090874807434007e-43,2.509868338662919e-47,1.7684341457112075e-44,6.288326973195037e-55,5.678369085746427e-56,7.419418983759966e-55,-3.133966091289151e-23,-9.746754039684496e-23,-1.795406355591304e-20,-1.4403475786546312e-23,-3.6040859098068063e-22,-2.4790303487080904e-25,-2.8824777781775587e-25,-6.287331423574323e-32,-3.6360025199043595e-30,-4.4886606032922845e-31,-6.082079700068164e-31,-3.910811593168208e-34,1.2918144622546335e-32,1.7003256695149692e-32,2.0103388826285562e-31,2.2717551676007186e-31,5.2041131382076064e-39,-1.2365749411340858e-33,-1.6495098795419927e-28,-1.9995989898029923e-28,-3.9713719857416714e-25,-2.683600079469308e-35,9.711328900423334e-40,-1.3584798922132821e-37,-6.494925446491783e-19,7.687503402930313e-19,-3.77004363300511e-16,-2.982630166522791e-39,5.10851555509799e-37,4.1057179152827235e-39
46,1.0612341891835037e-06,455962.50000000006,2196.351794990783,0.967281529463597,0.03874002147161574,0.00036288285711282285,2.08240066445058e-05,-2.1450410130573092e-35,-1.0685002983411946e-32,6.226567459539823e-33,-7.172958387082315e-31,-7.832240748303363e-33,-1.1206987430601386e-33,2.2517540639547313e-11,1.3361942643185312e-09,8.456406982196587e-07,5.968221305618799e-08,0.0007237585649373794,0.04924397800046054,3.0769641372845486e-34,-6.3276973172677354e-37,7.06322492897933e-36,5.345800502773534e-33,-1.2288868004959597e-35,-5.655775589523382e-35,4.171803332674121e-33,5.703508550551507e-12,2.5708678684982067e-08,4.5803665593077255e-09,3.851689896482071e-06,7.129190057177915e-07,1.6468419740503655e-06,2.760150670759469e-41,7.114297736434796e-39,-3.5375855961526067e-40,0.9496414081416024,-6.3772235711723175e-43,0.0,3.781268308761088e-42,3.661373245385334e-15,1.0306503212251258e-12,5.077381112306003e-13,4.109944930977868e-13,2.7958607845314272e-21,4.0850885665495356e-17,1.631443834056614e-46,3.960754698153817e-19,2.0215443756959888e-18,1.2474380155888409e-15,5.967259544847256e-17,2.6761387339805904e-16,3.903258750899108e-14,5.4592023946310685e-16,5.3075946389282554e-24,2.92294589103964e-22,1.6529304139335051e-24,2.236475608384536e-20,-3.108279024867082e-22,7.995489489176671e-19,7.841227445432474e-18,1.1720442199126555e-19,-2.1022902672173684e-22,-4.051508380120111e-21,-2.7662607465695657e-24,3.2276961568878014e-25,-1.545924536727642e-22,2.510222837995802e-22,8.504726127995788e-17,8.81691212677785e-17,4.638070127198631e-45,8.50856475205723e-44,3.00201567434613e-47,1.94058375224745e-44,2.0390446249516077e-54,1.7116910739089873e-55,2.349151829859432e-54,-3.76869920868841e-23,-1.1939034947413808e-22,-1.9385153870497575e-20,-1.2627589599662662e-23,-4.1406252353213623e-22,-2.7634277619504586e-25,-3.151758280508579e-25,-2.503102463165559e-31,-9.533738373653463e-30,-2.8714740189259036e-31,-3.1286077487448945e-31,-1.811915199197497e-33,1.0473424013251377e-31,1.3744419650644527e-31,5.5142511834146094e-30,6.579602168299514e-30,3.987219614208002e-38,5.243032119554665e-31,1.7753061950259233e-28,2.323518612196516e-28,-4.239516630141325e-25,-2.547225878264891e-34,8.277964612049604e-39,1.827344692316462e-36,-1.6066513705945446e-16,5.709068712137164e-19,6.84124489386645e-17,-4.730098638238071e-38,3.0646882509173956e-36,2.1777145344708282e-38
47,1.2123244839463795e-06,455962.5000000001,2195.440299876847,0.9676323357759866,0.03873798830758667,0.00041799271542694653,2.115857757088105e-05,2.5057457090109515e-35,-1.1441711797569742e-32,-1.2494080272508528e-32,-7.039572530300007e-31,-6.251309723533553e-33,9.55087129973865e-34,3.174197621849831e-11,1.7129466277896382e-09,1.064702055166316e-06,7.420477230485953e-08,0.0008235050917631739,0.04913541043291457,3.6304312739869e-34,-1.006293246065461e-36,6.950719114616105e-36,4.8745823014304345e-33,3.5092417959114523e-35,-5.257370582007134e-35,4.0103942262661775e-33,1.111874221008254e-11,4.6325075585830446e-08,7.463474403566911e-09,5.880965293599363e-06,9.386872103398729e-07,2.3502630259664428e-06,1.6711112771943539e-41,9.628059005147212e-39,1.0740436691345084e-40,0.9495915688106418,-1.1200855151660644e-42,0.0,6.63182677179184e-42,9.711799771906426e-15,2.6783118557394076e-12,1.1925313452728625e-12,9.680115122285271e-13,1.234514509914198e-20,1.6419207413584696e-16,8.288106743412208e-46,1.4809489859540977e-18,7.241190157176856e-18,4.306947701959331e-15,1.7494182784833759e-16,7.954368606663205e-16,1.1198823023518753e-13,1.5939004468715453e-15,3.047028178792923e-23,1.631656796524263e-21,2.6838269030059868e-24,2.3662133047856233e-20,-1.5267354001547144e-21,1.8253892351099228e-18,1.805995878581198e-17,4.37950400857333e-19,-9.651138791796539e-22,-1.461353530588414e-20,-5.519697654968425e-24,2.0191351201586297e-24,-4.054012982137992e-22,1.3544870558520187e-21,6.875575306962644e-16,7.006401018008562e-16,9.794427254485036e-45,1.8229698843978216e-43,3.7119036027851694e-47,2.4252325143366627e-44,6.588924778137762e-54,5.100227367564583e-55,7.37815234881022e-54,-1.376029284777113e-22,-4.430042017828595e-22,-8.212173531686316e-20,-5.5864495307307e-23,-2.0501445535772977e-21,-1.1574627352807882e-24,-1.3412956590720879e-24,-9.778641922829977e-31,-8.737321497560239e-29,-4.778978084869667e-30,-6.524839394607201e-30,-4.285801005108206e-33,5.343039487875891e-31,6.932227868466122e-31,1.1050803251150894e-29,1.2914053987715848e-29,2.179280418318306e-37,4.453216971517167e-31,-1.8016883723580505e-27,-2.1822699326704157e-27,-3.680323148192173e-24,-4.826846021102968e-34,4.6410848072129815e-38,9.098891735172446e-35,-1.8024288157278462e-16,1.370542664106897e-18,-5.269463053696586e-16,2.840049867437584e-37,2.1300478015391826e-35,1.6193470042788387e-37
48,1.3855478584228756e-06,455962.5,2194.4038435942257,0.9680312381359457,0.03873566233243155,0.00048192576217051243,2.16230424291257e-05,-1.0583732776398795e-35,-1.2113867901104061e-32,8.471835978555086e-34,-7.178144150667629e-31,-4.795235797147905e-33,1.104935621680708e-34,4.424693242927807e-11,2.198249290069411e-09,1.3348904558789599e-06,9.209116344825235e-08,0.000935921047310783,0.04901094591725897,4.253148598257136e-34,-1.5792026924482982e-36,7.043813968720601e-36,4.447743692466238e-33,-1.3851005573399976e-35,-4.5521716166530945e-35,3.8006822346413144e-33,2.1431381301848933e-11,8.318991166771574e-08,1.2131185184280126e-08,8.943041453825565e-06,1.2308375139274297e-06,3.3340272355527538e-06,2.4427212703397206e-40,1.1672092992096764e-38,-2.7721515002191e-39,0.9495345517456607,-1.9412269063420587e-42,0.0,1.154873454751901e-41,2.5643552467865457e-14,6.901772329347606e-12,2.7852283894177012e-12,2.2676856292487574e-12,5.588862991646666e-20,6.548223943569536e-16,1.5116545613557075e-45,4.124834598338536e-18,2.5347968326010286e-17,1.4683114299034297e-14,5.086967868800419e-16,2.3384588905671314e-15,3.1879343230735453e-13,4.620756162737899e-15,1.8444969206355985e-22,9.618070297685315e-21,4.073746186515839e-24,2.3140809827681484e-20,-4.560346683975558e-21,3.529814877484662e-18,3.4942561514544475e-17,9.217682166750946e-19,-2.433864899445301e-21,-3.53621841887884e-20,-1.464225137912001e-23,1.2531934251725237e-23,-1.058298140719079e-21,7.223895841411876e-21,1.0871913956087977e-15,1.1268019085361632e-15,1.9128872320344492e-44,3.609684025962381e-43,4.938712221125282e-47,2.883341676702327e-44,2.1036886218822885e-53,1.5264686927299465e-54,2.2918107611738534e-53,-5.012200371751197e-22,-1.6158002497968652e-21,-2.7544925944847593e-19,-1.5667524918431247e-22,-7.530089987870563e-21,-3.4526654568627076e-24,-3.9521224747844035e-24,-1.3800791009841526e-29,-6.724915897896192e-28,-2.6367504099967993e-29,-3.782793976124073e-29,-4.180167308412291e-32,2.4450355430098152e-30,3.166379363277393e-30,5.841601944058909e-29,6.685782332862678e-29,1.0196351615673348e-36,3.088040810200505e-30,-6.888114387564063e-27,-8.141495231811713e-27,-1.4678302924599705e-23,-1.9893038505598477e-32,3.388233156831554e-37,-2.5664557890431975e-34,-9.062195049917695e-16,3.058660212190185e-18,-2.2648884648115756e-16,-4.3630095516085174e-36,1.183608412097653e-34,1.108127818998382e-36
49,1.5587712328993716e-06,455962.50000000006,2193.375813775422,0.9684268376538939,0.03873333798343533,0.0005468613457095856,2.217079094422921e-05,3.716260990450402e-36,-1.262578526660021e-32,-1.4208998353085518e-33,-7.154509784271368e-31,-3.6666152176744865e-33,-2.3553486363872244e-35,5.871101584627707e-11,2.7426880749198615e-09,1.622729249087967e-06,1.1115385171963938e-07,0.001046255485227512,0.048886290575769015,4.863874517838548e-34,-2.3206311042355104e-36,6.844782223268487e-36,4.032847035919907e-33,2.0103827721647263e-35,-3.887975090711268e-35,3.634107833614883e-33,3.782741014504311e-11,1.3887954335699256e-07,1.857789795108207e-08,1.2886208014912512e-05,1.5565798396199145e-06,4.510264409119569e-06,-3.174654107243022e-41,1.4610931130133882e-38,-1.060138168120211e-39,0.9494775745430177,-3.117916858505276e-42,0.0,1.871617604358766e-41,6.006513974033803e-14,1.5759630904823454e-11,5.8461579803731195e-12,4.7733338308751105e-12,2.097981814426615e-19,2.185606477313979e-15,1.7153787836499644e-46,8.677033671249343e-18,7.53447469157242e-17,4.274047075434974e-14,1.2947334399696523e-15,5.9912053033852205e-15,7.955245505010316e-13,1.1714091064284569e-14,8.898665664750712e-22,4.5197314095069157e-20,6.735731615650204e-24,4.998117256658308e-20,-3.223472671030354e-21,2.0510121793042057e-18,2.1226673438603394e-17,6.531422025094471e-19,-3.4621832177771156e-22,-9.725426673703355e-21,-8.333466597153329e-24,6.185451233815585e-23,-6.866177494132093e-22,3.1191840366408086e-20,8.571075092405028e-16,8.798250850331124e-16,9.599367134323254e-45,1.8415349589100198e-43,5.166752494253418e-47,2.1196316180657636e-44,5.685807455246694e-53,3.8443095815862944e-54,6.016795748139708e-53,-4.267165745761109e-22,-1.4097048862010055e-21,-2.0379101917479006e-19,2.636557961289595e-23,-5.6361111409705586e-21,8.036096329954786e-25,1.218463636214635e-24,-5.150352848325318e-29,-1.1219253681959935e-27,-1.1846348965705904e-29,-1.739839284216985e-29,-1.1242626807061906e-31,1.3452385224947573e-29,1.7350335995224733e-29,4.507366164908976e-28,5.308968468250962e-28,5.574085638618479e-36,3.5633168648715063e-29,1.350482222708589e-26,1.761385778461367e-26,-9.887957774332151e-24,-8.903888594247294e-32,2.2515850297213568e-36,1.292759426030056e-33,-4.912029310274113e-16,2.789031567835916e-18,-3.937677865817449e-16,-2.3535625728593327e-35,6.211008669927922e-34,6.0076068778545e-36
50,1.7588510014657684e-06,455962.5000000001,2192.197938312846,0.9688799437063669,0.03873065036663309,0.0006233716409570888,2.290311720622257e-05,-1.917670795007499e-27,-1.3064218476718704e-32,2.5778313745090846e-27,6.525988635852495e-28,-2.633588218186041e-33,1.8863353230503835e-34,7.774564758803542e-11,3.4489444943640964e-09,1.973994663678812e-06,1.344640763040469e-07,0.001171097484403851,0.048741819653541,4.651791525242331e-31,-3.402413693487003e-36,1.8520379834246705e-31,8.236208610439752e-29,-1.48986888143432e-30,-3.6186586234642386e-32,-2.2792359548579388e-30,6.70902803345626e-11,2.3409564826890112e-07,2.8722467668332213e-08,1.8659420838221173e-05,1.9719428271887407e-06,6.109319663376611e-06,6.142692855786185e-33,5.27176454977907e-34,-7.111044007983683e-34,0.9494116924885513,4.708555032548038e-40,0.0,6.220629910541907e-41,1.4319057231561438e-13,3.6430774964178044e-11,1.2423837627654454e-11,1.0174971726738673e-11,8.020027215495256e-19,7.460681753472019e-15,-1.4765829684115992e-40,2.579359161450838e-17,2.283796714815279e-16,1.2633878044713127e-13,3.35837534712591e-15,1.5588968925099313e-14,2.017489993249496e-12,3.015768862057842e-14,4.329633814180437e-21,2.1298358034112076e-19,7.704638249163516e-24,-3.207827326858654e-21,-9.763248104264272e-21,6.26687682126829e-18,6.1553584579225e-17,1.5348267828703474e-18,-3.954942126749896e-21,-5.307298470572221e-20,-1.543371496663298e-23,3.1642877963377e-22,-1.8703330300192932e-21,1.3860885929306667e-19,2.063962528585195e-15,2.1378293051214858e-15,-2.7621629428653195e-40,-3.25613915108737e-43,-1.7446130261617913e-43,-1.5104936051185672e-40,5.968905741072799e-50,8.483401936245531e-51,8.024146365791956e-50,-1.4383515863039023e-21,-4.74914200045382e-21,-8.333932497802033e-19,-3.782447097488269e-22,-2.863804978781144e-20,-9.000351081185055e-24,-1.0187951396667548e-23,-9.018531251370291e-29,-8.506415530220197e-27,-1.1424873699293174e-28,-1.5443121149134903e-28,3.2589774175134125e-31,5.921995506287718e-29,7.572067313207829e-29,1.127751610173639e-27,1.326116722027599e-27,2.617124250228886e-35,5.440928044451974e-29,-2.5758100286435445e-26,-2.9957062464896835e-26,-7.708149318543175e-23,-1.0852997468173207e-31,1.0641637847828594e-35,3.1587306575015256e-32,-1.7019998439421214e-15,5.387798982615267e-18,-4.43948112040411e-16,1.527085250867452e-34,3.5360461090979675e-33,3.7604387474126747e-35
