,t[s],P[Pa],T[K],density[kg/m3],mean_MW[kg/mol],H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2*,CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,AR,C2H3O,N2,C2O,C3H2,C3H3,PC3H4,AC3H4,C4H,C4H2,H2C4O,n-C4H3,i-C4H3,C4H4,n-C4H5,i-C4H5,C4H6,C4H612,C5H2,C5H3,C6H,C6H2,C6H3,l-C6H4,c-C6H4,n-C6H5,i-C6H5,l-C6H6,n-C6H7,i-C6H7,c-C6H7,C6H8,A1,A1-,C6H5O,C6H5OH,C5H6,C5H5,C5H5O,C5H4OH,C5H4O,n-A1C2H2,i-A1C2H2,A1C2H3,A1C2H3*,A1C2H,A1C2H*,A1C2H-,A1C2H)2,A2,A2-1,A2-2,naphthyne,A2C2HA,A2C2HB,A2C2HA*,A2C2HB*,A2C2H2,A2C2H)2,A3-1,A3-4,A3,A3C2H,A3C2H2,A4,P2,P2-,P2-H,A4-,A2R5,A2R5-
100,5.061044812755658e-05,455962.50000000006,2018.2915011755306,1.0305985766261787,0.037929619729969756,0.033369571304044436,0.00013596095884366958,2.3009398308900584e-34,-5.7984023663861375e-33,1.9054926109039037e-31,5.2899904917683105e-28,-1.2866093649418833e-36,-1.3533477646453123e-38,4.264228649034596e-09,3.2723546286264734e-08,4.335289161382558e-06,2.6309881156956697e-07,0.0016340808750372985,0.02394692796773434,-6.47432136055779e-28,-1.1128036340234893e-33,1.4220527947188076e-33,1.5268792134823029e-31,1.0701555611785284e-33,4.677715580407335e-35,4.794058704783072e-32,5.566661017367169e-07,0.008046117998574803,1.4908897865697251e-05,0.002412220777393649,5.379067564085692e-06,0.00010981609787305286,6.0375492956004716e-34,2.3808111661055963e-32,8.082520452752712e-32,0.9297758783390191,3.7793770018174105e-37,0.0,-3.940611887032477e-33,1.3444251454165082e-06,0.0001691095007853536,3.807990330681603e-06,1.032657741393436e-05,7.240009194040576e-09,0.0002283474209248362,1.5434015770381646e-32,3.6456660224617776e-08,5.215599805656868e-07,3.9141985581827444e-05,1.3585981407637237e-08,4.177105560699703e-08,3.276892354083289e-06,7.457247739173247e-07,2.3522668326128828e-07,1.8146634925255122e-06,9.22819889922131e-11,5.494153668509501e-06,1.4945864857409957e-09,1.0035804708537429e-07,1.7374294894593705e-06,3.2769263969148304e-10,8.455340214928788e-10,6.168851648679084e-08,1.4830529777197847e-12,1.2640315914869395e-10,2.1840356175433862e-10,5.141825972021262e-09,7.172564037247417e-05,1.9578917451732313e-06,6.408456418941046e-35,1.2689355030665033e-33,1.9967248267117095e-34,3.3920000944763815e-33,-3.327522525502544e-40,1.2409889697432278e-42,-2.6224227079575e-40,7.716091216110019e-10,3.343789031021888e-10,2.423149161407253e-07,2.079536242264232e-09,3.7320212212869864e-06,2.16717778360687e-08,2.7086001142466186e-08,2.1025193457700953e-08,2.150122828702296e-08,4.122613286252207e-10,4.1595958533686247e-10,5.1835551280567446e-09,3.0956036238690515e-10,1.2776180095092659e-10,1.1837720380068063e-12,5.519896997236076e-13,2.4620826511495047e-14,1.223196834742104e-14,9.866141601935617e-12,1.0578427878937703e-11,1.279992247527967e-09,5.1727114616743454e-12,7.305081759651379e-17,7.419689800011812e-12,1.2368920602977949e-08,1.6982182837428936e-10,1.5736674329198393e-14,1.418368520346358e-13,1.2855580038693513e-10,5.7590154182952375e-12
101,5.316016107211854e-05,455962.5,2015.0129502415211,1.03180409030003,0.037912301171625806,0.03404573303901675,0.00013393392516640028,2.1483175927027523e-34,-5.5782443572667566e-33,1.8404169185832885e-31,5.285699986227121e-28,-1.239945065549813e-36,-1.313209013497128e-38,3.942350012883393e-09,2.994347520729898e-08,4.0561266919038e-06,2.4470002253412515e-07,0.0015687676427476372,0.023616600075999552,-6.469434356903441e-28,-1.124353509677179e-33,1.35287136569262e-33,1.4659819539871674e-31,1.0005936865680063e-33,4.361266272825897e-35,4.573883440102951e-32,5.500210722454727e-07,0.008284249544663136,1.3911111709743709e-05,0.0022979769467121984,4.984291270820175e-06,0.00010474601496653024,6.914900781586854e-34,3.0093384308888064e-32,8.135673109349803e-32,0.929351345271974,4.788291388038418e-37,0.0,-3.401731278987478e-33,1.3407474684878223e-06,0.00016852237977024913,3.822198092662479e-06,1.0570843336344006e-05,7.52229726779026e-09,0.0002473602733551048,1.6565246808164348e-32,3.6806408197816045e-08,5.518012695834764e-07,3.9021956840948005e-05,1.2143292877897923e-08,3.805707741066413e-08,2.9889998035728716e-06,7.366050688781588e-07,2.576324750790473e-07,2.0015957493965683e-06,1.0139983350461055e-10,6.3145443534796025e-06,1.7011731762017251e-09,1.1320616134518991e-07,2.004676581290514e-06,3.507705847432536e-10,8.102062711386044e-10,6.054464576158718e-08,1.3871199281215117e-12,1.0678121514475474e-10,2.424983868688436e-10,4.489710630699021e-09,8.005506920265494e-05,2.132413587413207e-06,7.173225395696537e-35,1.4243833371163392e-33,2.489221204961965e-34,4.116599063264695e-33,-2.981357125395526e-40,1.275332938111782e-42,-2.878109675184163e-40,8.344052380347396e-10,3.6326288948664364e-10,2.6292177184847157e-07,2.181001391173029e-09,4.506137125572829e-06,2.5294394391481236e-08,3.163070615719612e-08,2.6543516959519585e-08,2.6518564756636768e-08,5.089800661462608e-10,4.994718775152133e-10,6.842919541500383e-09,4.2164944480958643e-10,1.7172033995458695e-10,1.5598239147167337e-12,7.213796785802826e-13,3.180319719185877e-14,1.6597277232883826e-14,1.3878267471129133e-11,1.4876060059041265e-11,1.8550282612958403e-09,7.944031897705504e-12,1.0716813752974438e-16,1.1870634216328684e-11,1.6401008927188994e-08,2.156226697958186e-10,1.9416159158589225e-14,2.2184387213373217e-13,1.8111213598759146e-10,7.993801945920307e-12
102,5.597359316134385e-05,455962.50000000006,2011.6674894049893,1.0330391392972278,0.03789466153196042,0.03473615330387129,0.00013185397805634986,2.0022655379729097e-34,-5.351397392804682e-33,1.7759367996038704e-31,5.281256093870817e-28,-1.1916831501157598e-36,-1.2709569411199856e-38,3.633341785033788e-09,2.7319969234604465e-08,3.7864505827819547e-06,2.2706380027952965e-07,0.001504031780923257,0.023279342764952075,-6.464378660934002e-28,-1.1355188995920297e-33,1.2798932765514428e-33,1.3997047444158583e-31,9.335542892096466e-34,4.0571020829108625e-35,4.3570571371372193e-32,5.428444033193321e-07,0.008524197359936286,1.2921139127434422e-05,0.0021803694650672513,4.606554598970392e-06,9.971652991107412e-05,7.797306875460625e-34,3.630296453322139e-32,8.179466168379909e-32,0.9289189414783102,5.784350080985713e-37,0.0,-2.8674235722583112e-33,1.3330187343844007e-06,0.00016732121782791405,3.830364506264507e-06,1.079779903566525e-05,7.805611548799668e-09,0.00026770465212866705,1.775620250692688e-32,3.707603042145866e-08,5.835162557296798e-07,3.869802182476657e-05,1.0761787789928819e-08,3.444580453822978e-08,2.7036601353748726e-06,7.245231582884785e-07,2.8186160764157665e-07,2.2061505485073307e-06,1.1125314648044409e-10,7.25313179883599e-06,1.9346839077473515e-09,1.2757389078639388e-07,2.305709665217396e-06,3.7402099405445176e-10,7.712011277656605e-10,5.9052911262034626e-08,1.3019937123951925e-12,8.884004085860423e-11,2.6824968122031526e-10,3.864004469114551e-09,8.90588650396427e-05,2.313223397948464e-06,7.994181115499202e-35,1.5919848894456028e-33,3.101577087410161e-34,4.992046617994966e-33,-2.6439170404762217e-40,1.2990258852999525e-42,-3.1594999784486048e-40,8.969351496905222e-10,3.934543944998453e-10,2.831715432522574e-07,2.2682405895640257e-09,5.423596944006146e-06,2.9403497623594333e-08,3.678484252994287e-08,3.3378071593994225e-08,3.2634164931410504e-08,6.261777952834392e-10,5.975248208320218e-10,9.009063886164675e-09,5.73533196044624e-10,2.307452105188468e-10,2.05045639362468e-12,9.41269236626239e-13,4.093793903066304e-14,2.2475005263410658e-14,1.944265440984277e-11,2.083601340958383e-11,2.6807378614923153e-09,1.2159715888544546e-11,1.5655996451113159e-16,1.8977368746413422e-11,2.162917827605048e-08,2.721783538499142e-10,2.3802795684177588e-14,3.461911334026927e-13,2.551425888261215e-10,1.1074851293451755e-11
103,5.878702525056916e-05,455962.5,2008.5728939236544,1.0341861444453717,0.03787837779830746,0.03537533013730847,0.00012992931226350177,1.8756047899607457e-34,-5.139658991395514e-33,1.7180758815630166e-31,5.2770834208877255e-28,-1.1464903600319749e-36,-1.2307114677663419e-38,3.365089444245774e-09,2.507757199731009e-08,3.5504912771446687e-06,2.1174646985904112e-07,0.0014459085117391542,0.022966738404955143,-6.459639444168711e-28,-1.1452758649698147e-33,1.211690494139307e-33,1.3367608605851096e-31,8.750368770326518e-34,3.792335264662206e-35,4.163698156225054e-32,5.359038203488863e-07,0.00874304199742384,1.2034542793492638e-05,0.002071187232123147,4.279044292402429e-06,9.52028849441481e-05,8.60042913894186e-34,4.1856083881409364e-32,8.210654247293373e-32,0.9285197752628932,6.674159095598517e-37,0.0,-2.385750412208575e-33,1.3224057240487097e-06,0.00016571596765725948,3.832247506342695e-06,1.0986467058895292e-05,8.062877395025233e-09,0.00028735236430626907,1.8887717011666575e-32,3.725553989968587e-08,6.136463855256896e-07,3.8220432021879544e-05,9.571761025960252e-09,3.128736190312532e-08,2.449624008682142e-06,7.111498759470093e-07,3.055181984432297e-07,2.4081318439432214e-06,1.208545098850831e-10,8.219795133891088e-06,2.1724780626878055e-09,1.420453178873629e-07,2.6100269787741545e-06,3.951222669740722e-10,7.333731173388251e-10,5.743022230774311e-08,1.2353122357697926e-12,7.414900769177807e-11,2.930285410467624e-10,3.3277738111742546e-09,9.781912405797078e-05,2.4819459523054356e-06,8.785826282679358e-35,1.754307749198224e-33,3.7847112580892057e-34,5.942055091047354e-33,-2.348299146949711e-40,1.3115781493884857e-42,-3.438220185653923e-40,9.528359637510252e-10,4.220556028241998e-10,3.008834351644113e-07,2.3329114024533966e-09,6.397758331250498e-06,3.358312489554969e-08,4.2025808078818176e-08,4.093732999294922e-08,3.932545715309636e-08,7.533284604271735e-10,7.009008571921878e-10,1.1531229036849324e-08,7.571967740188864e-10,3.016578204258335e-10,2.6222981662627016e-12,1.1967301023283621e-12,5.13182415344534e-14,2.9536306691636104e-14,2.6304630283236975e-11,2.818589080039532e-11,3.734281290674376e-09,1.7836273704345565e-11,2.1999322123360332e-16,2.9028126162104694e-11,2.7664033494013682e-08,3.3446640530356866e-10,2.847646302325579e-14,5.173698181946191e-13,3.481828494116546e-10,1.486194956124438e-11
104,6.173356322639922e-05,455962.5,2005.5679590075479,1.0353042345523087,0.03786259987430642,0.03599658337458496,0.0001280679644771577,1.7601042221849416e-34,-4.9323944520536937e-33,1.6635691290977787e-31,5.2729716323315305e-28,-1.1021311148721293e-36,-1.190570069927117e-38,3.1206816911045677e-09,2.306224573626931e-08,3.3335657678444755e-06,1.9776117401589334e-07,0.001391111827998314,0.022662180628721124,-6.454978397337369e-28,-1.1542111072836206e-33,1.1458134557644404e-33,1.2754861997108127e-31,8.213641935015932e-34,3.5501599875043635e-35,3.982662681719532e-32,5.289323350988211e-07,0.00895236055353231,1.1203433876785127e-05,0.001965294652484504,3.980486656535939e-06,9.09540732713817e-05,9.36679790608125e-34,4.706727247210173e-32,8.232441627142102e-32,0.9281330080542877,7.508258576824469e-37,0.0,-1.9281196005440558e-33,1.3090455226332446e-06,0.00016375015277980435,3.828899344594917e-06,1.1149249915025745e-05,8.307776189940602e-09,0.00030716806328381826,2.0010678305378027e-32,3.737445821492934e-08,6.436565953217083e-07,3.759876657440232e-05,8.500817982977554e-09,2.8402538035274017e-08,2.2138720169391645e-06,6.964263211781453e-07,3.2964498970786445e-07,2.6162607607256915e-06,1.3061381762476194e-10,9.25533479953792e-06,2.4246364882184365e-09,1.5722363094923347e-07,2.9293051147710856e-06,4.151334800230281e-10,6.958420193134276e-10,5.5680634852232356e-08,1.181782348282697e-12,6.161236913069563e-11,3.1789310683694e-10,2.850581151453914e-09,0.00010670131537762548,2.6463316893906453e-06,9.580144163804889e-35,1.917870038277804e-33,4.573810066509804e-34,7.011205565615899e-33,-2.078092872317027e-40,1.3158203629550756e-42,-3.725801858808369e-40,1.004955273301365e-09,4.5051943562394557e-10,3.1688571300100346e-07,2.380225271110858e-09,7.468446075548325e-06,3.7992279760987456e-08,4.7552251800307604e-08,4.955787868745436e-08,4.6916069606524526e-08,8.95998012057747e-10,8.140522244531648e-10,1.4552011496305483e-08,9.856312119739289e-10,3.8952745485826936e-10,3.309049533216614e-12,1.5031312182762402e-12,6.348245770108718e-14,3.8262208564264474e-14,3.497908248702955e-11,3.747787427443198e-11,5.110329443340587e-09,2.5625175126210255e-11,3.0326280630953933e-16,4.3510219968566094e-11,3.482150725602474e-08,4.0515246058209024e-10,3.362230551880477e-14,7.575875574283628e-13,4.683491501408644e-10,1.9645028305480476e-11
105,6.481320708883404e-05,455962.5,2002.6542696082975,1.0363925351685448,0.03784733601716454,0.03659963744402402,0.000126277078039014,1.654892739253316e-34,-4.7299630705299144e-33,1.6123190018612995e-31,5.268925080548024e-28,-1.0587011691008449e-36,-1.1506593356823443e-38,2.8985785968728773e-09,2.12533609240244e-08,3.134453855307597e-06,1.8500792127672393e-07,0.001339537744134496,0.022365532368131543,-6.450401032895809e-28,-1.1623538331729942e-33,1.0829517690763963e-33,1.2168096818111814e-31,7.72210055685743e-34,3.3289966452678695e-35,3.813487089707138e-32,5.219927027732405e-07,0.009152046489451613,1.0427938777945463e-05,0.0018631814981423086,3.708636104413394e-06,8.696474377889647e-05,1.009597657675329e-33,5.194605395133533e-32,8.24565550747925e-32,0.9277588422629623,8.28843413560355e-37,0.0,-1.4924649969229105e-33,1.2933626193439238e-06,0.00016150641566748113,3.8208338568392435e-06,1.128732346807282e-05,8.54014888780301e-09,0.00032704604940031527,2.111899707025584e-32,3.744652315551615e-08,6.734862979261188e-07,3.68551098630197e-05,7.543807405560127e-09,2.5785956753157122e-08,1.996932139469517e-06,6.807733911969311e-07,3.541336623791785e-07,2.8295368970456962e-06,1.404711584020807e-10,1.035602220487186e-05,2.690186825987195e-09,1.7303104965987395e-07,3.2609254585980372e-06,4.340079467698068e-10,6.59395622107752e-10,5.3868243146289066e-08,1.140247902824206e-12,5.1023555751494464e-11,3.4269357830814325e-10,2.43121740725558e-09,0.00011564792762614582,2.805610352806022e-06,1.0370739162718242e-34,2.0813584544555877e-33,5.476192881125361e-34,8.203504785604883e-33,-1.8330591164667275e-40,1.3129906195172728e-42,-4.020553620402628e-40,1.0532335973507504e-09,4.788756443182865e-10,3.31078635606559e-07,2.4113102109527226e-09,8.631894220452676e-06,4.259537054785573e-08,5.33187687655276e-08,5.924970833960443e-08,5.545135718478888e-08,1.054237777800901e-09,9.369021383690585e-10,1.811403780569372e-08,1.2655975801149705e-09,4.971026426911031e-10,4.1225849474667444e-12,1.866330735243477e-12,7.754891485094555e-14,4.8887745715574423e-14,4.575821121607699e-11,4.9026006059307305e-11,6.875704338698228e-09,3.608808137495848e-11,4.105083885270658e-16,6.395575743585794e-11,4.317304567476885e-08,4.842071470506127e-10,3.921934292584681e-14,1.087918785981279e-12,6.212817636212635e-10,2.559525439717256e-11
106,6.789285095126886e-05,455962.50000000006,1999.9449715570047,1.037408247705589,0.03783317606869836,0.03716107181559446,0.00012462942157639596,1.5628129175619987e-34,-4.5405492441586906e-33,1.5660897219654845e-31,5.26510660928678e-28,-1.0179773250505488e-36,-1.1126894335605838e-38,2.704895372229079e-09,1.969318481982908e-08,2.9589729089577503e-06,1.7383638556733615e-07,0.0012929616055815754,0.022088179098385462,-6.446091122400274e-28,-1.169451528068861e-33,1.025840482000803e-33,1.1634343687512358e-31,7.289814540017887e-34,3.1350358310063584e-35,3.6617964546194977e-32,5.154109710832731e-07,0.009334607914926218,9.735369523002086e-06,0.0017691084947610133,3.470828903243279e-06,8.337293906068144e-05,1.0760685971779062e-33,5.632655010729564e-32,8.251038595768366e-32,0.9274117367919318,8.988552449711113e-37,0.0,-1.0933049062698332e-33,1.2765160739584165e-06,0.00015916126172553583,3.809133688418107e-06,1.1397958830379165e-05,8.751297052145913e-09,0.000346084927516708,2.2163568993863737e-32,3.7483395956124844e-08,7.01887546855069e-07,3.604775341756108e-05,6.726195471673409e-09,2.3517337878587055e-08,1.806452213760945e-06,6.652180448231735e-07,3.7787472347081274e-07,3.0380757086424306e-06,1.4996671213060361e-10,1.1469081535581641e-05,2.9565414711193006e-09,1.8871284669834902e-07,3.5881765218309597e-06,4.5103746296514376e-10,6.260068782219343e-10,5.212230809689575e-08,1.1104270989070348e-12,4.248663402238713e-11,3.663157749877234e-10,2.080434866950894e-09,0.00012424621191630205,2.9531554199321366e-06,1.1120839038099783e-34,2.2371253481126612e-33,6.454680027481969e-34,9.466057156747694e-33,-1.6208560126291749e-40,1.304622074687866e-42,-4.308638178454479e-40,1.096039933855479e-09,5.060332645245959e-10,3.429747192596278e-07,2.4273121781022133e-09,9.830513940012644e-06,4.715979306525288e-08,5.903347153816938e-08,6.954546391842748e-08,6.456868531175402e-08,1.2205580323217463e-09,1.0638095739539502e-09,2.20730465794432e-08,1.5890351557647475e-09,6.215723169530429e-10,5.0326460791902604e-12,2.273659087087082e-12,9.292535732089241e-14,6.108729304597704e-14,5.835580965693177e-11,6.252489646632005e-11,9.002593492233197e-09,4.923214922794944e-11,5.400846795064017e-16,9.09385392947152e-11,5.2358176911925565e-08,5.677573081742862e-10,4.498997615110658e-14,1.5129091304342438e-12,8.045981303768955e-10,3.256891713602706e-11
107,7.12294299513586e-05,455962.50000000006,1997.2129793917513,1.038436199385129,0.037818931771214696,0.037727973831004895,0.0001229896210869536,1.4753355188466174e-34,-4.348518193715e-33,1.5208668796817386e-31,5.261198324474162e-28,-9.766106211390984e-37,-1.0735821664375656e-38,2.521743266617495e-09,1.823245368709424e-08,2.791175722722273e-06,1.6321533495618271e-07,0.0012473375582907063,0.021806708381200263,-6.4416897467096055e-28,-1.1761320391643689e-33,9.698753945698837e-34,1.111118804517918e-31,6.877283884624711e-34,2.9504539340852714e-35,3.514280419166261e-32,5.086740278214463e-07,0.009515464245543743,9.066167121684881e-06,0.0016754601317343345,3.2450308373986525e-06,7.986704171432402e-05,1.1417031051705537e-33,6.059046524906559e-32,8.249828385503706e-32,0.9270625636576244,9.670025716717917e-37,0.0,-6.95499091743462e-34,1.2574794714780247e-06,0.0001565810871093294,3.793302164974799e-06,1.1492086081719082e-05,8.958961069956936e-09,0.00036578958406868924,2.3227203306338355e-32,3.7499147536167264e-08,7.311905440875388e-07,3.513051930410919e-05,5.971579790734425e-09,2.1392061176433128e-08,1.6260350582681692e-06,6.487516902837872e-07,4.027615412893948e-07,3.258363454953472e-06,1.598402755296972e-10,1.2682434178231789e-05,3.2448082374274527e-09,2.05498734158861e-07,3.935777203803085e-06,4.676621395620448e-10,5.932967856694276e-10,5.0342001803196675e-08,1.0884522491316578e-12,3.506675425379917e-11,3.9064498924761596e-10,1.7647741954400616e-09,0.00013317513363349733,3.101032410906492e-06,1.188910474020787e-34,2.3973469991589694e-33,7.596797502059144e-34,1.0906422147559224e-32,-1.4224954031906368e-40,1.2909080692584541e-42,-4.612764324399517e-40,1.1371778255296015e-09,5.343318143918144e-10,3.5361317644806993e-07,2.431324105313443e-09,1.1158246396399598e-05,5.2031249496131306e-08,6.512859746396085e-08,8.127540223087432e-08,7.506999834550632e-08,1.4085351015521648e-09,1.2053079596453857e-09,2.6784882822929414e-08,1.9895559399612507e-09,7.763459039974686e-10,6.125017108591384e-12,2.7647953899750664e-12,1.1097244220960106e-13,7.610388184470943e-14,7.411220134964193e-11,7.941249757497645e-11,1.17426474605789e-08,6.683682791387124e-11,7.073570269206515e-16,1.2893374795447444e-10,6.31775652819731e-08,6.624826383089761e-10,5.138911166228956e-14,2.0964612901058347e-12,1.0401485623586718e-09,4.132921509628068e-11
108,7.482294408910328e-05,455962.50000000006,1994.478991990111,1.0394687111335241,0.03780471308060679,0.038296161292045244,0.0001213742625104786,1.3929532153342558e-34,-4.15545654863747e-33,1.4770069462663176e-31,5.257225227367476e-28,-9.349443807854537e-37,-1.033647193409337e-38,2.3502379163387234e-09,1.6877385995001636e-08,2.632156092115547e-06,1.5320670183309084e-07,0.0012030181130687312,0.021522916085858903,-6.437225925965214e-28,-1.1823225115020083e-33,9.1573276347489e-34,1.060513196993169e-31,6.487088737873827e-34,2.776367296942004e-35,3.3720637061870156e-32,5.018541026491742e-07,0.009693031787460116,8.426858141353813e-06,0.0015833092555394932,3.0325189051542473e-06,7.647528968385994e-05,1.2058958190706437e-33,6.470349935040523e-32,8.242060953179784e-32,0.9267140182294626,1.0327806719705562e-36,0.0,-3.0114707870972115e-34,1.2365476096366915e-06,0.0001538181133030423,3.773480271908893e-06,1.1568794954404154e-05,9.1609982194305e-09,0.0003859764874782821,2.4298359963251368e-32,3.7501396644176074e-08,7.611947663841198e-07,3.412042014634048e-05,5.285114151699201e-09,1.9427962166495696e-08,1.4576838223573202e-06,6.316689678635203e-07,4.286149154072948e-07,3.488819080388513e-06,1.699920369096127e-10,1.3991006436932508e-05,3.553678314908123e-09,2.2328102729702938e-07,4.300231232486233e-06,4.837199130527612e-10,5.619299156353408e-10,4.857821634048922e-08,1.0740095509898958e-12,2.8737118542457142e-11,4.154742210922683e-10,1.4861634152433228e-09,0.00014235854306817402,3.2478299411559673e-06,1.2667439534833137e-34,2.5604090617762087e-33,8.91752811595745e-34,1.2534417034308502e-32,-1.2398073488483678e-40,1.2721560375906306e-42,-4.930770772638596e-40,1.1764022856417457e-09,5.637301797495151e-10,3.6284762101142573e-07,2.423878924544006e-09,1.2610885045913659e-05,5.7164598716099217e-08,7.154671163604388e-08,9.445475362479314e-08,8.707017647385646e-08,1.618570643053213e-09,1.3618224729920738e-09,3.231451961255851e-08,2.4798516319787996e-09,9.671422204762002e-10,7.421203158679198e-12,3.3515157563228525e-12,1.3191075391296688e-13,9.437764022586285e-14,9.35748882041826e-11,1.0027827508265465e-10,1.5229289679956992e-08,9.008787662816295e-11,9.204992838769612e-16,1.8181958283330677e-10,7.574709088474156e-08,7.684300354001355e-10,5.840333471145425e-14,2.8881238039568247e-12,1.3397672929127e-09,5.2214467330305135e-11
109,7.841645822684795e-05,455962.50000000006,1991.9353045038004,1.040432820875694,0.03779151753914053,0.03882567747335484,0.00011989728383602636,1.3207203664350538e-34,-3.975185138982251e-33,1.437443177835623e-31,5.253469215666102e-28,-8.959704097100896e-37,-9.958015750046313e-39,2.2008214993626246e-09,1.570686710851767e-08,2.491912664621674e-06,1.444269845355531e-07,0.0011629697118275442,0.02125670240257913,-6.433015930704549e-28,-1.1876219852434773e-33,8.67176462082634e-34,1.0151299003721164e-31,6.143574800118485e-34,2.623542385397051e-35,3.244519251096695e-32,4.95456107522718e-07,0.009855038029580944,7.86006559510171e-06,0.0014992780796454607,2.8463192340897756e-06,7.342371108780094e-05,1.26420544868667e-33,6.839291472524713e-32,8.229066910029982e-32,0.926390553447999,1.0918659131594383e-36,0.0,6.312819745780535e-35,1.2155573458142973e-06,0.00015111483842350352,3.7515401389959355e-06,1.162460953898331e-05,9.343280686080812e-09,0.00040513688311468506,2.529755094399448e-32,3.749842894118837e-08,7.897280746337402e-07,3.310921510096127e-05,4.706181569119966e-09,1.7744526982331514e-08,1.3122604368107335e-06,6.153786182349645e-07,4.535137227593947e-07,3.71210570137498e-06,1.7964899299428873e-10,1.5295096433469163e-05,3.859789615117649e-09,2.4070840763078706e-07,4.653005810117588e-06,4.981216279474003e-10,5.342739109152984e-10,4.6984455551896124e-08,1.0667712438328481e-12,2.3739018187193805e-11,4.3899027724544897e-10,1.2589750752365883e-09,0.00015111671242253987,3.383155435410945e-06,1.3398240823691814e-34,2.7142363964901904e-33,1.032732675490403e-33,1.4234535765809137e-32,-1.0839594046909825e-40,1.2504002755078683e-42,-5.238879653439006e-40,1.2113016557636579e-09,5.92206609460895e-10,3.701635276157612e-07,2.407496334473171e-09,1.4076674535303209e-05,6.215920920866686e-08,7.77865749972577e-08,1.0807732291675806e-07,9.975427051392383e-08,1.8350638962149138e-09,1.5221718239668544e-09,3.827242418915446e-08,3.0313893046014217e-09,1.1838469761490542e-09,8.836376196132749e-12,3.997760604473221e-12,1.5428539295146997e-13,1.1482030903796246e-13,1.1564244435333206e-10,1.2394394391457945e-10,1.9297177332804533e-08,1.1815479921749666e-10,1.1693566461825182e-15,2.491124715969872e-10,8.916709867437761e-08,8.775221845809664e-10,6.550184246835234e-14,3.8705742407718274e-12,1.6899308265523047e-09,6.46452161681196e-11
110,8.232546459314988e-05,455962.5,1989.3584815163363,1.0414129314796767,0.03777818376662879,0.03936304792127635,0.00011842887928723555,1.2516716162358298e-34,-3.79210080860265e-33,1.3985699807280623e-31,5.24960172454902e-28,-8.563216762245097e-37,-9.568175902555767e-39,2.0589852071377645e-09,1.4604358303241113e-08,2.357123385293437e-06,1.3603152301613148e-07,0.0011235452862494205,0.020984622709120774,-6.428691142586376e-28,-1.1925215985059233e-33,8.198655563747513e-34,9.708946464025241e-32,5.813948285101979e-34,2.477305877784292e-35,3.1199015056977617e-32,4.889372008609202e-07,0.010015906922417765,7.313927756729692e-06,0.0014161070224770307,2.668466527928743e-06,7.043323402182017e-05,1.3218118114318177e-33,7.199726296699169e-32,8.210373778833341e-32,0.9260637001830062,1.1497155915417328e-36,0.0,4.301147084690588e-34,1.1929888896661803e-06,0.00014827294398610504,3.7259590164581927e-06,1.1666115216342031e-05,9.521790839061902e-09,0.0004248734079481532,2.630870463983384e-32,3.7497143599233496e-08,8.192412042573181e-07,3.202674469804558e-05,4.176022350723793e-09,1.617694728922e-08,1.1760463402625199e-06,5.986131878232094e-07,4.795559854658902e-07,3.946821527154845e-06,1.896029659033463e-10,1.6702268674003537e-05,4.1885717518714435e-09,2.5922179923109603e-07,5.02240487024807e-06,5.121697342391717e-10,5.079899072343844e-10,4.5443827074512914e-08,1.0649368556533135e-12,1.9459103084935916e-11,4.632110717461562e-10,1.058439023688627e-09,0.0001601928374583745,3.5188806961962285e-06,1.4143525420402985e-34,2.871892432787621e-33,1.1956427128641554e-33,1.6157929139346229e-32,-9.39718456554302e-41,1.2242947097084409e-42,-5.563009897195427e-40,1.2452914326212612e-09,6.223159641223707e-10,3.763461407793213e-07,2.3825723608527803e-09,1.5675799256348823e-05,6.741773639645272e-08,8.43509254777683e-08,1.2326698335029694e-07,1.1429681807780196e-07,2.076442595358369e-09,1.7005668776449382e-09,4.51852468164212e-08,3.700426062438486e-09,1.4499733066841245e-09,1.0504155935825448e-11,4.767739898176493e-12,1.8011694754688879e-13,1.3949075081329815e-13,1.426026582276524e-10,1.5286613926936745e-10,2.4406751893863574e-08,1.5453348218031358e-10,1.4819998968581944e-15,3.411236781427892e-10,1.0461514020664284e-07,9.98801748240318e-10,7.327921150203819e-14,5.181247477962214e-12,2.1313465451523562e-09,7.995905582970733e-11
