,t[s],T[K],density[kg/m3],mean_MW[kg/mol],mdot[kg/s,N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],N_agg[#/g],N_pri[#/g],d_p[nm],d_m[nm],d_v[nm],d_g[nm],n_p,soot_mass[kg/kg],volume_fraction,SSA,total_carbon_mass_flow[kg/s],carbon_yield,total_hydrogen_mass_flow[kg/s],soot_mass_flow[kg/s],inception_mass[mol/kg-s],coagulation_mass[mol/kg-s],PAH_adsorption_mass[mol/kg-s],surface_growth_mass[mol/kg-s],soot_h[J/m3],C_mass_error,H_mass_error,enthalpy_error
16,9.990291351575011e-05,1781.982870167213,0.16624585325747004,0.024310352652981874,0.0,1.6576651461598976e-24,1.6576651461598954e-24,6.431502820330472e-22,3.348762851324078e-23,1.2579019803290865e-17,1.6595813005350678e-07,1.6595813005350657e-07,0.0009982692909427484,0.0009982692909427469,2.0024050712388983,2.002405071238903,2.002405071238902,1.5522519932084522,1.0000000000000038,7.758633567040277e-24,7.165781430359218e-28,1621.2931948130972,0.0,0.0,0.0,0.0,1.0086565578020342e-28,-2.226719074304604e-40,2.1927796423953837e-33,1.2962677327467267e-19,0.0,-1.0,1.0,-1.0
17,0.00011139336454891965,1779.5939270179165,0.16646953330587072,0.024311237818481775,0.0,1.6565473512270467e-24,1.6565473512270434e-24,6.446342347876975e-22,3.370404294712229e-23,1.2594208857909322e-17,1.660693637029885e-07,1.6606936370298816e-07,0.000997596139095633,0.0009975961390956307,2.00416306686003,2.0041630668600443,2.004163066860041,1.5536147805116614,1.0000000000000122,7.776675469325739e-24,7.1921085336103835e-28,1619.484946695516,0.0,0.0,0.0,0.0,2.806256889128726e-27,-2.2265478898479034e-40,1.1654458123127308e-32,2.0923966057542992e-19,0.0,-1.0,1.0,-1.0
18,0.00012233460238541977,1777.3257968682185,0.16668252203901793,0.02431141847584402,0.0,1.6552442233716845e-24,1.6552442233716816e-24,6.4696414660718585e-22,3.403173124616484e-23,1.2619316006676939e-17,1.661510343410643e-07,1.6615103434106404e-07,0.0009968113771530935,0.0009968113771530918,2.0067628636086194,2.006762863608639,2.0067628636086345,1.5556301268284018,1.000000000000016,7.804990349995046e-24,7.227530422374286e-28,1616.826599495405,0.0,0.0,0.0,0.0,4.922526999962226e-26,-2.2264398052434324e-40,4.93333364760329e-32,3.1525811031627913e-19,0.0,-1.0,1.0,-1.0
19,0.00013327584022192014,1775.1773565345502,0.1668955107721651,0.024311238357095158,0.0,1.6537449625890828e-24,1.6537449625890797e-24,6.505233231035335e-22,3.451982681705939e-23,1.2658998128305788e-17,1.6621265799015196e-07,1.662126579901516e-07,0.000995908501200219,0.000995908501200217,2.010555625625935,2.0105556256259427,2.010555625625942,1.55857025242321,1.000000000000006,7.848231619228137e-24,7.276859026385202e-28,1612.9745836363052,0.0,0.0,0.0,0.0,6.147230012303305e-25,-2.226768584208003e-40,1.7676526674835963e-31,4.491185271747163e-19,0.0,-1.0,1.0,-1.0
20,0.0001335055513814891,1775.1346139825182,0.16689994716607964,0.024311233909363746,0.0003462953123416785,1.6537119359735128e-24,1.65371193597351e-24,6.506134545284329e-22,3.453207882377263e-23,1.2660015973567749e-17,1.6621375674401007e-07,1.6621375674400978e-07,0.0009958886121073079,0.0009958886121073064,2.0106498293701316,2.0106498293701414,2.010649829370139,1.5586432785815039,1.000000000000008,7.849326537795375e-24,7.278067691374194e-28,1612.879259463646,3.553028656332727e-05,5.419591362456385e-24,5.963621489606803e-06,2.7181849850776756e-27,6.4563191965342665e-25,-2.2267831546476023e-40,1.8121230944784285e-31,4.52167836256666e-19,6.764972827566503e-21,-0.9288431962009339,0.9288431962009338,-0.9801009987823723
21,0.00013378886375184628,1775.0820671477607,0.1669048833713901,0.024311228498503,0.0005448106494477523,1.6536711387079391e-24,1.6536711387079364e-24,6.507255465192584e-22,3.4547311125692826e-23,1.2661282527394975e-17,1.662145720207016e-07,1.6621457202070135e-07,0.000995864043419554,0.0009958640434195522,2.0107668811066564,2.010766881106666,2.010766881106664,1.5587340163617567,1.000000000000008,7.850688228857515e-24,7.279545573458936e-28,1612.7608380695472,5.589818229630517e-05,8.527865341919279e-24,9.382294189438876e-06,4.277138552575687e-27,6.8574089498758535e-25,-2.2267945689769472e-40,1.8682941756745642e-31,4.559380131977235e-19,1.0644408626147734e-20,-0.8880522400714874,0.8880522400714874,-0.9686911426286899
22,0.00013567386257620472,1774.7374254020408,0.1669370842879244,0.02431119530591989,0.0006483830999095492,1.6533980673977442e-24,1.6533980673977417e-24,6.514977551240153e-22,3.4652116895403415e-23,1.2670028322321096e-17,1.6621918738819793e-07,1.6621918738819767e-07,0.0009956995960317106,0.000995699596031709,2.0115702182034423,2.0115702182034525,2.0115702182034503,1.5593567582972487,1.0000000000000082,7.860068870625111e-24,7.289649886469082e-28,1611.948766717797,6.652483161503099e-05,1.0161118100828857e-23,1.116593626974454e-05,5.0963358198384584e-27,1.0173404015384505e-24,-2.2268788824253987e-40,2.2816179838820247e-31,4.813045477846435e-19,1.2679518184760303e-20,-0.8667701600841415,0.8667701600841412,-0.9627180073870475
23,0.00014261270688311668,1773.5553846173154,0.1670481421395003,0.024311154978382477,0.0011007214919700322,1.6523802307243102e-24,1.6523802307243075e-24,6.54750436067563e-22,3.509246103341014e-23,1.2707200488155839e-17,1.6622737455598303e-07,1.6622737455598274e-07,0.0009950866404558282,0.0009950866404558265,2.014902870581059,2.014902870581068,2.014902870581066,1.5619402097527655,1.0000000000000064,7.899580688329178e-24,7.331168209258134e-28,1608.5917708175862,0.00011293525682357723,1.733604923495955e-23,1.8955747044903006e-05,8.695238241195347e-27,3.9323301312965544e-24,-2.2273875558368925e-40,4.531033737922625e-31,5.77729740864634e-19,2.1612368665654428e-20,-0.7738236110910816,0.7738236110910817,-0.9365768756308187
24,0.00015292230277262674,1772.1187300133151,0.1671864924690943,0.024311559792748162,0.0019537864967460314,1.6509406636371562e-24,1.650940663637153e-24,6.608401137126745e-22,3.59277239609941e-23,1.2777939529431612e-17,1.662201065411807e-07,1.662201065411804e-07,0.0009942197128868396,0.0009942197128868376,2.0209572284207535,2.020957228420771,2.0209572284207646,1.5666335104036981,1.0000000000000187,7.973565751555617e-24,7.405958280412674e-28,1602.5376760627673,0.0002004606809244148,3.105777862606311e-23,3.3646551722888786e-05,1.5578645096305987e-26,2.185543693485889e-23,-2.2289955894545552e-40,1.0846559819849815e-30,7.221397819775747e-19,3.8675412177335545e-20,-0.5985357079363226,0.5985357079363225,-0.8870769032607174
25,0.0001632318986621368,1771.1512701804616,0.16728658397209006,0.02431281063906353,0.002936842671191696,1.6499523475141322e-24,1.6499523475141296e-24,6.685195858627699e-22,3.706010691371067e-23,1.2869200210321695e-17,1.662200542113516e-07,1.6622005421135137e-07,0.0009936245350020633,0.0009936245350020618,2.028258411989877,2.0282584119898917,2.0282584119898863,1.5722933426278223,1.000000000000017,8.06694533356675e-24,7.497176266344301e-28,1595.3002875540324,0.0003013233444982149,4.7227146527122655e-23,5.0575960578502736e-05,2.3691349281789558e-26,8.72570458376445e-23,-2.23251582208708e-40,2.200333752544306e-30,8.559415838606204e-19,5.87688970121931e-20,-0.3965372030894762,0.39653720308947643,-0.8297389890415402
